Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A,Conv2d Count,BatchNorm2d Count,Dropout Count,AdaptiveAvgPool2d Count,Linear Count
input_channels:1_num_classes:154_depth:2_arch:dense_base_filters:86_batch:60_input_size:184_act:tanh_dropout:0.15712160010655096_dropout:False_batchnorm:True.out,0,[],None,0,0,60,1471,6.758064516129032,0.017571428571428578,0.0013272727272727282,0,0,0,0,0,0,0
input_channels:3_num_classes:966_depth:20_arch:bottleneck_base_filters:37_batch:50_input_size:206_act:prelu_dropout:0.30530435953353746_dropout:False_batchnorm:False.out,0,"[('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0), ('PReLU', 42436, 0)]",PReLU,848720,0,50,38045,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:840_depth:6_arch:pyramid_base_filters:74_batch:22_input_size:36_act:selu_dropout:0.3929660404241916_dropout:False_batchnorm:False.out,0,"[('SELU', 1296, 0), ('SELU', 1296, 0), ('SELU', 1296, 0), ('SELU', 1296, 0), ('SELU', 1296, 0), ('SELU', 1296, 0)]",SELU,7776,0,22,3041,90.453125,0.8903281250000002,0.8515090909090908,0.254509090909091,0.012000000000000007,0,0,0,0,0
input_channels:1_num_classes:524_depth:25_arch:dense_base_filters:126_batch:60_input_size:122_act:gelu_dropout:0.24097420643746445_dropout:True_batchnorm:True.out,0,"[('GELU', 14884, 0), ('Dropout', 14884, 0), ('GELU', 14884, 0), ('Dropout', 14884, 0), ('GELU', 14884, 0), ('Dropout', 14884, 0), ('GELU', 14884, 0), ('Dropout', 14884, 0), ('ReLU', 14884, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0), ('GELU', 3721, 0), ('Dropout', 3721, 0)]",GELU,282796,0,60,16055,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:220_depth:10_arch:gradual_base_filters:86_batch:54_input_size:22_act:elu_dropout:0.37419768011604204_dropout:True_batchnorm:False.out,0,"[('ELU', 484, 0), ('Dropout', 484, 0), ('ELU', 484, 0), ('Dropout', 484, 0), ('ELU', 484, 0), ('Dropout', 484, 0), ('ELU', 484, 0), ('Dropout', 484, 0), ('ELU', 484, 0), ('Dropout', 484, 0), ('ELU', 484, 0), ('Dropout', 484, 0), ('ELU', 484, 0), ('Dropout', 484, 0), ('ELU', 484, 0), ('Dropout', 484, 0), ('ELU', 484, 0), ('Dropout', 484, 0), ('ELU', 484, 0), ('Dropout', 484, 0)]",ELU,9680,0,54,2463,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:208_depth:26_arch:hourglass_base_filters:81_batch:62_input_size:160_act:swish_dropout:0.2875263141183326_dropout:True_batchnorm:False.out,0,"[('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0), ('SiLU', 25600, 0), ('Dropout', 25600, 0)]",SiLU,1331200,0,62,39875,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:696_depth:21_arch:residual_base_filters:46_batch:60_input_size:176_act:softplus_dropout:0.44759412960394884_dropout:True_batchnorm:False.out,0,"[('Identity', 30976, 0), ('Softplus', 30976, 0), ('Dropout', 30976, 0), ('Softplus', 30976, 0), ('Dropout', 30976, 0), ('Identity', 7744, 0), ('Softplus', 7744, 0), ('Dropout', 7744, 0), ('Softplus', 7744, 0), ('Dropout', 7744, 0), ('Identity', 7744, 0), ('Softplus', 7744, 0), ('Dropout', 7744, 0), ('Softplus', 7744, 0), ('Dropout', 7744, 0), ('Identity', 1936, 0), ('Softplus', 1936, 0), ('Dropout', 1936, 0), ('Softplus', 1936, 0), ('Dropout', 1936, 0), ('Identity', 1936, 0), ('Softplus', 1936, 0), ('Dropout', 1936, 0), ('Softplus', 1936, 0), ('Dropout', 1936, 0), ('Identity', 484, 0), ('Softplus', 484, 0), ('Dropout', 484, 0), ('Softplus', 484, 0), ('Dropout', 484, 0), ('Identity', 484, 0), ('Softplus', 484, 0), ('Dropout', 484, 0), ('Softplus', 484, 0), ('Dropout', 484, 0), ('Identity', 121, 0), ('Softplus', 121, 0), ('Dropout', 121, 0), ('Softplus', 121, 0), ('Dropout', 121, 0), ('Identity', 121, 0), ('Softplus', 121, 0), ('Dropout', 121, 0), ('Softplus', 121, 0), ('Dropout', 121, 0), ('Identity', 36, 0), ('Softplus', 36, 0), ('Dropout', 36, 0), ('Softplus', 36, 0), ('Dropout', 36, 0)]",Softplus,257910,0,60,7393,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:117_depth:6_arch:uniform_base_filters:90_batch:42_input_size:76_act:softplus_dropout:0.40557608456188843_dropout:False_batchnorm:False.out,0,"[('Softplus', 5776, 0), ('Softplus', 5776, 0), ('Softplus', 5776, 0), ('Softplus', 5776, 0), ('Softplus', 5776, 0), ('Softplus', 5776, 0)]",Softplus,34656,0,42,3209,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:62_depth:27_arch:hourglass_base_filters:110_batch:30_input_size:152_act:gelu_dropout:0.19672866732903366_dropout:True_batchnorm:True.out,0,"[('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0), ('GELU', 23104, 0), ('Dropout', 23104, 0)]",GELU,1247616,0,30,37861,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:90_depth:26_arch:dense_base_filters:61_batch:38_input_size:20_act:prelu_dropout:0.1095213924752788_dropout:True_batchnorm:True.out,0,"[('PReLU', 400, 0), ('Dropout', 400, 0), ('PReLU', 400, 0), ('Dropout', 400, 0), ('PReLU', 400, 0), ('Dropout', 400, 0), ('PReLU', 400, 0), ('Dropout', 400, 0), ('ReLU', 400, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0), ('PReLU', 100, 0), ('Dropout', 100, 0)]",PReLU,7600,0,38,2043,39.36923076923077,0.3961538461538461,0.20135714285714287,0.06730909090909093,0.0062857142857142894,0,0,0,0,0
input_channels:3_num_classes:919_depth:22_arch:pyramid_base_filters:28_batch:34_input_size:56_act:elu_dropout:0.4834553597708333_dropout:True_batchnorm:True.out,0,"[('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0), ('ELU', 3136, 0), ('Dropout', 3136, 0)]",ELU,137984,0,34,20121,95.57142857142857,0.9257812500000001,0.9599482758620694,0.23120689655172413,0.0146923076923077,0,0,0,0,0
input_channels:3_num_classes:791_depth:10_arch:hourglass_base_filters:66_batch:44_input_size:96_act:elu_dropout:0.26834250170579155_dropout:True_batchnorm:True.out,0,"[('ELU', 9216, 0), ('Dropout', 9216, 0), ('ELU', 9216, 0), ('Dropout', 9216, 0), ('ELU', 9216, 0), ('Dropout', 9216, 0), ('ELU', 9216, 0), ('Dropout', 9216, 0), ('ELU', 9216, 0), ('Dropout', 9216, 0), ('ELU', 9216, 0), ('Dropout', 9216, 0), ('ELU', 9216, 0), ('Dropout', 9216, 0), ('ELU', 9216, 0), ('Dropout', 9216, 0), ('ELU', 9216, 0), ('Dropout', 9216, 0), ('ELU', 9216, 0), ('Dropout', 9216, 0)]",ELU,184320,0,44,30361,95.390625,0.9346615384615388,0.9628214285714288,0.26187499999999997,0.01773684210526317,0,0,0,0,0
input_channels:1_num_classes:204_depth:8_arch:gradual_base_filters:61_batch:6_input_size:148_act:softplus_dropout:0.37164570554992904_dropout:False_batchnorm:False.out,0,"[('Softplus', 21904, 0), ('Softplus', 21904, 0), ('Softplus', 21904, 0), ('Softplus', 21904, 0), ('Softplus', 21904, 0), ('Softplus', 21904, 0), ('Softplus', 21904, 0), ('Softplus', 21904, 0)]",Softplus,175232,0,6,3911,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:313_depth:12_arch:hourglass_base_filters:69_batch:36_input_size:202_act:elu_dropout:0.4929905710845056_dropout:False_batchnorm:True.out,0,"[('ELU', 40804, 0), ('ELU', 40804, 0), ('ELU', 40804, 0), ('ELU', 40804, 0), ('ELU', 40804, 0), ('ELU', 40804, 0), ('ELU', 40804, 0), ('ELU', 40804, 0), ('ELU', 40804, 0), ('ELU', 40804, 0), ('ELU', 40804, 0), ('ELU', 40804, 0)]",ELU,489648,0,36,37867,40.0,0.14233333333333334,0.068,0.036,0.0395,0,0,0,0,0
input_channels:3_num_classes:476_depth:1_arch:hourglass_base_filters:94_batch:20_input_size:118_act:prelu_dropout:0.4976764538806615_dropout:False_batchnorm:False.out,0,"[('PReLU', 13924, 0)]",PReLU,13924,0,20,2201,36.476190476190474,0.32269230769230767,0.29580357142857144,0.21657142857142855,0.044649122807017536,0,0,0,0,0
input_channels:3_num_classes:186_depth:9_arch:uniform_base_filters:35_batch:2_input_size:178_act:relu_dropout:0.229215997093005_dropout:False_batchnorm:False.out,0,"[('ReLU', 31684, 0), ('ReLU', 31684, 0), ('ReLU', 31684, 0), ('ReLU', 31684, 0), ('ReLU', 31684, 0), ('ReLU', 31684, 0), ('ReLU', 31684, 0), ('ReLU', 31684, 0), ('ReLU', 31684, 0)]",ReLU,285156,0,2,1843,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:464_depth:13_arch:dense_base_filters:122_batch:42_input_size:132_act:selu_dropout:0.1632770865763225_dropout:True_batchnorm:False.out,0,"[('SELU', 17424, 0), ('Dropout', 17424, 0), ('SELU', 17424, 0), ('Dropout', 17424, 0), ('SELU', 17424, 0), ('Dropout', 17424, 0), ('SELU', 17424, 0), ('Dropout', 17424, 0), ('ReLU', 17424, 0), ('SELU', 4356, 0), ('Dropout', 4356, 0), ('SELU', 4356, 0), ('Dropout', 4356, 0), ('SELU', 4356, 0), ('Dropout', 4356, 0), ('SELU', 4356, 0), ('Dropout', 4356, 0), ('SELU', 4356, 0), ('Dropout', 4356, 0), ('SELU', 4356, 0), ('Dropout', 4356, 0), ('SELU', 4356, 0), ('Dropout', 4356, 0), ('SELU', 4356, 0), ('Dropout', 4356, 0)]",SELU,226512,0,42,6683,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:543_depth:24_arch:uniform_base_filters:115_batch:6_input_size:168_act:softplus_dropout:0.37527497047970904_dropout:True_batchnorm:True.out,0,"[('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0), ('Softplus', 28224, 0), ('Dropout', 28224, 0)]",Softplus,1354752,0,6,9705,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:787_depth:6_arch:bottleneck_base_filters:22_batch:22_input_size:100_act:softplus_dropout:0.11973899218918063_dropout:False_batchnorm:True.out,0,"[('Softplus', 10000, 0), ('Softplus', 10000, 0), ('Softplus', 10000, 0), ('Softplus', 10000, 0), ('Softplus', 10000, 0), ('Softplus', 10000, 0)]",Softplus,60000,0,22,7665,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:61_depth:27_arch:dense_base_filters:67_batch:56_input_size:86_act:elu_dropout:0.32543640163756493_dropout:False_batchnorm:False.out,0,"[('ELU', 7396, 0), ('ELU', 7396, 0), ('ELU', 7396, 0), ('ELU', 7396, 0), ('ReLU', 7396, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0), ('ELU', 1849, 0)]",ELU,73960,0,56,7841,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:61_depth:9_arch:dense_base_filters:90_batch:54_input_size:104_act:gelu_dropout:0.3082159729117378_dropout:True_batchnorm:True.out,0,"[('GELU', 10816, 0), ('Dropout', 10816, 0), ('GELU', 10816, 0), ('Dropout', 10816, 0), ('GELU', 10816, 0), ('Dropout', 10816, 0), ('GELU', 10816, 0), ('Dropout', 10816, 0), ('ReLU', 10816, 0), ('GELU', 2704, 0), ('Dropout', 2704, 0), ('GELU', 2704, 0), ('Dropout', 2704, 0), ('GELU', 2704, 0), ('Dropout', 2704, 0), ('GELU', 2704, 0), ('Dropout', 2704, 0)]",GELU,118976,0,54,5455,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:273_depth:21_arch:gradual_base_filters:94_batch:4_input_size:126_act:tanh_dropout:0.25122313648211103_dropout:False_batchnorm:False.out,0,"[('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0), ('Tanh', 15876, 0)]",Tanh,333396,0,4,4071,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:948_depth:28_arch:dense_base_filters:89_batch:16_input_size:50_act:tanh_dropout:0.26409647167184447_dropout:False_batchnorm:True.out,0,"[('Tanh', 2500, 0), ('Tanh', 2500, 0), ('Tanh', 2500, 0), ('Tanh', 2500, 0), ('ReLU', 2500, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('Tanh', 625, 0), ('ReLU', 625, 0), ('Tanh', 144, 0), ('Tanh', 144, 0), ('Tanh', 144, 0), ('Tanh', 144, 0)]",Tanh,26201,0,16,2487,74.046875,0.6976307692307692,0.4864912280701754,0.19885964912280696,0.029259259259259252,0,0,0,0,0
input_channels:3_num_classes:503_depth:6_arch:pyramid_base_filters:60_batch:42_input_size:158_act:tanh_dropout:0.26256917925093576_dropout:False_batchnorm:False.out,0,"[('Tanh', 24964, 0), ('Tanh', 24964, 0), ('Tanh', 24964, 0), ('Tanh', 24964, 0), ('Tanh', 24964, 0), ('Tanh', 24964, 0)]",Tanh,149784,0,42,39533,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:637_depth:19_arch:bottleneck_base_filters:50_batch:62_input_size:46_act:prelu_dropout:0.44622510323686193_dropout:False_batchnorm:False.out,0,"[('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0)]",PReLU,40204,0,62,20659,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:719_depth:13_arch:pyramid_base_filters:17_batch:42_input_size:168_act:gelu_dropout:0.43629902333548687_dropout:True_batchnorm:True.out,0,"[('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0), ('GELU', 28224, 0), ('Dropout', 28224, 0)]",GELU,733824,0,42,37061,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:984_depth:5_arch:dense_base_filters:70_batch:58_input_size:62_act:prelu_dropout:0.3319989428329623_dropout:True_batchnorm:True.out,0,"[('PReLU', 3844, 0), ('Dropout', 3844, 0), ('PReLU', 3844, 0), ('Dropout', 3844, 0), ('PReLU', 3844, 0), ('Dropout', 3844, 0), ('PReLU', 3844, 0), ('Dropout', 3844, 0)]",PReLU,30752,0,58,2761,67.828125,0.6466718750000001,0.4898545454545457,0.2595090909090909,0.09220370370370372,0,0,0,0,0
input_channels:3_num_classes:440_depth:26_arch:pyramid_base_filters:17_batch:54_input_size:94_act:tanh_dropout:0.1228383805623846_dropout:False_batchnorm:True.out,0,"[('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0), ('Tanh', 8836, 0)]",Tanh,229736,0,54,39309,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:410_depth:18_arch:uniform_base_filters:52_batch:34_input_size:130_act:leaky_relu_dropout:0.153340238559773_dropout:False_batchnorm:True.out,0,"[('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0), ('LeakyReLU', 16900, 0)]",LeakyReLU,304200,0,34,9035,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:457_depth:24_arch:gradual_base_filters:88_batch:36_input_size:192_act:elu_dropout:0.37709114639711994_dropout:True_batchnorm:True.out,0,"[('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0), ('ELU', 36864, 0), ('Dropout', 36864, 0)]",ELU,1769472,0,36,39567,14.0,0.07866666666666668,0.08325,0.04933333333333333,0.015,0,0,0,0,0
