Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Batch Normalization Layers,Dropout Layers,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A
input:1681_output:249_depth:3_arch:bottleneck_batch:56_act:elu_dropout:0.140181269973025_dropout:False_batchnorm:True.out,5,"[(840, 1412880), (840, 1680), (840, 0), (420, 353220), (420, 840), (420, 0), (249, 104829), (249, 498), (249, 0), (249, 62250), (249, 498), (249, 0), (249, 62250), (249, 0)]",ELU,5772,1998945,56,4,0,1495,38.41935483870968,0.36753225806451617,0.09488235294117651,0.016176470588235306,0.02735849056603773
input:2423_output:532_depth:5_arch:gradual_batch:166_act:selu_dropout:0.1655018135581653_dropout:False_batchnorm:True.out,6,"[(2045, 4957080), (2045, 4090), (2045, 0), (1667, 3410682), (1667, 3334), (1667, 0), (1289, 2150052), (1289, 2578), (1289, 0), (911, 1175190), (911, 1822), (911, 0), (533, 486096), (533, 1066), (533, 0), (532, 284088), (532, 0)]",SELU,20399,12476078,166,5,0,1731,52.225806451612904,0.48561904761904745,0.3954259259259259,0.1142777777777778,0.1649245283018869
input:1594_output:204_depth:5_arch:pyramid_batch:362_act:elu_dropout:0.24165107893217752_dropout:False_batchnorm:True.out,6,"[(797, 1271215), (797, 1594), (797, 0), (398, 317604), (398, 796), (398, 0), (204, 81396), (204, 408), (204, 0), (204, 41820), (204, 408), (204, 0), (204, 41820), (204, 408), (204, 0), (204, 41820), (204, 0)]",ELU,5829,1799289,362,5,0,1499,37.34920634920635,0.33417741935483886,0.15187499999999998,0.029178571428571432,0.07316666666666666
input:119_output:13_depth:3_arch:uniform_batch:118_act:gelu_dropout:0.20450999244381865_dropout:False_batchnorm:True.out,4,"[(119, 14280), (119, 238), (119, 0), (119, 14280), (119, 238), (119, 0), (119, 14280), (119, 238), (119, 0), (13, 1560), (13, 0)]",GELU,1097,45114,118,3,0,1453,26.903225806451612,0.259063492063492,0.012000000000000007,0.0010000000000000007,0.0019811320754716997
input:1552_output:352_depth:9_arch:bottleneck_batch:333_act:relu_dropout:0.4826862444326372_dropout:True_batchnorm:False.out,11,"[(776, 1205128), (776, 0), (776, 0), (388, 301476), (388, 0), (388, 0), (352, 136928), (352, 0), (352, 0), (352, 124256), (352, 0), (352, 0), (352, 124256), (352, 0), (352, 0), (352, 124256), (352, 0), (352, 0), (352, 124256), (352, 0), (352, 0), (352, 124256), (352, 0), (352, 0), (352, 124256), (352, 0), (352, 0), (352, 124256), (352, 0), (352, 0), (352, 124256), (352, 0)]",ReLU,12644,2637580,333,0,10,1517,37.82539682539682,0.3522419354838709,0.18526923076923085,0.029807692307692316,0.08218518518518518
input:1585_output:39_depth:1_arch:bottleneck_batch:394_act:prelu_dropout:0.34835004566832245_dropout:False_batchnorm:True.out,3,"[(792, 1256112), (792, 1584), (792, 0), (396, 314028), (396, 792), (396, 0), (39, 15483), (39, 0)]",PReLU,3642,1587999,394,2,0,1495,31.774193548387096,0.2742380952380952,0.13298076923076924,0.030673076923076945,0.07831372549019608
input:2183_output:542_depth:7_arch:pyramid_batch:909_act:softplus_dropout:0.29284227198680385_dropout:False_batchnorm:True.out,8,"[(1091, 2382744), (1091, 2182), (1091, 0), (545, 595140), (545, 1090), (545, 0), (542, 295932), (542, 1084), (542, 0), (542, 294306), (542, 1084), (542, 0), (542, 294306), (542, 1084), (542, 0), (542, 294306), (542, 1084), (542, 0), (542, 294306), (542, 1084), (542, 0), (542, 294306), (542, 0)]",Softplus,14122,4754038,909,7,0,1613,35.333333333333336,0.31280645161290316,0.2253272727272728,0.0482909090909091,0.1568727272727273
input:730_output:107_depth:8_arch:bottleneck_batch:894_act:prelu_dropout:0.33683140702147_dropout:False_batchnorm:False.out,10,"[(365, 266815), (365, 0), (182, 66612), (182, 0), (107, 19581), (107, 0), (107, 11556), (107, 0), (107, 11556), (107, 0), (107, 11556), (107, 0), (107, 11556), (107, 0), (107, 11556), (107, 0), (107, 11556), (107, 0), (107, 11556), (107, 0)]",PReLU,2806,433900,894,0,0,1483,21.634920634920636,0.20214285714285724,0.07309433962264152,0.010037735849056609,0.027377358490566044
input:2343_output:32_depth:6_arch:bottleneck_batch:670_act:softplus_dropout:0.23461768602908137_dropout:False_batchnorm:True.out,8,"[(1171, 2744824), (1171, 2342), (1171, 0), (585, 685620), (585, 1170), (585, 0), (292, 171112), (292, 584), (292, 0), (146, 42778), (146, 292), (146, 0), (73, 10731), (73, 146), (73, 0), (36, 2664), (36, 72), (36, 0), (32, 1184), (32, 64), (32, 0), (32, 1056), (32, 0)]",Softplus,7069,3664639,670,7,0,1547,34.95161290322581,0.30536507936507934,0.1828703703703704,0.038777777777777765,0.125
input:162_output:32_depth:5_arch:uniform_batch:344_act:softplus_dropout:0.2584173643998223_dropout:False_batchnorm:True.out,6,"[(162, 26406), (162, 324), (162, 0), (162, 26406), (162, 324), (162, 0), (162, 26406), (162, 324), (162, 0), (162, 26406), (162, 324), (162, 0), (162, 26406), (162, 324), (162, 0), (32, 5216), (32, 0)]",Softplus,2494,138866,344,5,0,1457,23.919354838709676,0.23228571428571432,0.053576923076923105,0.005384615384615387,0.012461538461538468
input:1375_output:35_depth:7_arch:pyramid_batch:680_act:selu_dropout:0.3316217602939532_dropout:True_batchnorm:False.out,8,"[(687, 945312), (687, 0), (687, 0), (343, 235984), (343, 0), (343, 0), (171, 58824), (171, 0), (171, 0), (85, 14620), (85, 0), (85, 0), (42, 3612), (42, 0), (42, 0), (35, 1505), (35, 0), (35, 0), (35, 1260), (35, 0), (35, 0), (35, 1260), (35, 0)]",SELU,4264,1262377,680,0,7,1501,28.822580645161292,0.2569032258064516,0.11503846153846156,0.022826923076923085,0.0636415094339623
input:716_output:109_depth:3_arch:uniform_batch:488_act:selu_dropout:0.45142794536029807_dropout:True_batchnorm:False.out,4,"[(716, 513372), (716, 0), (716, 0), (716, 513372), (716, 0), (716, 0), (716, 513372), (716, 0), (716, 0), (109, 78153), (109, 0)]",SELU,6662,1618269,488,0,3,1497,31.79032258064516,0.29348387096774187,0.17049999999999998,0.04062962962962963,0.10529090909090918
input:1208_output:95_depth:10_arch:pyramid_batch:603_act:softplus_dropout:0.25001685689822883_dropout:False_batchnorm:False.out,11,"[(604, 730236), (604, 0), (302, 182710), (302, 0), (151, 45753), (151, 0), (95, 14440), (95, 0), (95, 9120), (95, 0), (95, 9120), (95, 0), (95, 9120), (95, 0), (95, 9120), (95, 0), (95, 9120), (95, 0), (95, 9120), (95, 0), (95, 9120), (95, 0)]",Softplus,3634,1036979,603,0,0,1481,27.161290322580644,0.24329032258064517,0.10915384615384616,0.014653846153846165,0.05225000000000001
input:731_output:9_depth:2_arch:uniform_batch:578_act:elu_dropout:0.41505597143443695_dropout:False_batchnorm:True.out,3,"[(731, 535092), (731, 1462), (731, 0), (731, 535092), (731, 1462), (731, 0), (9, 6588), (9, 0)]",ELU,4404,1079696,578,2,0,1493,25.112903225806452,0.22649206349206347,0.10832075471698113,0.02415094339622642,0.0678269230769231
input:1162_output:270_depth:5_arch:pyramid_batch:885_act:selu_dropout:0.42658392214294594_dropout:False_batchnorm:True.out,6,"[(581, 675703), (581, 1162), (581, 0), (290, 168780), (290, 580), (290, 0), (270, 78570), (270, 540), (270, 0), (270, 73170), (270, 540), (270, 0), (270, 73170), (270, 540), (270, 0), (270, 73170), (270, 0)]",SELU,5583,1145925,885,5,0,1493,26.24590163934426,0.23104838709677417,0.1136538461538461,0.020019230769230775,0.06811538461538463
input:3161_output:10_depth:4_arch:uniform_batch:506_act:relu_dropout:0.10574663670240421_dropout:False_batchnorm:False.out,5,"[(3161, 9995082), (3161, 0), (3161, 9995082), (3161, 0), (3161, 9995082), (3161, 0), (3161, 9995082), (3161, 0), (10, 31620), (10, 0)]",ReLU,25308,40011948,506,0,0,2315,63.75,0.6175079365079366,0.6050344827586206,0.25843859649122797,0.41720689655172416
input:3775_output:762_depth:4_arch:gradual_batch:8_act:elu_dropout:0.4929905710845056_dropout:False_batchnorm:True.out,5,"[(3022, 11411072), (3022, 6044), (3022, 0), (2269, 6859187), (2269, 4538), (2269, 0), (1516, 3441320), (1516, 3032), (1516, 0), (763, 1157471), (763, 1526), (763, 0), (762, 582168), (762, 0)]",ELU,24234,23466358,8,4,0,1929,57.84375,0.5843548387096774,0.43558928571428585,0.24036363636363628,0.05332727272727269
input:1894_output:427_depth:10_arch:gradual_batch:195_act:mish_dropout:0.13628944555909947_dropout:False_batchnorm:False.out,11,"[(1748, 3312460), (1748, 0), (1602, 2801898), (1602, 0), (1456, 2333968), (1456, 0), (1310, 1908670), (1310, 0), (1164, 1526004), (1164, 0), (1018, 1185970), (1018, 0), (872, 888568), (872, 0), (726, 633798), (726, 0), (580, 421660), (580, 0), (434, 252154), (434, 0), (427, 185745), (427, 0)]",Mish,22674,15450895,195,0,0,1779,58.1875,0.5564126984126984,0.4730181818181818,0.1470727272727273,0.22648214285714288
input:2946_output:357_depth:7_arch:uniform_batch:1015_act:identity_dropout:0.45348645207432803_dropout:False_batchnorm:False.out,8,"[(2946, 8681862), (2946, 0), (2946, 8681862), (2946, 0), (2946, 8681862), (2946, 0), (2946, 8681862), (2946, 0), (2946, 8681862), (2946, 0), (2946, 8681862), (2946, 0), (2946, 8681862), (2946, 0), (357, 1052079), (357, 0)]",Identity,41958,61825113,1015,0,0,2773,71.04761904761905,0.6849047619047618,0.6562962962962966,0.18190740740740738,0.5206981132075473
input:4036_output:835_depth:7_arch:pyramid_batch:474_act:tanh_dropout:0.39239171520119287_dropout:False_batchnorm:True.out,8,"[(2018, 8146666), (2018, 4036), (2018, 0), (1009, 2037171), (1009, 2018), (1009, 0), (835, 843350), (835, 1670), (835, 0), (835, 698060), (835, 1670), (835, 0), (835, 698060), (835, 1670), (835, 0), (835, 698060), (835, 1670), (835, 0), (835, 698060), (835, 1670), (835, 0), (835, 698060), (835, 0)]",Tanh,23276,14531891,474,7,0,1785,45.53968253968254,0.41112903225806463,0.3439074074074074,0.11045283018867927,0.20898245614035085
input:4061_output:450_depth:8_arch:gradual_batch:390_act:identity_dropout:0.337943215839118_dropout:True_batchnorm:False.out,9,"[(3610, 14663820), (3610, 0), (3610, 0), (3159, 11407149), (3159, 0), (3159, 0), (2708, 8557280), (2708, 0), (2708, 0), (2257, 6114213), (2257, 0), (2257, 0), (1806, 4077948), (1806, 0), (1806, 0), (1355, 2448485), (1355, 0), (1355, 0), (904, 1225824), (904, 0), (904, 0), (453, 409965), (453, 0), (453, 0), (450, 204300), (450, 0)]",Identity,49656,49108984,390,0,8,2451,70.51612903225806,0.6710967741935484,0.6293818181818179,0.24950000000000008,0.40651785714285726
input:243_output:41_depth:3_arch:bottleneck_batch:49_act:tanh_dropout:0.25346854788812967_dropout:True_batchnorm:False.out,5,"[(121, 29524), (121, 0), (121, 0), (60, 7320), (60, 0), (60, 0), (41, 2501), (41, 0), (41, 0), (41, 1722), (41, 0), (41, 0), (41, 1722), (41, 0)]",Tanh,871,42789,49,0,4,1451,31.603174603174605,0.310952380952381,0.010923076923076928,0.0010000000000000007,0.0010000000000000007
input:3756_output:835_depth:8_arch:uniform_batch:893_act:swish_dropout:0.21876314864445623_dropout:False_batchnorm:True.out,9,"[(3756, 14111292), (3756, 7512), (3756, 0), (3756, 14111292), (3756, 7512), (3756, 0), (3756, 14111292), (3756, 7512), (3756, 0), (3756, 14111292), (3756, 7512), (3756, 0), (3756, 14111292), (3756, 7512), (3756, 0), (3756, 14111292), (3756, 7512), (3756, 0), (3756, 14111292), (3756, 7512), (3756, 0), (3756, 14111292), (3756, 7512), (3756, 0), (835, 3137095), (835, 0)]",SiLU,91814,116087527,893,8,0,4021,80.0,0.7836612903225807,0.7835178571428572,0.2594464285714286,0.6020892857142855
input:2527_output:116_depth:9_arch:bottleneck_batch:313_act:gelu_dropout:0.24312283845484361_dropout:False_batchnorm:True.out,11,"[(1263, 3192864), (1263, 2526), (1263, 0), (631, 797584), (631, 1262), (631, 0), (315, 199080), (315, 630), (315, 0), (157, 49612), (157, 314), (157, 0), (116, 18328), (116, 232), (116, 0), (116, 13572), (116, 232), (116, 0), (116, 13572), (116, 232), (116, 0), (116, 13572), (116, 232), (116, 0), (116, 13572), (116, 232), (116, 0), (116, 13572), (116, 232), (116, 0), (116, 13572), (116, 0)]",GELU,9418,4345024,313,10,0,1553,37.66129032258065,0.34411290322580645,0.16338181818181816,0.028381818181818164,0.08585454545454549
input:893_output:213_depth:3_arch:pyramid_batch:933_act:leaky_relu_dropout:0.12380900931567883_dropout:True_batchnorm:True.out,4,"[(446, 398724), (446, 892), (446, 0), (446, 0), (223, 99681), (223, 446), (223, 0), (223, 0), (213, 47712), (213, 426), (213, 0), (213, 0), (213, 45582), (213, 0)]",LeakyReLU,3954,593463,933,3,3,1483,19.444444444444443,0.16682258064516128,0.06979629629629631,0.01387037037037038,0.03318518518518518
input:2687_output:233_depth:5_arch:gradual_batch:697_act:swish_dropout:0.16397353111433655_dropout:True_batchnorm:True.out,6,"[(2197, 5905536), (2197, 4394), (2197, 0), (2197, 0), (1707, 3751986), (1707, 3414), (1707, 0), (1707, 0), (1217, 2078636), (1217, 2434), (1217, 0), (1217, 0), (727, 885486), (727, 1454), (727, 0), (727, 0), (237, 172536), (237, 474), (237, 0), (237, 0), (233, 55454), (233, 0)]",SiLU,24806,12861804,697,5,5,1753,41.096774193548384,0.3615873015873017,0.3408245614035088,0.09407017543859653,0.2142280701754385
input:2042_output:143_depth:10_arch:uniform_batch:663_act:softplus_dropout:0.13401887038410615_dropout:False_batchnorm:False.out,11,"[(2042, 4171806), (2042, 0), (2042, 4171806), (2042, 0), (2042, 4171806), (2042, 0), (2042, 4171806), (2042, 0), (2042, 4171806), (2042, 0), (2042, 4171806), (2042, 0), (2042, 4171806), (2042, 0), (2042, 4171806), (2042, 0), (2042, 4171806), (2042, 0), (2042, 4171806), (2042, 0), (143, 292149), (143, 0)]",Softplus,41126,42010209,663,0,0,2317,67.65079365079364,0.6768524590163936,0.6253076923076926,0.21186538461538457,0.45215094339622647
input:1595_output:365_depth:2_arch:gradual_batch:611_act:identity_dropout:0.4878432823685065_dropout:True_batchnorm:True.out,3,"[(980, 1564080), (980, 1960), (980, 0), (980, 0), (365, 358065), (365, 730), (365, 0), (365, 0), (365, 133590), (365, 0)]",Identity,6110,2058425,611,2,2,1499,27.650793650793652,0.2527580645161291,0.16009259259259256,0.029518518518518513,0.10336538461538468
input:3553_output:725_depth:3_arch:gradual_batch:132_act:tanh_dropout:0.4900448504915781_dropout:False_batchnorm:False.out,4,"[(2611, 9279494), (2611, 0), (1669, 4359428), (1669, 0), (727, 1214090), (727, 0), (725, 527800), (725, 0)]",Tanh,11464,15380812,132,0,0,1765,57.507936507936506,0.5429838709677421,0.47723214285714294,0.17103571428571432,0.1879464285714285
input:1341_output:299_depth:3_arch:gradual_batch:759_act:tanh_dropout:0.3961548947896737_dropout:False_batchnorm:True.out,4,"[(994, 1333948), (994, 1988), (994, 0), (647, 643765), (647, 1294), (647, 0), (300, 194400), (300, 600), (300, 0), (299, 89999), (299, 0)]",Tanh,6421,2265994,759,3,0,1523,30.557377049180328,0.26726984126984127,0.1740566037735849,0.03522641509433964,0.11554716981132078
input:768_output:115_depth:9_arch:gradual_batch:691_act:prelu_dropout:0.27057125311984387_dropout:True_batchnorm:True.out,10,"[(696, 535224), (696, 1392), (696, 0), (696, 0), (624, 434928), (624, 1248), (624, 0), (624, 0), (552, 345000), (552, 1104), (552, 0), (552, 0), (480, 265440), (480, 960), (480, 0), (480, 0), (408, 196248), (408, 816), (408, 0), (408, 0), (336, 137424), (336, 672), (336, 0), (336, 0), (264, 88968), (264, 528), (264, 0), (264, 0), (192, 50880), (192, 384), (192, 0), (192, 0), (120, 23160), (120, 240), (120, 0), (120, 0), (115, 13915), (115, 0)]",PReLU,14918,2098531,691,9,9,1531,35.03174603174603,0.33382258064516135,0.16022641509433957,0.03281132075471698,0.08690384615384614
input:2348_output:347_depth:6_arch:pyramid_batch:827_act:relu_dropout:0.3080857537110578_dropout:False_batchnorm:True.out,7,"[(1174, 2757726), (1174, 2348), (1174, 0), (587, 689725), (587, 1174), (587, 0), (347, 204036), (347, 694), (347, 0), (347, 120756), (347, 694), (347, 0), (347, 120756), (347, 694), (347, 0), (347, 120756), (347, 694), (347, 0), (347, 120756), (347, 0)]",ReLU,10141,4140809,827,6,0,1565,35.904761904761905,0.31803174603174617,0.2266851851851852,0.048499999999999995,0.15490740740740738
input:2967_output:464_depth:4_arch:bottleneck_batch:177_act:softplus_dropout:0.19516279714040796_dropout:False_batchnorm:False.out,6,"[(1483, 4401544), (1483, 0), (741, 1099644), (741, 0), (464, 344288), (464, 0), (464, 215760), (464, 0), (464, 215760), (464, 0), (464, 215760), (464, 0)]",Softplus,8160,6492756,177,0,0,1597,37.76190476190476,0.3391290322580646,0.25505357142857144,0.0495714285714286,0.09966101694915254
input:3421_output:285_depth:3_arch:gradual_batch:505_act:leaky_relu_dropout:0.42352584594055054_dropout:False_batchnorm:False.out,4,"[(2376, 8130672), (2376, 0), (1331, 3163787), (1331, 0), (286, 380952), (286, 0), (285, 81795), (285, 0)]",LeakyReLU,8556,11757206,505,0,0,1711,39.70967741935484,0.3425645161290322,0.31489090909090917,0.0932363636363637,0.18874999999999997
input:1721_output:93_depth:8_arch:bottleneck_batch:292_act:gelu_dropout:0.4227624932087656_dropout:False_batchnorm:True.out,10,"[(860, 1480920), (860, 1720), (860, 0), (430, 370230), (430, 860), (430, 0), (215, 92665), (215, 430), (215, 0), (107, 23112), (107, 214), (107, 0), (93, 10044), (93, 186), (93, 0), (93, 8742), (93, 186), (93, 0), (93, 8742), (93, 186), (93, 0), (93, 8742), (93, 186), (93, 0), (93, 8742), (93, 186), (93, 0), (93, 8742), (93, 0)]",GELU,6417,2024835,292,9,0,1501,37.301587301587304,0.3490476190476191,0.11229629629629637,0.015870370370370382,0.05630909090909089
input:45_output:7_depth:5_arch:pyramid_batch:360_act:elu_dropout:0.3944246215603483_dropout:True_batchnorm:False.out,6,"[(22, 1012), (22, 0), (22, 0), (11, 253), (11, 0), (11, 0), (7, 84), (7, 0), (7, 0), (7, 56), (7, 0), (7, 0), (7, 56), (7, 0), (7, 0), (7, 56), (7, 0)]",ELU,176,1517,360,0,5,1451,19.253968253968253,0.18796825396825395,0.004181818181818185,0.0010000000000000007,0.0010000000000000007
input:3907_output:702_depth:1_arch:gradual_batch:437_act:elu_dropout:0.19543696752687678_dropout:True_batchnorm:True.out,2,"[(702, 2743416), (702, 1404), (702, 0), (702, 0), (702, 493506), (702, 0)]",ELU,4212,3238326,437,1,1,1533,32.96825396825397,0.2551587301587301,0.17667924528301882,0.037245283018867904,0.11467924528301886
input:1970_output:149_depth:7_arch:bottleneck_batch:6_act:mish_dropout:0.3981317037998414_dropout:True_batchnorm:False.out,9,"[(985, 1941435), (985, 0), (985, 0), (492, 485112), (492, 0), (492, 0), (246, 121278), (246, 0), (246, 0), (149, 36803), (149, 0), (149, 0), (149, 22350), (149, 0), (149, 0), (149, 22350), (149, 0), (149, 0), (149, 22350), (149, 0), (149, 0), (149, 22350), (149, 0), (149, 0), (149, 22350), (149, 0)]",Mish,7702,2696378,6,0,8,1515,37.492063492063494,0.3718064516129031,0.0738235294117647,0.014019607843137265,0.013545454545454555
input:915_output:188_depth:9_arch:uniform_batch:907_act:softplus_dropout:0.25898206039775173_dropout:False_batchnorm:False.out,10,"[(915, 838140), (915, 0), (915, 838140), (915, 0), (915, 838140), (915, 0), (915, 838140), (915, 0), (915, 838140), (915, 0), (915, 838140), (915, 0), (915, 838140), (915, 0), (915, 838140), (915, 0), (915, 838140), (915, 0), (188, 172208), (188, 0)]",Softplus,16846,7715468,907,0,0,1657,36.46774193548387,0.34396774193548374,0.3101785714285715,0.09417857142857143,0.20900000000000002
input:355_output:67_depth:7_arch:bottleneck_batch:790_act:elu_dropout:0.17472885514254824_dropout:True_batchnorm:True.out,9,"[(177, 63012), (177, 354), (177, 0), (177, 0), (88, 15664), (88, 176), (88, 0), (88, 0), (67, 5963), (67, 134), (67, 0), (67, 0), (67, 4556), (67, 134), (67, 0), (67, 0), (67, 4556), (67, 134), (67, 0), (67, 0), (67, 4556), (67, 134), (67, 0), (67, 0), (67, 4556), (67, 134), (67, 0), (67, 0), (67, 4556), (67, 134), (67, 0), (67, 0), (67, 4556), (67, 0)]",ELU,2802,113309,790,8,8,1459,24.746031746031747,0.23377777777777775,0.047307692307692314,0.005423076923076925,0.009528301886792457
input:281_output:39_depth:5_arch:pyramid_batch:923_act:selu_dropout:0.21078162988282081_dropout:True_batchnorm:True.out,6,"[(140, 39480), (140, 280), (140, 0), (140, 0), (70, 9870), (70, 140), (70, 0), (70, 0), (39, 2769), (39, 78), (39, 0), (39, 0), (39, 1560), (39, 78), (39, 0), (39, 0), (39, 1560), (39, 78), (39, 0), (39, 0), (39, 1560), (39, 0)]",SELU,1386,57453,923,5,5,1457,16.174603174603174,0.15304761904761904,0.02721428571428571,0.0032500000000000025,0.005450980392156865
input:2691_output:670_depth:1_arch:uniform_batch:390_act:swish_dropout:0.18887844750883853_dropout:True_batchnorm:False.out,2,"[(2691, 7244172), (2691, 0), (2691, 0), (670, 1803640), (670, 0)]",SiLU,9413,9047812,390,0,1,1655,36.492063492063494,0.32303174603174606,0.29280701754385957,0.08026315789473686,0.16441071428571422
input:3132_output:214_depth:2_arch:pyramid_batch:22_act:prelu_dropout:0.13430875730032274_dropout:True_batchnorm:False.out,3,"[(1566, 4906278), (1566, 0), (1566, 0), (783, 1226961), (783, 0), (783, 0), (214, 167776), (214, 0)]",PReLU,7475,6301015,22,0,2,1595,38.666666666666664,0.36836507936507956,0.23385964912280705,0.0503859649122807,0.03629090909090911
input:1316_output:291_depth:5_arch:pyramid_batch:512_act:prelu_dropout:0.19462364983348568_dropout:True_batchnorm:True.out,6,"[(658, 866586), (658, 1316), (658, 0), (658, 0), (329, 216811), (329, 658), (329, 0), (329, 0), (291, 96030), (291, 582), (291, 0), (291, 0), (291, 84972), (291, 582), (291, 0), (291, 0), (291, 84972), (291, 582), (291, 0), (291, 0), (291, 84972), (291, 0)]",PReLU,8022,1438063,512,5,5,1489,33.645161290322584,0.31417741935483856,0.14579245283018866,0.027792452830188673,0.07467924528301888
input:946_output:209_depth:5_arch:uniform_batch:1009_act:elu_dropout:0.4199588830204527_dropout:True_batchnorm:False.out,6,"[(946, 895862), (946, 0), (946, 0), (946, 895862), (946, 0), (946, 0), (946, 895862), (946, 0), (946, 0), (946, 895862), (946, 0), (946, 0), (946, 895862), (946, 0), (946, 0), (209, 197923), (209, 0)]",ELU,14608,4677233,1009,0,5,1581,35.19047619047619,0.3276935483870968,0.2775740740740741,0.0642777777777778,0.2058076923076923
input:140_output:23_depth:9_arch:pyramid_batch:161_act:swish_dropout:0.4125806213428789_dropout:True_batchnorm:True.out,10,"[(70, 9870), (70, 140), (70, 0), (70, 0), (35, 2485), (35, 70), (35, 0), (35, 0), (23, 828), (23, 46), (23, 0), (23, 0), (23, 552), (23, 46), (23, 0), (23, 0), (23, 552), (23, 46), (23, 0), (23, 0), (23, 552), (23, 46), (23, 0), (23, 0), (23, 552), (23, 46), (23, 0), (23, 0), (23, 552), (23, 46), (23, 0), (23, 0), (23, 552), (23, 46), (23, 0), (23, 0), (23, 552), (23, 0)]",SiLU,1110,17579,161,9,9,1451,33.01639344262295,0.31887096774193546,0.010962962962962968,0.0010000000000000007,0.0010000000000000007
input:3203_output:90_depth:1_arch:gradual_batch:862_act:mish_dropout:0.13788908089200147_dropout:False_batchnorm:False.out,2,"[(90, 288360), (90, 0), (90, 8190), (90, 0)]",Mish,360,296550,862,0,0,1473,12.859375,0.07880952380952377,0.03145283018867925,0.00556603773584906,0.013283018867924538
input:337_output:71_depth:9_arch:bottleneck_batch:362_act:gelu_dropout:0.4089901336928533_dropout:False_batchnorm:True.out,11,"[(168, 56784), (168, 336), (168, 0), (84, 14196), (84, 168), (84, 0), (71, 6035), (71, 142), (71, 0), (71, 5112), (71, 142), (71, 0), (71, 5112), (71, 142), (71, 0), (71, 5112), (71, 142), (71, 0), (71, 5112), (71, 142), (71, 0), (71, 5112), (71, 142), (71, 0), (71, 5112), (71, 142), (71, 0), (71, 5112), (71, 142), (71, 0), (71, 5112), (71, 0)]",GELU,2602,119551,362,10,0,1457,31.20967741935484,0.29988709677419345,0.03379245283018866,0.003000000000000002,0.007722222222222228
input:2263_output:95_depth:6_arch:pyramid_batch:951_act:relu_dropout:0.47580839586300416_dropout:False_batchnorm:False.out,7,"[(1131, 2560584), (1131, 0), (565, 639580), (565, 0), (282, 159612), (282, 0), (141, 39903), (141, 0), (95, 13490), (95, 0), (95, 9120), (95, 0), (95, 9120), (95, 0)]",ReLU,4808,3431409,951,0,0,1537,30.19047619047619,0.2540312500000001,0.1932982456140351,0.04070175438596492,0.1387857142857143
input:2252_output:155_depth:5_arch:uniform_batch:953_act:selu_dropout:0.11207660726670526_dropout:True_batchnorm:True.out,6,"[(2252, 5073756), (2252, 4504), (2252, 0), (2252, 0), (2252, 5073756), (2252, 4504), (2252, 0), (2252, 0), (2252, 5073756), (2252, 4504), (2252, 0), (2252, 0), (2252, 5073756), (2252, 4504), (2252, 0), (2252, 0), (2252, 5073756), (2252, 4504), (2252, 0), (2252, 0), (155, 349215), (155, 0)]",SELU,45350,25740515,953,5,5,1997,55.6031746031746,0.5221904761904762,0.49785964912280684,0.19768421052631585,0.36140350877192984
input:479_output:7_depth:10_arch:bottleneck_batch:948_act:relu_dropout:0.32063023958185355_dropout:True_batchnorm:True.out,12,"[(239, 114720), (239, 478), (239, 0), (239, 0), (119, 28560), (119, 238), (119, 0), (119, 0), (59, 7080), (59, 118), (59, 0), (59, 0), (29, 1740), (29, 58), (29, 0), (29, 0), (14, 420), (14, 28), (14, 0), (14, 0), (7, 105), (7, 14), (7, 0), (7, 0), (7, 56), (7, 14), (7, 0), (7, 0), (7, 56), (7, 14), (7, 0), (7, 0), (7, 56), (7, 14), (7, 0), (7, 0), (7, 56), (7, 14), (7, 0), (7, 0), (7, 56), (7, 14), (7, 0), (7, 0), (7, 56), (7, 0)]",ReLU,2022,153965,948,11,11,1459,27.03174603174603,0.2588571428571428,0.026576923076923078,0.0035961538461538487,0.008211538461538466
input:2879_output:408_depth:4_arch:gradual_batch:25_act:prelu_dropout:0.1685095187258289_dropout:True_batchnorm:True.out,5,"[(2262, 6514560), (2262, 4524), (2262, 0), (2262, 0), (1645, 3722635), (1645, 3290), (1645, 0), (1645, 0), (1028, 1692088), (1028, 2056), (1028, 0), (1028, 0), (411, 422919), (411, 822), (411, 0), (411, 0), (408, 168096), (408, 0)]",PReLU,22200,12530990,25,4,4,1705,41.58064516129032,0.403,0.2864259259259261,0.10650000000000005,0.044000000000000025
input:1712_output:92_depth:9_arch:uniform_batch:564_act:softplus_dropout:0.21201243138570958_dropout:False_batchnorm:False.out,10,"[(1712, 2932656), (1712, 0), (1712, 2932656), (1712, 0), (1712, 2932656), (1712, 0), (1712, 2932656), (1712, 0), (1712, 2932656), (1712, 0), (1712, 2932656), (1712, 0), (1712, 2932656), (1712, 0), (1712, 2932656), (1712, 0), (1712, 2932656), (1712, 0), (92, 157596), (92, 0)]",Softplus,31000,26551500,564,0,0,2057,60.375,0.5875873015873017,0.5578965517241378,0.19881034482758625,0.3888421052631578
