Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Batch Normalization Layers,Dropout Layers,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A
input:2346_output:197_depth:2_arch:pyramid_batch:996_act:relu_dropout:0.3382392352475416_dropout:True_batchnorm:True.out,3,"[(1173, 2753031), (1173, 2346), (1173, 0), (1173, 0), (586, 687964), (586, 1172), (586, 0), (586, 0), (197, 115639), (197, 0)]",ReLU,7430,3560152,996,2,2,1545,29.761904761904763,0.25809523809523816,0.2006923076923077,0.05038461538461537,0.14996296296296302
input:1873_output:453_depth:8_arch:pyramid_batch:939_act:softplus_dropout:0.1748465288359581_dropout:True_batchnorm:False.out,9,"[(936, 1754064), (936, 0), (936, 0), (468, 438516), (468, 0), (468, 0), (453, 212457), (453, 0), (453, 0), (453, 205662), (453, 0), (453, 0), (453, 205662), (453, 0), (453, 0), (453, 205662), (453, 0), (453, 0), (453, 205662), (453, 0), (453, 0), (453, 205662), (453, 0), (453, 0), (453, 205662), (453, 0)]",Softplus,13272,3639009,939,0,8,1569,34.317460317460316,0.3149032258064516,0.22605769230769232,0.05576923076923078,0.15026415094339618
input:1230_output:172_depth:9_arch:pyramid_batch:873_act:gelu_dropout:0.2792865327906022_dropout:False_batchnorm:False.out,10,"[(615, 757065), (615, 0), (307, 189112), (307, 0), (172, 52976), (172, 0), (172, 29756), (172, 0), (172, 29756), (172, 0), (172, 29756), (172, 0), (172, 29756), (172, 0), (172, 29756), (172, 0), (172, 29756), (172, 0), (172, 29756), (172, 0)]",GELU,4596,1207445,873,0,0,1507,27.095238095238095,0.2321774193548387,0.12028301886792456,0.019301886792452837,0.07090740740740743
input:591_output:45_depth:2_arch:bottleneck_batch:518_act:mish_dropout:0.33756387363716606_dropout:False_batchnorm:True.out,4,"[(295, 174640), (295, 590), (295, 0), (147, 43512), (147, 294), (147, 0), (73, 10804), (73, 146), (73, 0), (45, 3330), (45, 0)]",Mish,1635,233316,518,3,0,1457,20.50793650793651,0.19212903225806452,0.0448076923076923,0.005730769230769234,0.016865384615384626
input:3742_output:73_depth:10_arch:uniform_batch:983_act:selu_dropout:0.3301430140240789_dropout:False_batchnorm:False.out,11,"[(3742, 14006306), (3742, 0), (3742, 14006306), (3742, 0), (3742, 14006306), (3742, 0), (3742, 14006306), (3742, 0), (3742, 14006306), (3742, 0), (3742, 14006306), (3742, 0), (3742, 14006306), (3742, 0), (3742, 14006306), (3742, 0), (3742, 14006306), (3742, 0), (3742, 14006306), (3742, 0), (73, 273239), (73, 0)]",SELU,74986,140336299,983,0,0,4505,82.98387096774194,0.805225806451613,0.8051785714285715,0.3063928571428571,0.6247142857142858
input:2615_output:218_depth:6_arch:bottleneck_batch:827_act:elu_dropout:0.3891392125918064_dropout:False_batchnorm:False.out,8,"[(1307, 3419112), (1307, 0), (653, 854124), (653, 0), (326, 213204), (326, 0), (218, 71286), (218, 0), (218, 47742), (218, 0), (218, 47742), (218, 0), (218, 47742), (218, 0), (218, 47742), (218, 0)]",ELU,6752,4748694,827,0,0,1577,36.03174603174603,0.3074444444444445,0.2553636363636364,0.05745454545454546,0.17521052631578954
input:327_output:46_depth:9_arch:uniform_batch:503_act:mish_dropout:0.25869711671604523_dropout:False_batchnorm:True.out,10,"[(327, 107256), (327, 654), (327, 0), (327, 107256), (327, 654), (327, 0), (327, 107256), (327, 654), (327, 0), (327, 107256), (327, 654), (327, 0), (327, 107256), (327, 654), (327, 0), (327, 107256), (327, 654), (327, 0), (327, 107256), (327, 654), (327, 0), (327, 107256), (327, 654), (327, 0), (327, 107256), (327, 654), (327, 0), (46, 15088), (46, 0)]",Mish,8921,986278,503,9,0,1483,36.0,0.35149206349206363,0.1376730769230769,0.016519230769230783,0.05850943396226414
input:280_output:12_depth:7_arch:gradual_batch:358_act:tanh_dropout:0.3964663380569271_dropout:True_batchnorm:True.out,8,"[(242, 68002), (242, 484), (242, 0), (242, 0), (204, 49572), (204, 408), (204, 0), (204, 0), (166, 34030), (166, 332), (166, 0), (166, 0), (128, 21376), (128, 256), (128, 0), (128, 0), (90, 11610), (90, 180), (90, 0), (90, 0), (52, 4732), (52, 104), (52, 0), (52, 0), (14, 742), (14, 28), (14, 0), (14, 0), (12, 180), (12, 0)]",Tanh,3608,192036,358,7,7,1457,29.206349206349206,0.2842741935483869,0.04836538461538461,0.005711538461538464,0.010560000000000005
input:2162_output:397_depth:9_arch:bottleneck_batch:166_act:elu_dropout:0.44882669227958527_dropout:True_batchnorm:True.out,11,"[(1081, 2338203), (1081, 2162), (1081, 0), (1081, 0), (540, 584280), (540, 1080), (540, 0), (540, 0), (397, 214777), (397, 794), (397, 0), (397, 0), (397, 158006), (397, 794), (397, 0), (397, 0), (397, 158006), (397, 794), (397, 0), (397, 0), (397, 158006), (397, 794), (397, 0), (397, 0), (397, 158006), (397, 794), (397, 0), (397, 0), (397, 158006), (397, 794), (397, 0), (397, 0), (397, 158006), (397, 794), (397, 0), (397, 0), (397, 158006), (397, 794), (397, 0), (397, 0), (397, 158006), (397, 0)]",ELU,19982,4410902,166,10,10,1547,37.57142857142857,0.356095238095238,0.16192592592592595,0.02344444444444446,0.060962962962962934
input:2865_output:474_depth:7_arch:bottleneck_batch:538_act:elu_dropout:0.3464765453028342_dropout:False_batchnorm:True.out,9,"[(1432, 4104112), (1432, 2864), (1432, 0), (716, 1026028), (716, 1432), (716, 0), (474, 339858), (474, 948), (474, 0), (474, 225150), (474, 948), (474, 0), (474, 225150), (474, 948), (474, 0), (474, 225150), (474, 948), (474, 0), (474, 225150), (474, 948), (474, 0), (474, 225150), (474, 948), (474, 0), (474, 225150), (474, 0)]",ELU,15924,6830882,538,8,0,1627,36.225806451612904,0.3223387096774195,0.23575,0.05133928571428569,0.1452857142857142
input:1718_output:150_depth:4_arch:uniform_batch:653_act:tanh_dropout:0.21463509225264424_dropout:False_batchnorm:True.out,5,"[(1718, 2953242), (1718, 3436), (1718, 0), (1718, 2953242), (1718, 3436), (1718, 0), (1718, 2953242), (1718, 3436), (1718, 0), (1718, 2953242), (1718, 3436), (1718, 0), (150, 257850), (150, 0)]",Tanh,20916,12084562,653,4,0,1721,42.67741935483871,0.4051612903225805,0.37251785714285723,0.12348214285714286,0.2559090909090908
input:3567_output:528_depth:9_arch:gradual_batch:689_act:elu_dropout:0.41193077647158005_dropout:False_batchnorm:False.out,10,"[(3230, 11524640), (3230, 0), (2893, 9347283), (2893, 0), (2556, 7397064), (2556, 0), (2219, 5673983), (2219, 0), (1882, 4178040), (1882, 0), (1545, 2909235), (1545, 0), (1208, 1867568), (1208, 0), (871, 1053039), (871, 0), (534, 465648), (534, 0), (528, 282480), (528, 0)]",ELU,34932,44698980,689,0,0,2439,65.28571428571429,0.6328387096774195,0.6037321428571427,0.20974999999999996,0.4357142857142856
input:1534_output:281_depth:6_arch:bottleneck_batch:145_act:selu_dropout:0.24295796984064333_dropout:False_batchnorm:False.out,8,"[(767, 1177345), (767, 0), (383, 294144), (383, 0), (281, 107904), (281, 0), (281, 79242), (281, 0), (281, 79242), (281, 0), (281, 79242), (281, 0), (281, 79242), (281, 0), (281, 79242), (281, 0)]",SELU,5672,1975603,145,0,0,1503,38.016129032258064,0.35746774193548403,0.13683636363636356,0.018527272727272732,0.04372727272727273
input:3053_output:96_depth:4_arch:pyramid_batch:417_act:tanh_dropout:0.16712849058503135_dropout:False_batchnorm:False.out,5,"[(1526, 4660404), (1526, 0), (763, 1165101), (763, 0), (381, 291084), (381, 0), (190, 72580), (190, 0), (96, 18336), (96, 0)]",Tanh,5912,6207505,417,0,0,1589,36.796875,0.3159047619047619,0.2545272727272728,0.05872727272727273,0.1596666666666667
input:25_output:1_depth:7_arch:bottleneck_batch:278_act:prelu_dropout:0.1835179522341393_dropout:True_batchnorm:True.out,9,"[(12, 312), (12, 24), (12, 0), (12, 0), (6, 78), (6, 12), (6, 0), (6, 0), (3, 21), (3, 6), (3, 0), (3, 0), (1, 4), (1, 2), (1, 0), (1, 0), (1, 2), (1, 2), (1, 0), (1, 0), (1, 2), (1, 2), (1, 0), (1, 0), (1, 2), (1, 2), (1, 0), (1, 0), (1, 2), (1, 2), (1, 0), (1, 0), (1, 2), (1, 0)]",PReLU,106,477,278,8,8,1451,22.873015873015873,0.22535483870967746,0.004903846153846156,0.0010000000000000007,0
input:1181_output:176_depth:2_arch:bottleneck_batch:545_act:selu_dropout:0.40662727319362013_dropout:True_batchnorm:False.out,4,"[(590, 697380), (590, 0), (590, 0), (295, 174345), (295, 0), (295, 0), (176, 52096), (176, 0), (176, 0), (176, 31152), (176, 0)]",SELU,3535,954973,545,0,3,1479,24.396825396825395,0.21431746031746035,0.10317307692307696,0.017250000000000012,0.056566037735849055
input:3979_output:949_depth:10_arch:bottleneck_batch:504_act:mish_dropout:0.10002278314561602_dropout:True_batchnorm:False.out,12,"[(1989, 7916220), (1989, 0), (1989, 0), (994, 1978060), (994, 0), (994, 0), (949, 944255), (949, 0), (949, 0), (949, 901550), (949, 0), (949, 0), (949, 901550), (949, 0), (949, 0), (949, 901550), (949, 0), (949, 0), (949, 901550), (949, 0), (949, 0), (949, 901550), (949, 0), (949, 0), (949, 901550), (949, 0), (949, 0), (949, 901550), (949, 0), (949, 0), (949, 901550), (949, 0), (949, 0), (949, 901550), (949, 0)]",Mish,36470,18952485,504,0,11,1879,52.078125,0.47906349206349214,0.412859649122807,0.14661403508771928,0.24835714285714294
input:1083_output:222_depth:4_arch:bottleneck_batch:58_act:relu_dropout:0.4453763544138506_dropout:False_batchnorm:True.out,6,"[(541, 586444), (541, 1082), (541, 0), (270, 146340), (270, 540), (270, 0), (222, 60162), (222, 444), (222, 0), (222, 49506), (222, 444), (222, 0), (222, 49506), (222, 444), (222, 0), (222, 49506), (222, 0)]",ReLU,4875,944418,58,5,0,1479,37.59375,0.36577777777777815,0.06198113207547168,0.008000000000000005,0.014528301886792463
input:616_output:115_depth:2_arch:gradual_batch:271_act:mish_dropout:0.14228195727723905_dropout:True_batchnorm:True.out,3,"[(366, 225822), (366, 732), (366, 0), (366, 0), (116, 42572), (116, 232), (116, 0), (116, 0), (115, 13455), (115, 0)]",Mish,2158,282813,271,2,2,1459,24.333333333333332,0.2299682539682539,0.05067272727272731,0.0068545454545454595,0.015254545454545467
input:343_output:15_depth:1_arch:uniform_batch:451_act:mish_dropout:0.38077369230410396_dropout:False_batchnorm:False.out,2,"[(343, 117992), (343, 0), (15, 5160), (15, 0)]",Mish,716,123152,451,0,0,1455,14.65079365079365,0.13204761904761902,0.024074074074074074,0.003759259259259262,0.008518518518518522
input:3404_output:818_depth:3_arch:uniform_batch:243_act:mish_dropout:0.28722783437729427_dropout:True_batchnorm:False.out,4,"[(3404, 11590620), (3404, 0), (3404, 0), (3404, 11590620), (3404, 0), (3404, 0), (3404, 11590620), (3404, 0), (3404, 0), (818, 2785290), (818, 0)]",Mish,32272,37557150,243,0,3,2223,69.36507936507937,0.6562539682539685,0.647344827586207,0.2425517241379309,0.35337931034482756
input:483_output:116_depth:2_arch:pyramid_batch:244_act:leaky_relu_dropout:0.3308403394954508_dropout:False_batchnorm:False.out,3,"[(241, 116644), (241, 0), (120, 29040), (120, 0), (116, 14036), (116, 0)]",LeakyReLU,954,159720,244,0,0,1455,23.822580645161292,0.2197741935483871,0.03594339622641507,0.002924528301886794,0.009547169811320758
input:2910_output:436_depth:1_arch:pyramid_batch:761_act:prelu_dropout:0.3586668717464322_dropout:False_batchnorm:True.out,2,"[(1455, 4235505), (1455, 2910), (1455, 0), (436, 634816), (436, 0)]",PReLU,5237,4873231,761,1,0,1583,33.904761904761905,0.2855396825396826,0.2393269230769231,0.05705769230769228,0.1705283018867924
input:2406_output:548_depth:2_arch:gradual_batch:855_act:leaky_relu_dropout:0.1868614094424511_dropout:False_batchnorm:True.out,3,"[(1477, 3555139), (1477, 2954), (1477, 0), (548, 809944), (548, 1096), (548, 0), (548, 300852), (548, 0)]",LeakyReLU,7171,4669985,855,2,0,1595,35.61904761904762,0.30683870967741933,0.2569807692307693,0.06207692307692306,0.18979245283018872
input:3735_output:197_depth:4_arch:uniform_batch:351_act:tanh_dropout:0.27027276458126176_dropout:False_batchnorm:False.out,5,"[(3735, 13953960), (3735, 0), (3735, 13953960), (3735, 0), (3735, 13953960), (3735, 0), (3735, 13953960), (3735, 0), (197, 735992), (197, 0)]",Tanh,30274,56551832,351,0,0,2593,71.8125,0.7089838709677421,0.6906666666666667,0.3136785714285715,0.4150714285714286
input:741_output:56_depth:9_arch:uniform_batch:454_act:leaky_relu_dropout:0.38836809536232175_dropout:False_batchnorm:True.out,10,"[(741, 549822), (741, 1482), (741, 0), (741, 549822), (741, 1482), (741, 0), (741, 549822), (741, 1482), (741, 0), (741, 549822), (741, 1482), (741, 0), (741, 549822), (741, 1482), (741, 0), (741, 549822), (741, 1482), (741, 0), (741, 549822), (741, 1482), (741, 0), (741, 549822), (741, 1482), (741, 0), (741, 549822), (741, 1482), (741, 0), (56, 41552), (56, 0)]",LeakyReLU,20119,5003288,454,9,0,1573,37.596774193548384,0.35293650793650805,0.23605357142857142,0.05760714285714287,0.13561403508771935
input:276_output:63_depth:2_arch:uniform_batch:557_act:mish_dropout:0.32228895508772815_dropout:False_batchnorm:True.out,3,"[(276, 76452), (276, 552), (276, 0), (276, 76452), (276, 552), (276, 0), (63, 17451), (63, 0)]",Mish,1782,171459,557,2,0,1459,17.666666666666668,0.16111290322580651,0.03892307692307691,0.004365384615384618,0.013943396226415104
input:1743_output:221_depth:10_arch:pyramid_batch:805_act:softplus_dropout:0.4501562090759994_dropout:False_batchnorm:False.out,11,"[(871, 1519024), (871, 0), (435, 379320), (435, 0), (221, 96356), (221, 0), (221, 49062), (221, 0), (221, 49062), (221, 0), (221, 49062), (221, 0), (221, 49062), (221, 0), (221, 49062), (221, 0), (221, 49062), (221, 0), (221, 49062), (221, 0), (221, 49062), (221, 0)]",Softplus,6590,2387196,805,0,0,1537,33.53225806451613,0.29131746031746036,0.19284615384615386,0.03701923076923076,0.11572222222222223
input:1257_output:62_depth:3_arch:pyramid_batch:799_act:prelu_dropout:0.10641761390811105_dropout:False_batchnorm:True.out,4,"[(628, 790024), (628, 1256), (628, 0), (314, 197506), (314, 628), (314, 0), (157, 49455), (157, 314), (157, 0), (62, 9796), (62, 0)]",PReLU,3421,1048979,799,3,0,1479,24.870967741935484,0.21453225806451617,0.09128846153846157,0.016115384615384625,0.05381132075471697
input:3780_output:944_depth:6_arch:gradual_batch:700_act:gelu_dropout:0.4878632445504746_dropout:False_batchnorm:True.out,7,"[(3308, 12507548), (3308, 6616), (3308, 0), (2836, 9384324), (2836, 5672), (2836, 0), (2364, 6706668), (2364, 4728), (2364, 0), (1892, 4474580), (1892, 3784), (1892, 0), (1420, 2688060), (1420, 2840), (1420, 0), (948, 1347108), (948, 1896), (948, 0), (944, 895856), (944, 0)]",GELU,40192,38029680,700,6,0,2335,60.96774193548387,0.5794677419354839,0.5453035714285716,0.19232142857142856,0.39341071428571434
input:3368_output:387_depth:3_arch:gradual_batch:166_act:gelu_dropout:0.3105904475814161_dropout:True_batchnorm:True.out,4,"[(2375, 8001375), (2375, 4750), (2375, 0), (2375, 0), (1382, 3283632), (1382, 2764), (1382, 0), (1382, 0), (389, 537987), (389, 778), (389, 0), (389, 0), (387, 150930), (387, 0)]",GELU,17358,11982216,166,3,3,1709,47.57142857142857,0.44408064516129037,0.3634137931034481,0.12898245614035078,0.15521052631578944
input:1913_output:381_depth:9_arch:pyramid_batch:945_act:selu_dropout:0.4484587025209449_dropout:False_batchnorm:True.out,10,"[(956, 1829784), (956, 1912), (956, 0), (478, 457446), (478, 956), (478, 0), (381, 182499), (381, 762), (381, 0), (381, 145542), (381, 762), (381, 0), (381, 145542), (381, 762), (381, 0), (381, 145542), (381, 762), (381, 0), (381, 145542), (381, 762), (381, 0), (381, 145542), (381, 762), (381, 0), (381, 145542), (381, 762), (381, 0), (381, 145542), (381, 0)]",SELU,13065,3496725,945,9,0,1581,35.19047619047619,0.3160967741935483,0.19332075471698115,0.04226415094339622,0.12354716981132076
input:1685_output:316_depth:9_arch:bottleneck_batch:572_act:softplus_dropout:0.18165808257775043_dropout:False_batchnorm:True.out,11,"[(842, 1419612), (842, 1684), (842, 0), (421, 354903), (421, 842), (421, 0), (316, 133352), (316, 632), (316, 0), (316, 100172), (316, 632), (316, 0), (316, 100172), (316, 632), (316, 0), (316, 100172), (316, 632), (316, 0), (316, 100172), (316, 632), (316, 0), (316, 100172), (316, 632), (316, 0), (316, 100172), (316, 632), (316, 0), (316, 100172), (316, 632), (316, 0), (316, 100172), (316, 0)]",Softplus,12005,2716825,572,10,0,1531,37.23809523809524,0.33433333333333326,0.17043636363636364,0.025163636363636378,0.08672222222222226
input:2848_output:372_depth:9_arch:bottleneck_batch:183_act:selu_dropout:0.4313757930780592_dropout:True_batchnorm:False.out,11,"[(1424, 4056976), (1424, 0), (1424, 0), (712, 1014600), (712, 0), (712, 0), (372, 265236), (372, 0), (372, 0), (372, 138756), (372, 0), (372, 0), (372, 138756), (372, 0), (372, 0), (372, 138756), (372, 0), (372, 0), (372, 138756), (372, 0), (372, 0), (372, 138756), (372, 0), (372, 0), (372, 138756), (372, 0), (372, 0), (372, 138756), (372, 0), (372, 0), (372, 138756), (372, 0)]",SELU,16080,6446860,183,0,10,1597,38.17460317460318,0.3466825396825395,0.2208448275862069,0.03943103448275863,0.08773684210526321
input:2823_output:596_depth:5_arch:gradual_batch:769_act:gelu_dropout:0.42016406875186496_dropout:True_batchnorm:False.out,6,"[(2378, 6715472), (2378, 0), (2378, 0), (1933, 4598607), (1933, 0), (1933, 0), (1488, 2877792), (1488, 0), (1488, 0), (1043, 1553027), (1043, 0), (1043, 0), (598, 624312), (598, 0), (598, 0), (596, 357004), (596, 0)]",GELU,23512,16726214,769,0,5,1855,45.140625,0.42154838709677406,0.3774464285714284,0.13758181818181814,0.27821428571428564
input:2970_output:175_depth:4_arch:pyramid_batch:108_act:selu_dropout:0.35048816023628493_dropout:True_batchnorm:True.out,5,"[(1485, 4411935), (1485, 2970), (1485, 0), (1485, 0), (742, 1102612), (742, 1484), (742, 0), (742, 0), (371, 275653), (371, 742), (371, 0), (371, 0), (185, 68820), (185, 370), (185, 0), (185, 0), (175, 32550), (175, 0)]",SELU,11482,5897136,108,4,4,1587,38.15873015873016,0.35479365079365077,0.20670909090909093,0.045890909090909066,0.07428301886792454
input:2523_output:527_depth:2_arch:gradual_batch:683_act:selu_dropout:0.4754057438572269_dropout:False_batchnorm:True.out,3,"[(1525, 3849100), (1525, 3050), (1525, 0), (527, 804202), (527, 1054), (527, 0), (527, 278256), (527, 0)]",SELU,7210,4935662,683,2,0,1591,37.50819672131148,0.31416129032258056,0.2598000000000001,0.05909090909090909,0.1891964285714285
input:2757_output:609_depth:8_arch:gradual_batch:443_act:mish_dropout:0.4711846309674731_dropout:False_batchnorm:True.out,9,"[(2489, 6864662), (2489, 4978), (2489, 0), (2221, 5530290), (2221, 4442), (2221, 0), (1953, 4339566), (1953, 3906), (1953, 0), (1685, 3292490), (1685, 3370), (1685, 0), (1417, 2389062), (1417, 2834), (1417, 0), (1149, 1629282), (1149, 2298), (1149, 0), (881, 1013150), (881, 1762), (881, 0), (613, 540666), (613, 1226), (613, 0), (609, 373926), (609, 0)]",Mish,38442,25997910,443,8,0,2035,61.53225806451613,0.580274193548387,0.5298888888888891,0.17585185185185187,0.319566037735849
input:2201_output:93_depth:7_arch:gradual_batch:866_act:gelu_dropout:0.38359111152362657_dropout:False_batchnorm:True.out,8,"[(1900, 4183800), (1900, 3800), (1900, 0), (1599, 3039699), (1599, 3198), (1599, 0), (1298, 2076800), (1298, 2596), (1298, 0), (997, 1295103), (997, 1994), (997, 0), (696, 694608), (696, 1392), (696, 0), (395, 275315), (395, 790), (395, 0), (94, 37224), (94, 188), (94, 0), (93, 8835), (93, 0)]",GELU,21123,11625342,866,7,0,1729,39.640625,0.359952380952381,0.3149636363636363,0.08227272727272726,0.22830909090909096
input:3238_output:684_depth:8_arch:gradual_batch:55_act:softplus_dropout:0.17833218385948696_dropout:True_batchnorm:False.out,9,"[(2919, 9454641), (2919, 0), (2919, 0), (2600, 7592000), (2600, 0), (2600, 0), (2281, 5932881), (2281, 0), (2281, 0), (1962, 4477284), (1962, 0), (1962, 0), (1643, 3225209), (1643, 0), (1643, 0), (1324, 2176656), (1324, 0), (1324, 0), (1005, 1331625), (1005, 0), (1005, 0), (686, 690116), (686, 0), (686, 0), (684, 469908), (684, 0)]",Softplus,44628,35350320,55,0,8,2179,71.046875,0.7041111111111112,0.6168214285714287,0.28225,0.157709090909091
input:1976_output:430_depth:9_arch:gradual_batch:749_act:selu_dropout:0.4209057086969198_dropout:False_batchnorm:False.out,10,"[(1805, 3568485), (1805, 0), (1634, 2951004), (1634, 0), (1463, 2392005), (1463, 0), (1292, 1891488), (1292, 0), (1121, 1449453), (1121, 0), (950, 1065900), (950, 0), (779, 740829), (779, 0), (608, 474240), (608, 0), (437, 266133), (437, 0), (430, 188340), (430, 0)]",SELU,21038,14987877,749,0,0,1797,47.0,0.43096774193548393,0.4010370370370371,0.11366666666666665,0.2823818181818182
input:1383_output:172_depth:5_arch:bottleneck_batch:932_act:mish_dropout:0.467894822545304_dropout:False_batchnorm:False.out,7,"[(691, 956344), (691, 0), (345, 238740), (345, 0), (172, 59512), (172, 0), (172, 29756), (172, 0), (172, 29756), (172, 0), (172, 29756), (172, 0), (172, 29756), (172, 0)]",Mish,3792,1373620,932,0,0,1503,25.349206349206348,0.21661290322580642,0.12600000000000003,0.02411538461538462,0.07668518518518519
input:3100_output:350_depth:2_arch:bottleneck_batch:98_act:swish_dropout:0.19299805838941297_dropout:False_batchnorm:False.out,4,"[(1550, 4806550), (1550, 0), (775, 1202025), (775, 0), (387, 300312), (387, 0), (350, 135800), (350, 0)]",SiLU,6124,6444687,98,0,0,1595,41.93650793650794,0.37824193548387103,0.28119999999999995,0.05652727272727275,0.08754545454545457
input:2264_output:36_depth:3_arch:bottleneck_batch:849_act:identity_dropout:0.2435092411722836_dropout:True_batchnorm:False.out,5,"[(1132, 2563980), (1132, 0), (1132, 0), (566, 641278), (566, 0), (566, 0), (283, 160461), (283, 0), (283, 0), (141, 40044), (141, 0), (141, 0), (36, 5112), (36, 0)]",Identity,6438,3410875,849,0,4,1537,30.666666666666668,0.25069841269841264,0.19687037037037047,0.046259259259259236,0.14543396226415095
input:2674_output:112_depth:8_arch:pyramid_batch:716_act:leaky_relu_dropout:0.21922524429849763_dropout:False_batchnorm:False.out,9,"[(1337, 3576475), (1337, 0), (668, 893784), (668, 0), (334, 223446), (334, 0), (167, 55945), (167, 0), (112, 18816), (112, 0), (112, 12656), (112, 0), (112, 12656), (112, 0), (112, 12656), (112, 0), (112, 12656), (112, 0)]",LeakyReLU,6132,4819090,716,0,0,1571,35.95238095238095,0.31093650793650796,0.24035185185185193,0.052666666666666674,0.15740740740740738
input:3310_output:245_depth:6_arch:gradual_batch:762_act:swish_dropout:0.16562064793750944_dropout:True_batchnorm:True.out,7,"[(2800, 9270800), (2800, 5600), (2800, 0), (2800, 0), (2290, 6414290), (2290, 4580), (2290, 0), (2290, 0), (1780, 4077980), (1780, 3560), (1780, 0), (1780, 0), (1270, 2261870), (1270, 2540), (1270, 0), (1270, 0), (760, 965960), (760, 1520), (760, 0), (760, 0), (250, 190250), (250, 500), (250, 0), (250, 0), (245, 61495), (245, 0)]",SiLU,37090,23260945,762,6,6,2003,52.140625,0.4892419354838711,0.42887931034482746,0.14712280701754385,0.3089827586206897
input:2190_output:381_depth:1_arch:uniform_batch:47_act:prelu_dropout:0.28604237739516447_dropout:True_batchnorm:False.out,2,"[(2190, 4798290), (2190, 0), (2190, 0), (381, 834771), (381, 0)]",PReLU,7332,5633061,47,0,1,1573,39.682539682539684,0.3838709677419355,0.2581272727272727,0.05574545454545459,0.05181818181818187
input:819_output:202_depth:7_arch:pyramid_batch:891_act:softplus_dropout:0.1741921960223512_dropout:True_batchnorm:False.out,8,"[(409, 335380), (409, 0), (409, 0), (204, 83640), (204, 0), (204, 0), (202, 41410), (202, 0), (202, 0), (202, 41006), (202, 0), (202, 0), (202, 41006), (202, 0), (202, 0), (202, 41006), (202, 0), (202, 0), (202, 41006), (202, 0), (202, 0), (202, 41006), (202, 0)]",Softplus,5273,665460,891,0,7,1491,23.20967741935484,0.2096825396825397,0.10446153846153851,0.01882692307692309,0.04528846153846154
input:2123_output:44_depth:3_arch:gradual_batch:456_act:selu_dropout:0.49581927807541304_dropout:True_batchnorm:False.out,4,"[(1430, 3037320), (1430, 0), (1430, 0), (737, 1054647), (737, 0), (737, 0), (44, 32472), (44, 0), (44, 0), (44, 1980), (44, 0)]",SELU,6721,4126419,456,0,3,1553,36.84126984126984,0.32600000000000007,0.24168518518518528,0.05905555555555552,0.1641698113207546
input:2446_output:160_depth:2_arch:gradual_batch:24_act:mish_dropout:0.4724045713289986_dropout:False_batchnorm:False.out,3,"[(1303, 3188441), (1303, 0), (160, 208640), (160, 0), (160, 25760), (160, 0)]",Mish,3246,3422841,24,0,0,1525,38.24193548387097,0.36088888888888887,0.14069642857142856,0.02805357142857145,0.03079310344827584
input:2882_output:288_depth:7_arch:pyramid_batch:634_act:swish_dropout:0.3812373309845757_dropout:False_batchnorm:True.out,8,"[(1441, 4154403), (1441, 2882), (1441, 0), (720, 1038240), (720, 1440), (720, 0), (360, 259560), (360, 720), (360, 0), (288, 103968), (288, 576), (288, 0), (288, 83232), (288, 576), (288, 0), (288, 83232), (288, 576), (288, 0), (288, 83232), (288, 576), (288, 0), (288, 83232), (288, 0)]",SiLU,11595,5896445,634,7,0,1601,36.19047619047619,0.32053225806451624,0.22851851851851854,0.04937037037037039,0.1426981132075472
input:2726_output:605_depth:1_arch:gradual_batch:439_act:gelu_dropout:0.4185356394187911_dropout:False_batchnorm:True.out,2,"[(605, 1649835), (605, 1210), (605, 0), (605, 366630), (605, 0)]",GELU,3025,2017675,439,1,0,1513,28.484375,0.22920634920634916,0.13509433962264153,0.024849056603773595,0.08415384615384619
input:3699_output:400_depth:9_arch:gradual_batch:560_act:selu_dropout:0.2607171210516578_dropout:False_batchnorm:False.out,10,"[(3333, 12332100), (3333, 0), (2967, 9891978), (2967, 0), (2601, 7719768), (2601, 0), (2235, 5815470), (2235, 0), (1869, 4179084), (1869, 0), (1503, 2810610), (1503, 0), (1137, 1710048), (1137, 0), (771, 877398), (771, 0), (405, 312660), (405, 0), (400, 162400), (400, 0)]",SELU,34442,45811516,560,0,0,2433,66.578125,0.6482903225806453,0.607,0.22083333333333333,0.42274074074074075
input:1305_output:317_depth:6_arch:pyramid_batch:715_act:gelu_dropout:0.4351862704242305_dropout:True_batchnorm:True.out,7,"[(652, 851512), (652, 1304), (652, 0), (652, 0), (326, 212878), (326, 652), (326, 0), (326, 0), (317, 103659), (317, 634), (317, 0), (317, 0), (317, 100806), (317, 634), (317, 0), (317, 0), (317, 100806), (317, 634), (317, 0), (317, 0), (317, 100806), (317, 634), (317, 0), (317, 0), (317, 100806), (317, 0)]",GELU,9618,1575765,715,6,6,1499,33.32258064516129,0.30188709677419356,0.15734615384615383,0.03215384615384615,0.08173076923076923
