Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A
input:1377_output:334_depth:7_arch:pyramid_batch:142.out,8,"[('linear', 688, 948064), ('ReLU', 688, 0), ('linear', 344, 237016), ('ReLU', 344, 0), ('linear', 334, 115230), ('ReLU', 334, 0), ('linear', 334, 111890), ('ReLU', 334, 0), ('linear', 334, 111890), ('ReLU', 334, 0), ('linear', 334, 111890), ('ReLU', 334, 0), ('linear', 334, 111890), ('ReLU', 334, 0), ('linear', 334, 111890)]",ReLU,5738,1859760,142,1491,37.69230769230769,0.35734615384615404,0.1302318840579711,0.01894202898550723,0.049352112676056284
input:736_output:101_depth:2_arch:pyramid_batch:213.out,3,"[('linear', 368, 271216), ('ReLU', 368, 0), ('linear', 184, 67896), ('ReLU', 184, 0), ('linear', 101, 18685)]",ReLU,1205,357797,213,1473,24.256410256410255,0.22861538461538453,0.04954545454545457,0.0038939393939393966,0.017294117647058828
input:733_output:155_depth:5_arch:gradual_batch:636.out,6,"[('linear', 618, 453612), ('ReLU', 618, 0), ('linear', 503, 311357), ('ReLU', 503, 0), ('linear', 388, 195552), ('ReLU', 388, 0), ('linear', 273, 106197), ('ReLU', 273, 0), ('linear', 158, 43292), ('ReLU', 158, 0), ('linear', 155, 24645)]",ReLU,4035,1134655,636,1481,28.307692307692307,0.2571666666666667,0.13163076923076922,0.021769230769230766,0.07226562500000003
input:2070_output:478_depth:4_arch:gradual_batch:350.out,5,"[('linear', 1672, 3462712), ('ReLU', 1672, 0), ('linear', 1274, 2131402), ('ReLU', 1274, 0), ('linear', 876, 1116900), ('ReLU', 876, 0), ('linear', 478, 419206), ('ReLU', 478, 0), ('linear', 478, 228962)]",ReLU,9078,7359182,350,1641,38.217948717948715,0.33208974358974347,0.2768219178082192,0.06991780821917813,0.1544794520547946
input:1448_output:145_depth:7_arch:bottleneck_batch:787.out,9,"[('linear', 724, 1049076), ('ReLU', 724, 0), ('linear', 362, 262450), ('ReLU', 362, 0), ('linear', 181, 65703), ('ReLU', 181, 0), ('linear', 145, 26390), ('ReLU', 145, 0), ('linear', 145, 21170), ('ReLU', 145, 0), ('linear', 145, 21170), ('ReLU', 145, 0), ('linear', 145, 21170), ('ReLU', 145, 0), ('linear', 145, 21170), ('ReLU', 145, 0), ('linear', 145, 21170)]",ReLU,4129,1509469,787,1501,27.58974358974359,0.23665384615384602,0.12370149253731347,0.022268656716417912,0.0748939393939394
input:938_output:175_depth:9_arch:uniform_batch:485.out,10,"[('linear', 938, 880782), ('ReLU', 938, 0), ('linear', 938, 880782), ('ReLU', 938, 0), ('linear', 938, 880782), ('ReLU', 938, 0), ('linear', 938, 880782), ('ReLU', 938, 0), ('linear', 938, 880782), ('ReLU', 938, 0), ('linear', 938, 880782), ('ReLU', 938, 0), ('linear', 938, 880782), ('ReLU', 938, 0), ('linear', 938, 880782), ('ReLU', 938, 0), ('linear', 938, 880782), ('ReLU', 938, 0), ('linear', 175, 164325)]",ReLU,17059,8091363,485,1647,44.55128205128205,0.43525974025974035,0.329774647887324,0.08969014084507043,0.20407142857142868
input:4068_output:923_depth:8_arch:bottleneck_batch:183.out,10,"[('linear', 2034, 8276346), ('ReLU', 2034, 0), ('linear', 1017, 2069595), ('ReLU', 1017, 0), ('linear', 923, 939614), ('ReLU', 923, 0), ('linear', 923, 852852), ('ReLU', 923, 0), ('linear', 923, 852852), ('ReLU', 923, 0), ('linear', 923, 852852), ('ReLU', 923, 0), ('linear', 923, 852852), ('ReLU', 923, 0), ('linear', 923, 852852), ('ReLU', 923, 0), ('linear', 923, 852852), ('ReLU', 923, 0), ('linear', 923, 852852)]",ReLU,19947,17255519,183,1819,57.151898734177216,0.5483246753246754,0.4563043478260869,0.16268115942028974,0.1906323529411765
input:2698_output:421_depth:9_arch:gradual_batch:273.out,10,"[('linear', 2445, 6599055), ('ReLU', 2445, 0), ('linear', 2192, 5361632), ('ReLU', 2192, 0), ('linear', 1939, 4252227), ('ReLU', 1939, 0), ('linear', 1686, 3270840), ('ReLU', 1686, 0), ('linear', 1433, 2417471), ('ReLU', 1433, 0), ('linear', 1180, 1692120), ('ReLU', 1180, 0), ('linear', 927, 1094787), ('ReLU', 927, 0), ('linear', 674, 625472), ('ReLU', 674, 0), ('linear', 421, 284175), ('ReLU', 421, 0), ('linear', 421, 177662)]",ReLU,26215,25775441,273,1999,65.06410256410257,0.626089743589744,0.5543287671232876,0.21010958904109578,0.3009855072463767
input:168_output:37_depth:9_arch:bottleneck_batch:251.out,11,"[('linear', 84, 14196), ('ReLU', 84, 0), ('linear', 42, 3570), ('ReLU', 42, 0), ('linear', 37, 1591), ('ReLU', 37, 0), ('linear', 37, 1406), ('ReLU', 37, 0), ('linear', 37, 1406), ('ReLU', 37, 0), ('linear', 37, 1406), ('ReLU', 37, 0), ('linear', 37, 1406), ('ReLU', 37, 0), ('linear', 37, 1406), ('ReLU', 37, 0), ('linear', 37, 1406), ('ReLU', 37, 0), ('linear', 37, 1406), ('ReLU', 37, 0), ('linear', 37, 1406)]",ReLU,881,30605,251,1453,31.73076923076923,0.3065256410256412,0.020225352112676044,0.0019154929577464802,0.00292753623188406
input:1888_output:158_depth:7_arch:uniform_batch:793.out,8,"[('linear', 1888, 3566432), ('ReLU', 1888, 0), ('linear', 1888, 3566432), ('ReLU', 1888, 0), ('linear', 1888, 3566432), ('ReLU', 1888, 0), ('linear', 1888, 3566432), ('ReLU', 1888, 0), ('linear', 1888, 3566432), ('ReLU', 1888, 0), ('linear', 1888, 3566432), ('ReLU', 1888, 0), ('linear', 1888, 3566432), ('ReLU', 1888, 0), ('linear', 158, 298462)]",ReLU,26590,25263486,793,2003,57.56410256410256,0.5475512820512819,0.5098333333333334,0.15331944444444448,0.3907205882352941
input:1454_output:222_depth:7_arch:uniform_batch:901.out,8,"[('linear', 1454, 2115570), ('ReLU', 1454, 0), ('linear', 1454, 2115570), ('ReLU', 1454, 0), ('linear', 1454, 2115570), ('ReLU', 1454, 0), ('linear', 1454, 2115570), ('ReLU', 1454, 0), ('linear', 1454, 2115570), ('ReLU', 1454, 0), ('linear', 1454, 2115570), ('ReLU', 1454, 0), ('linear', 1454, 2115570), ('ReLU', 1454, 0), ('linear', 222, 323010)]",ReLU,20578,15132000,901,1835,46.65384615384615,0.43829487179487187,0.42586956521739133,0.13842028985507243,0.31176056338028174
input:3479_output:465_depth:7_arch:bottleneck_batch:414.out,9,"[('linear', 1739, 6051720), ('ReLU', 1739, 0), ('linear', 869, 1512060), ('ReLU', 869, 0), ('linear', 465, 404550), ('ReLU', 465, 0), ('linear', 465, 216690), ('ReLU', 465, 0), ('linear', 465, 216690), ('ReLU', 465, 0), ('linear', 465, 216690), ('ReLU', 465, 0), ('linear', 465, 216690), ('ReLU', 465, 0), ('linear', 465, 216690), ('ReLU', 465, 0), ('linear', 465, 216690)]",ReLU,11261,9268470,414,1663,39.276315789473685,0.3335194805194804,0.2844507042253521,0.06852112676056332,0.15305714285714292
input:728_output:176_depth:4_arch:bottleneck_batch:606.out,6,"[('linear', 364, 265356), ('ReLU', 364, 0), ('linear', 182, 66430), ('ReLU', 182, 0), ('linear', 176, 32208), ('ReLU', 176, 0), ('linear', 176, 31152), ('ReLU', 176, 0), ('linear', 176, 31152), ('ReLU', 176, 0), ('linear', 176, 31152)]",ReLU,2324,457450,606,1479,16.756410256410255,0.1922948717948718,0.06582089552238808,0.009119402985074633,0.029823529411764686
input:333_output:26_depth:6_arch:pyramid_batch:524.out,7,"[('linear', 166, 55444), ('ReLU', 166, 0), ('linear', 83, 13861), ('ReLU', 83, 0), ('linear', 41, 3444), ('ReLU', 41, 0), ('linear', 26, 1092), ('ReLU', 26, 0), ('linear', 26, 702), ('ReLU', 26, 0), ('linear', 26, 702), ('ReLU', 26, 0), ('linear', 26, 702)]",ReLU,762,75947,524,1453,17.871794871794872,0.1691666666666666,0.022876923076923062,0.0020000000000000013,0.005625000000000004
input:4069_output:982_depth:10_arch:pyramid_batch:229.out,11,"[('linear', 2034, 8278380), ('ReLU', 2034, 0), ('linear', 1017, 2069595), ('ReLU', 1017, 0), ('linear', 982, 999676), ('ReLU', 982, 0), ('linear', 982, 965306), ('ReLU', 982, 0), ('linear', 982, 965306), ('ReLU', 982, 0), ('linear', 982, 965306), ('ReLU', 982, 0), ('linear', 982, 965306), ('ReLU', 982, 0), ('linear', 982, 965306), ('ReLU', 982, 0), ('linear', 982, 965306), ('ReLU', 982, 0), ('linear', 982, 965306), ('ReLU', 982, 0), ('linear', 982, 965306)]",ReLU,22796,19070099,229,1843,59.98717948717949,0.5557179487179491,0.4798235294117646,0.17361764705882354,0.22314492753623208
input:1369_output:131_depth:8_arch:uniform_batch:521.out,9,"[('linear', 1369, 1875530), ('ReLU', 1369, 0), ('linear', 1369, 1875530), ('ReLU', 1369, 0), ('linear', 1369, 1875530), ('ReLU', 1369, 0), ('linear', 1369, 1875530), ('ReLU', 1369, 0), ('linear', 1369, 1875530), ('ReLU', 1369, 0), ('linear', 1369, 1875530), ('ReLU', 1369, 0), ('linear', 1369, 1875530), ('ReLU', 1369, 0), ('linear', 1369, 1875530), ('ReLU', 1369, 0), ('linear', 131, 179470)]",ReLU,22035,15183710,521,1855,51.72727272727273,0.4893461538461538,0.4561911764705884,0.17166176470588235,0.29177941176470584
input:1257_output:153_depth:10_arch:pyramid_batch:441.out,11,"[('linear', 628, 790024), ('ReLU', 628, 0), ('linear', 314, 197506), ('ReLU', 314, 0), ('linear', 157, 49455), ('ReLU', 157, 0), ('linear', 153, 24174), ('ReLU', 153, 0), ('linear', 153, 23562), ('ReLU', 153, 0), ('linear', 153, 23562), ('ReLU', 153, 0), ('linear', 153, 23562), ('ReLU', 153, 0), ('linear', 153, 23562), ('ReLU', 153, 0), ('linear', 153, 23562), ('ReLU', 153, 0), ('linear', 153, 23562), ('ReLU', 153, 0), ('linear', 153, 23562)]",ReLU,4493,1226093,441,1481,33.69230769230769,0.30860256410256387,0.13016923076923081,0.017153846153846162,0.05570769230769227
input:2828_output:355_depth:9_arch:uniform_batch:519.out,10,"[('linear', 2828, 8000412), ('ReLU', 2828, 0), ('linear', 2828, 8000412), ('ReLU', 2828, 0), ('linear', 2828, 8000412), ('ReLU', 2828, 0), ('linear', 2828, 8000412), ('ReLU', 2828, 0), ('linear', 2828, 8000412), ('ReLU', 2828, 0), ('linear', 2828, 8000412), ('ReLU', 2828, 0), ('linear', 2828, 8000412), ('ReLU', 2828, 0), ('linear', 2828, 8000412), ('ReLU', 2828, 0), ('linear', 2828, 8000412), ('ReLU', 2828, 0), ('linear', 355, 1004295)]",ReLU,51259,73008003,519,2995,76.49367088607595,0.7583506493506492,0.7401304347826091,0.2705507246376812,0.534887323943662
input:3190_output:363_depth:6_arch:gradual_batch:530.out,7,"[('linear', 2719, 8676329), ('ReLU', 2719, 0), ('linear', 2248, 6114560), ('ReLU', 2248, 0), ('linear', 1777, 3996473), ('ReLU', 1777, 0), ('linear', 1306, 2322068), ('ReLU', 1306, 0), ('linear', 835, 1091345), ('ReLU', 835, 0), ('linear', 364, 304304), ('ReLU', 364, 0), ('linear', 363, 132495)]",ReLU,18861,22637574,530,1931,54.06410256410256,0.5043974358974358,0.45623611111111106,0.16969444444444445,0.3062432432432432
input:3540_output:334_depth:2_arch:bottleneck_batch:543.out,4,"[('linear', 1770, 6267570), ('ReLU', 1770, 0), ('linear', 885, 1567335), ('ReLU', 885, 0), ('linear', 442, 391612), ('ReLU', 442, 0), ('linear', 334, 147962)]",ReLU,6528,8374479,543,1639,36.5,0.31134615384615383,0.266,0.07533823529411769,0.17233333333333334
input:3886_output:95_depth:3_arch:pyramid_batch:347.out,4,"[('linear', 1943, 7552441), ('ReLU', 1943, 0), ('linear', 971, 1887624), ('ReLU', 971, 0), ('linear', 485, 471420), ('ReLU', 485, 0), ('linear', 95, 46170)]",ReLU,6893,9957655,347,1663,37.81012658227848,0.33063636363636373,0.28698550724637667,0.07986956521739134,0.15307246376811598
input:1420_output:28_depth:9_arch:uniform_batch:257.out,10,"[('linear', 1420, 2017820), ('ReLU', 1420, 0), ('linear', 1420, 2017820), ('ReLU', 1420, 0), ('linear', 1420, 2017820), ('ReLU', 1420, 0), ('linear', 1420, 2017820), ('ReLU', 1420, 0), ('linear', 1420, 2017820), ('ReLU', 1420, 0), ('linear', 1420, 2017820), ('ReLU', 1420, 0), ('linear', 1420, 2017820), ('ReLU', 1420, 0), ('linear', 1420, 2017820), ('ReLU', 1420, 0), ('linear', 1420, 2017820), ('ReLU', 1420, 0), ('linear', 28, 39788)]",ReLU,25588,18200168,257,1911,57.74683544303797,0.5717692307692303,0.5271764705882351,0.1895294117647058,0.3099264705882354
input:2737_output:647_depth:5_arch:bottleneck_batch:132.out,7,"[('linear', 1368, 3745584), ('ReLU', 1368, 0), ('linear', 684, 936396), ('ReLU', 684, 0), ('linear', 647, 443195), ('ReLU', 647, 0), ('linear', 647, 419256), ('ReLU', 647, 0), ('linear', 647, 419256), ('ReLU', 647, 0), ('linear', 647, 419256), ('ReLU', 647, 0), ('linear', 647, 419256)]",ReLU,9927,6802199,132,1595,43.285714285714285,0.39788461538461556,0.28578571428571437,0.056699999999999987,0.09888405797101453
input:1929_output:322_depth:1_arch:pyramid_batch:547.out,2,"[('linear', 964, 1860520), ('ReLU', 964, 0), ('linear', 322, 310730)]",ReLU,2250,2171250,547,1515,26.192307692307693,0.2120897435897436,0.14097101449275357,0.02881159420289856,0.10698550724637686
input:3307_output:130_depth:7_arch:gradual_batch:622.out,8,"[('linear', 2854, 9441032), ('ReLU', 2854, 0), ('linear', 2401, 6854855), ('ReLU', 2401, 0), ('linear', 1948, 4679096), ('ReLU', 1948, 0), ('linear', 1495, 2913755), ('ReLU', 1495, 0), ('linear', 1042, 1558832), ('ReLU', 1042, 0), ('linear', 589, 614327), ('ReLU', 589, 0), ('linear', 136, 80240), ('ReLU', 136, 0), ('linear', 130, 17810)]",ReLU,21060,26159947,622,2009,55.139240506329116,0.5287012987012984,0.4898800000000001,0.16551351351351345,0.34615625000000005
input:64_output:7_depth:9_arch:pyramid_batch:576.out,10,"[('linear', 32, 2080), ('ReLU', 32, 0), ('linear', 16, 528), ('ReLU', 16, 0), ('linear', 8, 136), ('ReLU', 8, 0), ('linear', 7, 63), ('ReLU', 7, 0), ('linear', 7, 56), ('ReLU', 7, 0), ('linear', 7, 56), ('ReLU', 7, 0), ('linear', 7, 56), ('ReLU', 7, 0), ('linear', 7, 56), ('ReLU', 7, 0), ('linear', 7, 56), ('ReLU', 7, 0), ('linear', 7, 56)]",ReLU,203,3143,576,1451,21.844155844155843,0.2157948717948718,0.004686567164179108,0.0010000000000000007,0.0010000000000000007
input:3943_output:463_depth:7_arch:pyramid_batch:547.out,8,"[('linear', 1971, 7773624), ('ReLU', 1971, 0), ('linear', 985, 1942420), ('ReLU', 985, 0), ('linear', 492, 485112), ('ReLU', 492, 0), ('linear', 463, 228259), ('ReLU', 463, 0), ('linear', 463, 214832), ('ReLU', 463, 0), ('linear', 463, 214832), ('ReLU', 463, 0), ('linear', 463, 214832), ('ReLU', 463, 0), ('linear', 463, 214832)]",ReLU,11063,11288743,547,1707,38.037974683544306,0.33607792207792214,0.2953768115942029,0.0758840579710145,0.17655555555555555
input:1978_output:335_depth:8_arch:pyramid_batch:773.out,9,"[('linear', 989, 1957231), ('ReLU', 989, 0), ('linear', 494, 489060), ('ReLU', 494, 0), ('linear', 335, 165825), ('ReLU', 335, 0), ('linear', 335, 112560), ('ReLU', 335, 0), ('linear', 335, 112560), ('ReLU', 335, 0), ('linear', 335, 112560), ('ReLU', 335, 0), ('linear', 335, 112560), ('ReLU', 335, 0), ('linear', 335, 112560), ('ReLU', 335, 0), ('linear', 335, 112560)]",ReLU,7321,3287476,773,1553,35.246753246753244,0.31455128205128213,0.2177272727272728,0.044954545454545435,0.1444242424242424
input:993_output:221_depth:4_arch:uniform_batch:583.out,5,"[('linear', 993, 987042), ('ReLU', 993, 0), ('linear', 993, 987042), ('ReLU', 993, 0), ('linear', 993, 987042), ('ReLU', 993, 0), ('linear', 993, 987042), ('ReLU', 993, 0), ('linear', 221, 219674)]",ReLU,8165,4167842,583,1555,34.53947368421053,0.335923076923077,0.26816176470588243,0.06316176470588236,0.1839264705882353
input:338_output:80_depth:7_arch:gradual_batch:343.out,8,"[('linear', 302, 102378), ('ReLU', 302, 0), ('linear', 266, 80598), ('ReLU', 266, 0), ('linear', 230, 61410), ('ReLU', 230, 0), ('linear', 194, 44814), ('ReLU', 194, 0), ('linear', 158, 30810), ('ReLU', 158, 0), ('linear', 122, 19398), ('ReLU', 122, 0), ('linear', 86, 10578), ('ReLU', 86, 0), ('linear', 80, 6960)]",ReLU,2796,356946,343,1459,27.897435897435898,0.2658846153846154,0.08067164179104476,0.007582089552238811,0.022850746268656724
input:1353_output:45_depth:1_arch:gradual_batch:670.out,2,"[('linear', 45, 60930), ('ReLU', 45, 0), ('linear', 45, 2070)]",ReLU,135,63000,670,1453,12.948717948717949,0.08858974358974361,0.01201470588235295,0.0010000000000000007,0.0047205882352941205
input:2967_output:500_depth:10_arch:uniform_batch:554.out,11,"[('linear', 2967, 8806056), ('ReLU', 2967, 0), ('linear', 2967, 8806056), ('ReLU', 2967, 0), ('linear', 2967, 8806056), ('ReLU', 2967, 0), ('linear', 2967, 8806056), ('ReLU', 2967, 0), ('linear', 2967, 8806056), ('ReLU', 2967, 0), ('linear', 2967, 8806056), ('ReLU', 2967, 0), ('linear', 2967, 8806056), ('ReLU', 2967, 0), ('linear', 2967, 8806056), ('ReLU', 2967, 0), ('linear', 2967, 8806056), ('ReLU', 2967, 0), ('linear', 2967, 8806056), ('ReLU', 2967, 0), ('linear', 500, 1484000)]",ReLU,59840,89544560,554,3287,79.43589743589743,0.7775974025974027,0.780705882352941,0.2500294117647059,0.55725
input:3099_output:462_depth:6_arch:gradual_batch:238.out,7,"[('linear', 2660, 8246000), ('ReLU', 2660, 0), ('linear', 2221, 5910081), ('ReLU', 2221, 0), ('linear', 1782, 3959604), ('ReLU', 1782, 0), ('linear', 1343, 2394569), ('ReLU', 1343, 0), ('linear', 904, 1214976), ('ReLU', 904, 0), ('linear', 465, 420825), ('ReLU', 465, 0), ('linear', 462, 215292)]",ReLU,19212,22361347,238,1919,63.142857142857146,0.5944615384615383,0.5013823529411767,0.1993970588235294,0.2580298507462686
input:2283_output:214_depth:9_arch:pyramid_batch:309.out,10,"[('linear', 1141, 2606044), ('ReLU', 1141, 0), ('linear', 570, 650940), ('ReLU', 570, 0), ('linear', 285, 162735), ('ReLU', 285, 0), ('linear', 214, 61204), ('ReLU', 214, 0), ('linear', 214, 46010), ('ReLU', 214, 0), ('linear', 214, 46010), ('ReLU', 214, 0), ('linear', 214, 46010), ('ReLU', 214, 0), ('linear', 214, 46010), ('ReLU', 214, 0), ('linear', 214, 46010), ('ReLU', 214, 0), ('linear', 214, 46010)]",ReLU,6774,3756983,309,1541,37.48717948717949,0.3381282051282052,0.19779411764705884,0.030852941176470566,0.09815942028985505
input:1986_output:487_depth:7_arch:gradual_batch:402.out,8,"[('linear', 1772, 3520964), ('ReLU', 1772, 0), ('linear', 1558, 2762334), ('ReLU', 1558, 0), ('linear', 1344, 2095296), ('ReLU', 1344, 0), ('linear', 1130, 1519850), ('ReLU', 1130, 0), ('linear', 916, 1035996), ('ReLU', 916, 0), ('linear', 702, 643734), ('ReLU', 702, 0), ('linear', 488, 343064), ('ReLU', 488, 0), ('linear', 487, 238143)]",ReLU,16307,12159381,402,1741,47.24050632911393,0.4446923076923076,0.3831830985915492,0.11056338028169013,0.2273521126760563
input:3819_output:345_depth:7_arch:uniform_batch:38.out,8,"[('linear', 3819, 14588580), ('ReLU', 3819, 0), ('linear', 3819, 14588580), ('ReLU', 3819, 0), ('linear', 3819, 14588580), ('ReLU', 3819, 0), ('linear', 3819, 14588580), ('ReLU', 3819, 0), ('linear', 3819, 14588580), ('ReLU', 3819, 0), ('linear', 3819, 14588580), ('ReLU', 3819, 0), ('linear', 3819, 14588580), ('ReLU', 3819, 0), ('linear', 345, 1317900)]",ReLU,53811,103437960,38,3457,89.56410256410257,0.889090909090909,0.8260895522388061,0.4394925373134332,0.21427272727272717
input:526_output:4_depth:2_arch:gradual_batch:508.out,3,"[('linear', 265, 139655), ('ReLU', 265, 0), ('linear', 4, 1064), ('ReLU', 4, 0), ('linear', 4, 20)]",ReLU,542,140739,508,1455,17.153846153846153,0.1457307692307692,0.020132352941176462,0.0024264705882352956,0.00942028985507247
input:908_output:170_depth:8_arch:bottleneck_batch:264.out,10,"[('linear', 454, 412686), ('ReLU', 454, 0), ('linear', 227, 103285), ('ReLU', 227, 0), ('linear', 170, 38760), ('ReLU', 170, 0), ('linear', 170, 29070), ('ReLU', 170, 0), ('linear', 170, 29070), ('ReLU', 170, 0), ('linear', 170, 29070), ('ReLU', 170, 0), ('linear', 170, 29070), ('ReLU', 170, 0), ('linear', 170, 29070), ('ReLU', 170, 0), ('linear', 170, 29070), ('ReLU', 170, 0), ('linear', 170, 29070)]",ReLU,3912,758221,264,1479,35.98701298701299,0.33794805194805194,0.11095522388059714,0.012776119402985084,0.03786363636363636
input:2430_output:136_depth:8_arch:bottleneck_batch:380.out,10,"[('linear', 1215, 2953665), ('ReLU', 1215, 0), ('linear', 607, 738112), ('ReLU', 607, 0), ('linear', 303, 184224), ('ReLU', 303, 0), ('linear', 151, 45904), ('ReLU', 151, 0), ('linear', 136, 20672), ('ReLU', 136, 0), ('linear', 136, 18632), ('ReLU', 136, 0), ('linear', 136, 18632), ('ReLU', 136, 0), ('linear', 136, 18632), ('ReLU', 136, 0), ('linear', 136, 18632), ('ReLU', 136, 0), ('linear', 136, 18632)]",ReLU,6048,4035737,380,1541,37.32051282051282,0.32776923076923103,0.19810294117647076,0.04802941176470587,0.11318181818181823
input:1817_output:285_depth:6_arch:uniform_batch:895.out,7,"[('linear', 1817, 3303306), ('ReLU', 1817, 0), ('linear', 1817, 3303306), ('ReLU', 1817, 0), ('linear', 1817, 3303306), ('ReLU', 1817, 0), ('linear', 1817, 3303306), ('ReLU', 1817, 0), ('linear', 1817, 3303306), ('ReLU', 1817, 0), ('linear', 1817, 3303306), ('ReLU', 1817, 0), ('linear', 285, 518130)]",ReLU,22089,20337966,895,1913,50.08974358974359,0.4789615384615383,0.4662571428571429,0.11800000000000005,0.355774647887324
input:3927_output:685_depth:7_arch:uniform_batch:503.out,8,"[('linear', 3927, 15425256), ('ReLU', 3927, 0), ('linear', 3927, 15425256), ('ReLU', 3927, 0), ('linear', 3927, 15425256), ('ReLU', 3927, 0), ('linear', 3927, 15425256), ('ReLU', 3927, 0), ('linear', 3927, 15425256), ('ReLU', 3927, 0), ('linear', 3927, 15425256), ('ReLU', 3927, 0), ('linear', 3927, 15425256), ('ReLU', 3927, 0), ('linear', 685, 2690680)]",ReLU,55663,110667472,503,3683,81.44155844155844,0.8021948051948052,0.7750615384615385,0.2957076923076922,0.5339855072463767
input:3411_output:371_depth:4_arch:bottleneck_batch:904.out,6,"[('linear', 1705, 5817460), ('ReLU', 1705, 0), ('linear', 852, 1453512), ('ReLU', 852, 0), ('linear', 426, 363378), ('ReLU', 426, 0), ('linear', 371, 158417), ('ReLU', 371, 0), ('linear', 371, 138012), ('ReLU', 371, 0), ('linear', 371, 138012)]",ReLU,7821,8068791,904,1659,34.64102564102564,0.3064935064935065,0.2683970588235292,0.07225,0.19962686567164167
input:3229_output:753_depth:9_arch:gradual_batch:88.out,10,"[('linear', 2954, 9541420), ('ReLU', 2954, 0), ('linear', 2679, 7916445), ('ReLU', 2679, 0), ('linear', 2404, 6442720), ('ReLU', 2404, 0), ('linear', 2129, 5120245), ('ReLU', 2129, 0), ('linear', 1854, 3949020), ('ReLU', 1854, 0), ('linear', 1579, 2929045), ('ReLU', 1579, 0), ('linear', 1304, 2060320), ('ReLU', 1304, 0), ('linear', 1029, 1342845), ('ReLU', 1029, 0), ('linear', 754, 776620), ('ReLU', 754, 0), ('linear', 753, 568515)]",ReLU,34125,40647195,88,2279,77.50632911392405,0.7749999999999997,0.6774285714285712,0.31954285714285735,0.22054166666666672
input:62_output:5_depth:1_arch:gradual_batch:5.out,2,"[('linear', 5, 315), ('ReLU', 5, 0), ('linear', 5, 30)]",ReLU,15,345,5,1451,20.40506329113924,0.19744871794871796,0.0020000000000000013,0,0
input:3652_output:527_depth:8_arch:uniform_batch:936.out,9,"[('linear', 3652, 13340756), ('ReLU', 3652, 0), ('linear', 3652, 13340756), ('ReLU', 3652, 0), ('linear', 3652, 13340756), ('ReLU', 3652, 0), ('linear', 3652, 13340756), ('ReLU', 3652, 0), ('linear', 3652, 13340756), ('ReLU', 3652, 0), ('linear', 3652, 13340756), ('ReLU', 3652, 0), ('linear', 3652, 13340756), ('ReLU', 3652, 0), ('linear', 3652, 13340756), ('ReLU', 3652, 0), ('linear', 527, 1925131)]",ReLU,58959,108651179,936,3721,78.2948717948718,0.7779480519480523,0.7372428571428572,0.3208714285714287,0.5943043478260869
input:1019_output:148_depth:1_arch:pyramid_batch:412.out,2,"[('linear', 509, 519180), ('ReLU', 509, 0), ('linear', 148, 75480)]",ReLU,1166,594660,412,1475,18.397435897435898,0.15705194805194803,0.057149253731343296,0.009358208955223888,0.031757142857142845
input:3247_output:15_depth:8_arch:gradual_batch:354.out,9,"[('linear', 2843, 9234064), ('ReLU', 2843, 0), ('linear', 2439, 6936516), ('ReLU', 2439, 0), ('linear', 2035, 4965400), ('ReLU', 2035, 0), ('linear', 1631, 3320716), ('ReLU', 1631, 0), ('linear', 1227, 2002464), ('ReLU', 1227, 0), ('linear', 823, 1010644), ('ReLU', 823, 0), ('linear', 419, 345256), ('ReLU', 419, 0), ('linear', 15, 6300), ('ReLU', 15, 0), ('linear', 15, 240)]",ReLU,22879,27821600,354,2025,61.924050632911396,0.6012077922077923,0.5521408450704227,0.19387323943661974,0.32131343283582103
input:190_output:32_depth:5_arch:pyramid_batch:580.out,6,"[('linear', 95, 18145), ('ReLU', 95, 0), ('linear', 47, 4512), ('ReLU', 47, 0), ('linear', 32, 1536), ('ReLU', 32, 0), ('linear', 32, 1056), ('ReLU', 32, 0), ('linear', 32, 1056), ('ReLU', 32, 0), ('linear', 32, 1056)]",ReLU,508,27361,580,1453,15.064102564102564,0.1379610389610389,0.01300000000000001,0.0010000000000000007,0.0020000000000000013
input:3844_output:696_depth:7_arch:pyramid_batch:776.out,8,"[('linear', 1922, 7390090), ('ReLU', 1922, 0), ('linear', 961, 1848003), ('ReLU', 961, 0), ('linear', 696, 669552), ('ReLU', 696, 0), ('linear', 696, 485112), ('ReLU', 696, 0), ('linear', 696, 485112), ('ReLU', 696, 0), ('linear', 696, 485112), ('ReLU', 696, 0), ('linear', 696, 485112), ('ReLU', 696, 0), ('linear', 696, 485112)]",ReLU,13422,12333205,776,1727,37.75949367088607,0.32725641025641006,0.2966176470588236,0.08785294117647062,0.19869117647058823
input:1666_output:409_depth:5_arch:bottleneck_batch:668.out,7,"[('linear', 833, 1388611), ('ReLU', 833, 0), ('linear', 416, 346944), ('ReLU', 416, 0), ('linear', 409, 170553), ('ReLU', 409, 0), ('linear', 409, 167690), ('ReLU', 409, 0), ('linear', 409, 167690), ('ReLU', 409, 0), ('linear', 409, 167690), ('ReLU', 409, 0), ('linear', 409, 167690)]",ReLU,6179,2576868,668,1527,36.298701298701296,0.32151948051948065,0.1996923076923077,0.0329230769230769,0.1256615384615385
