Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A
input:1259_output:79_depth:8_arch:pyramid_batch:717.out,9,"[('linear', 629, 792540), ('ReLU', 629, 0), ('linear', 314, 197820), ('ReLU', 314, 0), ('linear', 157, 49455), ('ReLU', 157, 0), ('linear', 79, 12482), ('ReLU', 79, 0), ('linear', 79, 6320), ('ReLU', 79, 0), ('linear', 79, 6320), ('ReLU', 79, 0), ('linear', 79, 6320), ('ReLU', 79, 0), ('linear', 79, 6320), ('ReLU', 79, 0), ('linear', 79, 6320)]",ReLU,3069,1083897,717,1479,25.653846153846153,0.22060256410256415,0.09972727272727279,0.014621212121212132,0.05603076923076923
input:3503_output:95_depth:9_arch:uniform_batch:270.out,10,"[('linear', 3503, 12274512), ('ReLU', 3503, 0), ('linear', 3503, 12274512), ('ReLU', 3503, 0), ('linear', 3503, 12274512), ('ReLU', 3503, 0), ('linear', 3503, 12274512), ('ReLU', 3503, 0), ('linear', 3503, 12274512), ('ReLU', 3503, 0), ('linear', 3503, 12274512), ('ReLU', 3503, 0), ('linear', 3503, 12274512), ('ReLU', 3503, 0), ('linear', 3503, 12274512), ('ReLU', 3503, 0), ('linear', 3503, 12274512), ('ReLU', 3503, 0), ('linear', 95, 332880)]",ReLU,63149,110803488,270,3679,84.94871794871794,0.8397662337662338,0.7920571428571429,0.33285714285714274,0.45394029850746265
input:61_output:12_depth:5_arch:pyramid_batch:777.out,6,"[('linear', 30, 1860), ('ReLU', 30, 0), ('linear', 15, 465), ('ReLU', 15, 0), ('linear', 12, 192), ('ReLU', 12, 0), ('linear', 12, 156), ('ReLU', 12, 0), ('linear', 12, 156), ('ReLU', 12, 0), ('linear', 12, 156)]",ReLU,174,2985,777,1451,14.558441558441558,0.1407820512820513,0.004470588235294121,0.0010000000000000007,0.0010000000000000007
input:2039_output:479_depth:1_arch:uniform_batch:239.out,2,"[('linear', 2039, 4159560), ('ReLU', 2039, 0), ('linear', 479, 977160)]",ReLU,4557,5136720,239,1553,36.14102564102564,0.33906410256410247,0.2403823529411764,0.05113235294117649,0.13154545454545458
input:1428_output:311_depth:9_arch:gradual_batch:7.out,10,"[('linear', 1304, 1863416), ('ReLU', 1304, 0), ('linear', 1180, 1539900), ('ReLU', 1180, 0), ('linear', 1056, 1247136), ('ReLU', 1056, 0), ('linear', 932, 985124), ('ReLU', 932, 0), ('linear', 808, 753864), ('ReLU', 808, 0), ('linear', 684, 553356), ('ReLU', 684, 0), ('linear', 560, 383600), ('ReLU', 560, 0), ('linear', 436, 244596), ('ReLU', 436, 0), ('linear', 312, 136344), ('ReLU', 312, 0), ('linear', 311, 97343)]",ReLU,14855,7804679,7,1619,38.12658227848101,0.3795128205128204,0.22947222222222224,0.05374999999999994,0.033984848484848486
input:3783_output:605_depth:7_arch:gradual_batch:623.out,8,"[('linear', 3329, 12596936), ('ReLU', 3329, 0), ('linear', 2875, 9573750), ('ReLU', 2875, 0), ('linear', 2421, 6962796), ('ReLU', 2421, 0), ('linear', 1967, 4764074), ('ReLU', 1967, 0), ('linear', 1513, 2977584), ('ReLU', 1513, 0), ('linear', 1059, 1603326), ('ReLU', 1059, 0), ('linear', 605, 641300), ('ReLU', 605, 0), ('linear', 605, 366630)]",ReLU,28143,39486396,623,2271,63.51898734177215,0.6080649350649352,0.5757567567567566,0.21135135135135136,0.41120833333333345
input:2477_output:163_depth:3_arch:bottleneck_batch:654.out,5,"[('linear', 1238, 3067764), ('ReLU', 1238, 0), ('linear', 619, 766941), ('ReLU', 619, 0), ('linear', 309, 191580), ('ReLU', 309, 0), ('linear', 163, 50530), ('ReLU', 163, 0), ('linear', 163, 26732)]",ReLU,4821,4103547,654,1559,35.87179487179487,0.30834615384615377,0.23378260869565212,0.044550724637681186,0.16836923076923083
input:2643_output:140_depth:4_arch:gradual_batch:860.out,5,"[('linear', 2018, 5335592), ('ReLU', 2018, 0), ('linear', 1393, 2812467), ('ReLU', 1393, 0), ('linear', 768, 1070592), ('ReLU', 768, 0), ('linear', 143, 109967), ('ReLU', 143, 0), ('linear', 140, 20160)]",ReLU,8784,9348778,860,1683,35.85897435897436,0.3169999999999998,0.2897313432835822,0.08902985074626868,0.21668656716417914
input:1119_output:86_depth:3_arch:bottleneck_batch:208.out,5,"[('linear', 559, 626080), ('ReLU', 559, 0), ('linear', 279, 156240), ('ReLU', 279, 0), ('linear', 139, 38920), ('ReLU', 139, 0), ('linear', 86, 12040), ('ReLU', 86, 0), ('linear', 86, 7482)]",ReLU,2212,840762,208,1477,34.38461538461539,0.3190769230769231,0.08879411764705887,0.011632352941176477,0.03589855072463766
input:2520_output:46_depth:7_arch:gradual_batch:802.out,8,"[('linear', 2167, 5463007), ('ReLU', 2167, 0), ('linear', 1814, 3932752), ('ReLU', 1814, 0), ('linear', 1461, 2651715), ('ReLU', 1461, 0), ('linear', 1108, 1619896), ('ReLU', 1108, 0), ('linear', 755, 837295), ('ReLU', 755, 0), ('linear', 402, 303912), ('ReLU', 402, 0), ('linear', 49, 19747), ('ReLU', 49, 0), ('linear', 46, 2300)]",ReLU,15558,14830624,802,1793,44.285714285714285,0.40425974025974015,0.37876470588235295,0.10952941176470592,0.26244927536231877
input:1316_output:68_depth:9_arch:gradual_batch:362.out,10,"[('linear', 1178, 1551426), ('ReLU', 1178, 0), ('linear', 1040, 1226160), ('ReLU', 1040, 0), ('linear', 902, 938982), ('ReLU', 902, 0), ('linear', 764, 689892), ('ReLU', 764, 0), ('linear', 626, 478890), ('ReLU', 626, 0), ('linear', 488, 305976), ('ReLU', 488, 0), ('linear', 350, 171150), ('ReLU', 350, 0), ('linear', 212, 74412), ('ReLU', 212, 0), ('linear', 74, 15762), ('ReLU', 74, 0), ('linear', 68, 5100)]",ReLU,11336,5457750,362,1579,36.90909090909091,0.34657142857142853,0.241943661971831,0.05907042253521123,0.13832394366197187
input:1560_output:221_depth:6_arch:bottleneck_batch:738.out,8,"[('linear', 780, 1217580), ('ReLU', 780, 0), ('linear', 390, 304590), ('ReLU', 390, 0), ('linear', 221, 86411), ('ReLU', 221, 0), ('linear', 221, 49062), ('ReLU', 221, 0), ('linear', 221, 49062), ('ReLU', 221, 0), ('linear', 221, 49062), ('ReLU', 221, 0), ('linear', 221, 49062), ('ReLU', 221, 0), ('linear', 221, 49062)]",ReLU,4771,1853891,738,1501,30.21794871794872,0.26420779220779217,0.15667692307692307,0.02936923076923078,0.09683333333333337
input:81_output:10_depth:8_arch:gradual_batch:178.out,9,"[('linear', 73, 5986), ('ReLU', 73, 0), ('linear', 65, 4810), ('ReLU', 65, 0), ('linear', 57, 3762), ('ReLU', 57, 0), ('linear', 49, 2842), ('ReLU', 49, 0), ('linear', 41, 2050), ('ReLU', 41, 0), ('linear', 33, 1386), ('ReLU', 33, 0), ('linear', 25, 850), ('ReLU', 25, 0), ('linear', 17, 442), ('ReLU', 17, 0), ('linear', 10, 180)]",ReLU,730,22308,178,1451,29.285714285714285,0.28751948051948045,0.012439393939393948,0.0010000000000000007,0.0019852941176470604
input:893_output:70_depth:4_arch:gradual_batch:334.out,5,"[('linear', 688, 615072), ('ReLU', 688, 0), ('linear', 483, 332787), ('ReLU', 483, 0), ('linear', 278, 134552), ('ReLU', 278, 0), ('linear', 73, 20367), ('ReLU', 73, 0), ('linear', 70, 5180)]",ReLU,3114,1107958,334,1477,33.714285714285715,0.3108961038961037,0.11507246376811597,0.018768115942028988,0.06043478260869566
input:2390_output:229_depth:8_arch:bottleneck_batch:643.out,10,"[('linear', 1195, 2857245), ('ReLU', 1195, 0), ('linear', 597, 714012), ('ReLU', 597, 0), ('linear', 298, 178204), ('ReLU', 298, 0), ('linear', 229, 68471), ('ReLU', 229, 0), ('linear', 229, 52670), ('ReLU', 229, 0), ('linear', 229, 52670), ('ReLU', 229, 0), ('linear', 229, 52670), ('ReLU', 229, 0), ('linear', 229, 52670), ('ReLU', 229, 0), ('linear', 229, 52670), ('ReLU', 229, 0), ('linear', 229, 52670)]",ReLU,7157,4133952,643,1557,36.675324675324674,0.32014102564102576,0.2267727272727273,0.045742424242424244,0.14889393939393938
input:3478_output:791_depth:5_arch:uniform_batch:509.out,6,"[('linear', 3478, 12099962), ('ReLU', 3478, 0), ('linear', 3478, 12099962), ('ReLU', 3478, 0), ('linear', 3478, 12099962), ('ReLU', 3478, 0), ('linear', 3478, 12099962), ('ReLU', 3478, 0), ('linear', 3478, 12099962), ('ReLU', 3478, 0), ('linear', 791, 2751889)]",ReLU,35571,63251699,509,2765,75.62820512820512,0.7316753246753249,0.6984729729729734,0.2872972972972973,0.4621232876712328
input:334_output:65_depth:9_arch:pyramid_batch:96.out,10,"[('linear', 167, 55945), ('ReLU', 167, 0), ('linear', 83, 13944), ('ReLU', 83, 0), ('linear', 65, 5460), ('ReLU', 65, 0), ('linear', 65, 4290), ('ReLU', 65, 0), ('linear', 65, 4290), ('ReLU', 65, 0), ('linear', 65, 4290), ('ReLU', 65, 0), ('linear', 65, 4290), ('ReLU', 65, 0), ('linear', 65, 4290), ('ReLU', 65, 0), ('linear', 65, 4290), ('ReLU', 65, 0), ('linear', 65, 4290)]",ReLU,1475,105379,96,1453,37.6025641025641,0.36589743589743595,0.02289705882352939,0.0019852941176470604,0.004000000000000003
input:2603_output:528_depth:1_arch:gradual_batch:230.out,2,"[('linear', 528, 1374912), ('ReLU', 528, 0), ('linear', 528, 279312)]",ReLU,1584,1654224,230,1493,30.974025974025974,0.25503896103896095,0.12443939393939396,0.021166666666666677,0.0747121212121212
input:1497_output:33_depth:9_arch:gradual_batch:812.out,10,"[('linear', 1335, 1999830), ('ReLU', 1335, 0), ('linear', 1173, 1567128), ('ReLU', 1173, 0), ('linear', 1011, 1186914), ('ReLU', 1011, 0), ('linear', 849, 859188), ('ReLU', 849, 0), ('linear', 687, 583950), ('ReLU', 687, 0), ('linear', 525, 361200), ('ReLU', 525, 0), ('linear', 363, 190938), ('ReLU', 363, 0), ('linear', 201, 73164), ('ReLU', 201, 0), ('linear', 39, 7878), ('ReLU', 39, 0), ('linear', 33, 1320)]",ReLU,12399,6831510,812,1597,36.26923076923077,0.34085714285714286,0.2810298507462687,0.06468656716417906,0.19501408450704222
input:2565_output:273_depth:3_arch:uniform_batch:445.out,4,"[('linear', 2565, 6581790), ('ReLU', 2565, 0), ('linear', 2565, 6581790), ('ReLU', 2565, 0), ('linear', 2565, 6581790), ('ReLU', 2565, 0), ('linear', 273, 700518)]",ReLU,15663,20445888,445,1887,54.896103896103895,0.518961038961039,0.5063823529411764,0.20091176470588243,0.30792957746478883
input:2623_output:621_depth:6_arch:gradual_batch:847.out,7,"[('linear', 2290, 6008960), ('ReLU', 2290, 0), ('linear', 1957, 4483487), ('ReLU', 1957, 0), ('linear', 1624, 3179792), ('ReLU', 1624, 0), ('linear', 1291, 2097875), ('ReLU', 1291, 0), ('linear', 958, 1237736), ('ReLU', 958, 0), ('linear', 625, 599375), ('ReLU', 625, 0), ('linear', 621, 388746)]",ReLU,18111,17995971,847,1865,47.58227848101266,0.4372820512820512,0.4099863013698629,0.14498630136986296,0.30941791044776135
input:3694_output:129_depth:5_arch:uniform_batch:117.out,6,"[('linear', 3694, 13649330), ('ReLU', 3694, 0), ('linear', 3694, 13649330), ('ReLU', 3694, 0), ('linear', 3694, 13649330), ('ReLU', 3694, 0), ('linear', 3694, 13649330), ('ReLU', 3694, 0), ('linear', 3694, 13649330), ('ReLU', 3694, 0), ('linear', 129, 476655)]",ReLU,37069,68723305,117,2821,82.17948717948718,0.8067272727272731,0.7579420289855072,0.38813235294117665,0.3174347826086958
input:1287_output:270_depth:3_arch:uniform_batch:126.out,4,"[('linear', 1287, 1657656), ('ReLU', 1287, 0), ('linear', 1287, 1657656), ('ReLU', 1287, 0), ('linear', 1287, 1657656), ('ReLU', 1287, 0), ('linear', 270, 347760)]",ReLU,7992,5320728,126,1575,41.76923076923077,0.3949358974358974,0.2713857142857144,0.057699999999999946,0.09668115942028996
input:288_output:50_depth:6_arch:pyramid_batch:622.out,7,"[('linear', 144, 41616), ('ReLU', 144, 0), ('linear', 72, 10440), ('ReLU', 72, 0), ('linear', 50, 3650), ('ReLU', 50, 0), ('linear', 50, 2550), ('ReLU', 50, 0), ('linear', 50, 2550), ('ReLU', 50, 0), ('linear', 50, 2550), ('ReLU', 50, 0), ('linear', 50, 2550)]",ReLU,882,65906,622,1455,16.03846153846154,0.15354545454545454,0.02665151515151515,0.0020151515151515167,0.005640625000000003
input:1978_output:178_depth:2_arch:gradual_batch:459.out,3,"[('linear', 1078, 2133362), ('ReLU', 1078, 0), ('linear', 178, 192062), ('ReLU', 178, 0), ('linear', 178, 31862)]",ReLU,2690,2357286,459,1515,30.205128205128204,0.25279487179487187,0.1573731343283582,0.03164179104477612,0.10820895522388059
input:1935_output:321_depth:3_arch:uniform_batch:319.out,4,"[('linear', 1935, 3746160), ('ReLU', 1935, 0), ('linear', 1935, 3746160), ('ReLU', 1935, 0), ('linear', 1935, 3746160), ('ReLU', 1935, 0), ('linear', 321, 621456)]",ReLU,11931,11859936,319,1713,47.83116883116883,0.44583333333333347,0.4102394366197185,0.12811267605633794,0.23247142857142852
input:3360_output:824_depth:3_arch:pyramid_batch:343.out,4,"[('linear', 1680, 5646480), ('ReLU', 1680, 0), ('linear', 840, 1412040), ('ReLU', 840, 0), ('linear', 824, 692984), ('ReLU', 824, 0), ('linear', 824, 679800)]",ReLU,7512,8431304,343,1641,37.80769230769231,0.32592307692307687,0.2777971014492755,0.06685507246376808,0.15552941176470592
input:3911_output:783_depth:7_arch:gradual_batch:393.out,8,"[('linear', 3465, 13555080), ('ReLU', 3465, 0), ('linear', 3019, 10463854), ('ReLU', 3019, 0), ('linear', 2573, 7770460), ('ReLU', 2573, 0), ('linear', 2127, 5474898), ('ReLU', 2127, 0), ('linear', 1681, 3577168), ('ReLU', 1681, 0), ('linear', 1235, 2077270), ('ReLU', 1235, 0), ('linear', 789, 975204), ('ReLU', 789, 0), ('linear', 783, 618570)]",ReLU,30561,44512504,393,2341,69.0253164556962,0.6728311688311687,0.6148142857142858,0.25040579710144933,0.39038571428571417
input:175_output:30_depth:1_arch:pyramid_batch:541.out,2,"[('linear', 87, 15312), ('ReLU', 87, 0), ('linear', 30, 2640)]",ReLU,204,17952,541,1453,8.333333333333334,0.07403896103896103,0.007906250000000005,0.0010000000000000007,0.0016875000000000013
input:666_output:24_depth:7_arch:gradual_batch:862.out,8,"[('linear', 575, 383525), ('ReLU', 575, 0), ('linear', 484, 278784), ('ReLU', 484, 0), ('linear', 393, 190605), ('ReLU', 393, 0), ('linear', 302, 118988), ('ReLU', 302, 0), ('linear', 211, 63933), ('ReLU', 211, 0), ('linear', 120, 25440), ('ReLU', 120, 0), ('linear', 29, 3509), ('ReLU', 29, 0), ('linear', 24, 720)]",ReLU,4252,1065504,862,1481,25.94871794871795,0.23573076923076938,0.12027692307692307,0.021723076923076925,0.07421538461538461
input:3791_output:934_depth:6_arch:pyramid_batch:188.out,7,"[('linear', 1895, 7185840), ('ReLU', 1895, 0), ('linear', 947, 1795512), ('ReLU', 947, 0), ('linear', 934, 885432), ('ReLU', 934, 0), ('linear', 934, 873290), ('ReLU', 934, 0), ('linear', 934, 873290), ('ReLU', 934, 0), ('linear', 934, 873290), ('ReLU', 934, 0), ('linear', 934, 873290)]",ReLU,14090,13359944,188,1739,52.4025974025974,0.4775064935064933,0.4039857142857144,0.12478571428571435,0.17481159420289863
input:120_output:11_depth:3_arch:gradual_batch:10.out,4,"[('linear', 84, 10164), ('ReLU', 84, 0), ('linear', 48, 4080), ('ReLU', 48, 0), ('linear', 12, 588), ('ReLU', 12, 0), ('linear', 11, 143)]",ReLU,299,14975,10,1451,25.115384615384617,0.24544871794871811,0.003969696969696972,0.0010000000000000007,0
input:1184_output:70_depth:9_arch:bottleneck_batch:884.out,11,"[('linear', 592, 701520), ('ReLU', 592, 0), ('linear', 296, 175528), ('ReLU', 296, 0), ('linear', 148, 43956), ('ReLU', 148, 0), ('linear', 74, 11026), ('ReLU', 74, 0), ('linear', 70, 5250), ('ReLU', 70, 0), ('linear', 70, 4970), ('ReLU', 70, 0), ('linear', 70, 4970), ('ReLU', 70, 0), ('linear', 70, 4970), ('ReLU', 70, 0), ('linear', 70, 4970), ('ReLU', 70, 0), ('linear', 70, 4970), ('ReLU', 70, 0), ('linear', 70, 4970)]",ReLU,3130,967100,884,1479,24.935897435897434,0.2180779220779221,0.0989857142857143,0.014442857142857155,0.05508695652173912
input:2179_output:119_depth:3_arch:pyramid_batch:894.out,4,"[('linear', 1089, 2374020), ('ReLU', 1089, 0), ('linear', 544, 592960), ('ReLU', 544, 0), ('linear', 272, 148240), ('ReLU', 272, 0), ('linear', 119, 32487)]",ReLU,3929,3147707,894,1537,29.94871794871795,0.25137179487179473,0.18637142857142858,0.0401,0.14160869565217396
input:710_output:155_depth:8_arch:bottleneck_batch:979.out,10,"[('linear', 355, 252405), ('ReLU', 355, 0), ('linear', 177, 63012), ('ReLU', 177, 0), ('linear', 155, 27590), ('ReLU', 155, 0), ('linear', 155, 24180), ('ReLU', 155, 0), ('linear', 155, 24180), ('ReLU', 155, 0), ('linear', 155, 24180), ('ReLU', 155, 0), ('linear', 155, 24180), ('ReLU', 155, 0), ('linear', 155, 24180), ('ReLU', 155, 0), ('linear', 155, 24180), ('ReLU', 155, 0), ('linear', 155, 24180)]",ReLU,3389,512267,979,1485,20.576923076923077,0.1897532467532468,0.07839999999999998,0.011476923076923084,0.03580597014925373
input:3339_output:506_depth:2_arch:pyramid_batch:135.out,3,"[('linear', 1669, 5574460), ('ReLU', 1669, 0), ('linear', 834, 1392780), ('ReLU', 834, 0), ('linear', 506, 422510)]",ReLU,5512,7389750,135,1605,44.8051948051948,0.4002337662337664,0.3270142857142857,0.07088571428571426,0.11320000000000009
input:3020_output:364_depth:9_arch:gradual_batch:51.out,10,"[('linear', 2725, 8232225), ('ReLU', 2725, 0), ('linear', 2430, 6624180), ('ReLU', 2430, 0), ('linear', 2135, 5190185), ('ReLU', 2135, 0), ('linear', 1840, 3930240), ('ReLU', 1840, 0), ('linear', 1545, 2844345), ('ReLU', 1545, 0), ('linear', 1250, 1932500), ('ReLU', 1250, 0), ('linear', 955, 1194705), ('ReLU', 955, 0), ('linear', 660, 630960), ('ReLU', 660, 0), ('linear', 365, 241265), ('ReLU', 365, 0), ('linear', 364, 133224)]",ReLU,28174,30953829,51,2079,70.31168831168831,0.691532467532467,0.5953188405797102,0.2612028985507247,0.15004411764705888
input:2754_output:469_depth:4_arch:gradual_batch:566.out,5,"[('linear', 2183, 6014165), ('ReLU', 2183, 0), ('linear', 1612, 3520608), ('ReLU', 1612, 0), ('linear', 1041, 1679133), ('ReLU', 1041, 0), ('linear', 470, 489740), ('ReLU', 470, 0), ('linear', 469, 220899)]",ReLU,11081,11924545,566,1719,41.94805194805195,0.3667402597402598,0.33688571428571434,0.10694285714285717,0.21514492753623193
input:670_output:35_depth:4_arch:uniform_batch:411.out,5,"[('linear', 670, 449570), ('ReLU', 670, 0), ('linear', 670, 449570), ('ReLU', 670, 0), ('linear', 670, 449570), ('ReLU', 670, 0), ('linear', 670, 449570), ('ReLU', 670, 0), ('linear', 35, 23485)]",ReLU,5395,1821765,411,1491,34.14102564102564,0.3219743589743591,0.18172058823529408,0.032176470588235306,0.10830434782608708
input:2253_output:366_depth:10_arch:pyramid_batch:718.out,11,"[('linear', 1126, 2538004), ('ReLU', 1126, 0), ('linear', 563, 634501), ('ReLU', 563, 0), ('linear', 366, 206424), ('ReLU', 366, 0), ('linear', 366, 134322), ('ReLU', 366, 0), ('linear', 366, 134322), ('ReLU', 366, 0), ('linear', 366, 134322), ('ReLU', 366, 0), ('linear', 366, 134322), ('ReLU', 366, 0), ('linear', 366, 134322), ('ReLU', 366, 0), ('linear', 366, 134322), ('ReLU', 366, 0), ('linear', 366, 134322), ('ReLU', 366, 0), ('linear', 366, 134322)]",ReLU,9600,4453505,718,1561,34.82051282051282,0.31637662337662326,0.23767164179104483,0.04816417910447762,0.1558939393939394
input:1376_output:331_depth:10_arch:bottleneck_batch:794.out,12,"[('linear', 688, 947376), ('ReLU', 688, 0), ('linear', 344, 237016), ('ReLU', 344, 0), ('linear', 331, 114195), ('ReLU', 331, 0), ('linear', 331, 109892), ('ReLU', 331, 0), ('linear', 331, 109892), ('ReLU', 331, 0), ('linear', 331, 109892), ('ReLU', 331, 0), ('linear', 331, 109892), ('ReLU', 331, 0), ('linear', 331, 109892), ('ReLU', 331, 0), ('linear', 331, 109892), ('ReLU', 331, 0), ('linear', 331, 109892), ('ReLU', 331, 0), ('linear', 331, 109892), ('ReLU', 331, 0), ('linear', 331, 109892)]",ReLU,8353,2287615,794,1521,35.53846153846154,0.332181818181818,0.20030434782608691,0.04097101449275363,0.11605797101449276
input:642_output:121_depth:9_arch:pyramid_batch:706.out,10,"[('linear', 321, 206403), ('ReLU', 321, 0), ('linear', 160, 51520), ('ReLU', 160, 0), ('linear', 121, 19481), ('ReLU', 121, 0), ('linear', 121, 14762), ('ReLU', 121, 0), ('linear', 121, 14762), ('ReLU', 121, 0), ('linear', 121, 14762), ('ReLU', 121, 0), ('linear', 121, 14762), ('ReLU', 121, 0), ('linear', 121, 14762), ('ReLU', 121, 0), ('linear', 121, 14762), ('ReLU', 121, 0), ('linear', 121, 14762)]",ReLU,2777,380738,706,1461,20.961038961038962,0.19011688311688313,0.07404687499999998,0.008281250000000004,0.025184615384615385
input:1981_output:82_depth:4_arch:bottleneck_batch:727.out,6,"[('linear', 990, 1962180), ('ReLU', 990, 0), ('linear', 495, 490545), ('ReLU', 495, 0), ('linear', 247, 122512), ('ReLU', 247, 0), ('linear', 123, 30504), ('ReLU', 123, 0), ('linear', 82, 10168), ('ReLU', 82, 0), ('linear', 82, 6806)]",ReLU,3956,2622715,727,1517,30.371794871794872,0.25773076923076926,0.1703384615384615,0.034446153846153814,0.1132769230769231
input:1508_output:43_depth:1_arch:bottleneck_batch:950.out,3,"[('linear', 754, 1137786), ('ReLU', 754, 0), ('linear', 377, 284635), ('ReLU', 377, 0), ('linear', 43, 16254)]",ReLU,2305,1438675,950,1493,20.82051282051282,0.16488461538461532,0.09990909090909096,0.02022727272727272,0.07256250000000003
input:2462_output:258_depth:3_arch:gradual_batch:108.out,4,"[('linear', 1728, 4256064), ('ReLU', 1728, 0), ('linear', 994, 1718626), ('ReLU', 994, 0), ('linear', 260, 258700), ('ReLU', 260, 0), ('linear', 258, 67338)]",ReLU,6222,6300728,108,1589,38.43589743589744,0.3533205128205127,0.2551805555555556,0.05181944444444448,0.09055555555555557
input:444_output:41_depth:4_arch:bottleneck_batch:152.out,6,"[('linear', 222, 98790), ('ReLU', 222, 0), ('linear', 111, 24753), ('ReLU', 111, 0), ('linear', 55, 6160), ('ReLU', 55, 0), ('linear', 41, 2296), ('ReLU', 41, 0), ('linear', 41, 1722), ('ReLU', 41, 0), ('linear', 41, 1722)]",ReLU,981,135443,152,1453,32.311688311688314,0.304846153846154,0.02596969696969699,0.0020000000000000013,0.0059857142857142895
input:3575_output:692_depth:6_arch:uniform_batch:271.out,7,"[('linear', 3575, 12784200), ('ReLU', 3575, 0), ('linear', 3575, 12784200), ('ReLU', 3575, 0), ('linear', 3575, 12784200), ('ReLU', 3575, 0), ('linear', 3575, 12784200), ('ReLU', 3575, 0), ('linear', 3575, 12784200), ('ReLU', 3575, 0), ('linear', 3575, 12784200), ('ReLU', 3575, 0), ('linear', 692, 2474592)]",ReLU,43592,79179792,271,3067,81.14102564102564,0.7974285714285714,0.7500153846153848,0.3175846153846155,0.4282112676056336
input:3810_output:541_depth:5_arch:pyramid_batch:534.out,6,"[('linear', 1905, 7259955), ('ReLU', 1905, 0), ('linear', 952, 1814512), ('ReLU', 952, 0), ('linear', 541, 515573), ('ReLU', 541, 0), ('linear', 541, 293222), ('ReLU', 541, 0), ('linear', 541, 293222), ('ReLU', 541, 0), ('linear', 541, 293222)]",ReLU,9501,10469706,534,1697,37.26923076923077,0.31490909090909097,0.27421428571428574,0.08225714285714289,0.1668999999999999
input:270_output:44_depth:8_arch:uniform_batch:864.out,9,"[('linear', 270, 73170), ('ReLU', 270, 0), ('linear', 270, 73170), ('ReLU', 270, 0), ('linear', 270, 73170), ('ReLU', 270, 0), ('linear', 270, 73170), ('ReLU', 270, 0), ('linear', 270, 73170), ('ReLU', 270, 0), ('linear', 270, 73170), ('ReLU', 270, 0), ('linear', 270, 73170), ('ReLU', 270, 0), ('linear', 270, 73170), ('ReLU', 270, 0), ('linear', 44, 11924)]",ReLU,4364,597284,864,1471,24.371794871794872,0.23489743589743597,0.10972857142857144,0.017557142857142854,0.05069014084507044
input:1538_output:118_depth:8_arch:uniform_batch:202.out,9,"[('linear', 1538, 2366982), ('ReLU', 1538, 0), ('linear', 1538, 2366982), ('ReLU', 1538, 0), ('linear', 1538, 2366982), ('ReLU', 1538, 0), ('linear', 1538, 2366982), ('ReLU', 1538, 0), ('linear', 1538, 2366982), ('ReLU', 1538, 0), ('linear', 1538, 2366982), ('ReLU', 1538, 0), ('linear', 1538, 2366982), ('ReLU', 1538, 0), ('linear', 1538, 2366982), ('ReLU', 1538, 0), ('linear', 118, 181602)]",ReLU,24726,19117458,202,1857,62.166666666666664,0.6017179487179488,0.5299253731343284,0.2032089552238807,0.2855
input:603_output:5_depth:6_arch:gradual_batch:124.out,7,"[('linear', 504, 304416), ('ReLU', 504, 0), ('linear', 405, 204525), ('ReLU', 405, 0), ('linear', 306, 124236), ('ReLU', 306, 0), ('linear', 207, 63549), ('ReLU', 207, 0), ('linear', 108, 22464), ('ReLU', 108, 0), ('linear', 9, 981), ('ReLU', 9, 0), ('linear', 5, 50)]",ReLU,3083,720221,124,1479,37.93589743589744,0.36833333333333346,0.06766666666666664,0.008565217391304353,0.02118055555555554
input:1609_output:321_depth:4_arch:bottleneck_batch:37.out,6,"[('linear', 804, 1294440), ('ReLU', 804, 0), ('linear', 402, 323610), ('ReLU', 402, 0), ('linear', 321, 129363), ('ReLU', 321, 0), ('linear', 321, 103362), ('ReLU', 321, 0), ('linear', 321, 103362), ('ReLU', 321, 0), ('linear', 321, 103362)]",ReLU,4659,2057499,37,1499,38.217948717948715,0.3691923076923079,0.10438235294117663,0.016911764705882352,0.02899999999999997
input:2365_output:515_depth:4_arch:pyramid_batch:190.out,5,"[('linear', 1182, 2796612), ('ReLU', 1182, 0), ('linear', 591, 699153), ('ReLU', 591, 0), ('linear', 515, 304880), ('ReLU', 515, 0), ('linear', 515, 265740), ('ReLU', 515, 0), ('linear', 515, 265740)]",ReLU,6121,4332125,190,1555,38.17948717948718,0.33910256410256406,0.2184084507042254,0.03866197183098593,0.08700000000000002
input:758_output:41_depth:9_arch:pyramid_batch:991.out,10,"[('linear', 379, 287661), ('ReLU', 379, 0), ('linear', 189, 71820), ('ReLU', 189, 0), ('linear', 94, 17860), ('ReLU', 94, 0), ('linear', 47, 4465), ('ReLU', 47, 0), ('linear', 41, 1968), ('ReLU', 41, 0), ('linear', 41, 1722), ('ReLU', 41, 0), ('linear', 41, 1722), ('ReLU', 41, 0), ('linear', 41, 1722), ('ReLU', 41, 0), ('linear', 41, 1722), ('ReLU', 41, 0), ('linear', 41, 1722)]",ReLU,1869,392384,991,1477,17.246753246753247,0.16630769230769232,0.05246153846153845,0.006507692307692312,0.02253124999999999
