Filename,Batch Size,Seq Length,Embedding Size,Num Layers,Num Heads,Depth,Accumulated Params,Activations-Params,Total Activations,Total Parameters,Max GPU Memory (MiB),NonDynamicallyQuantizableLinear Count,Linear Count,LayerNorm Count,Dropout Count,Status
num_classes:799_embedding_size:512_num_layers:5_num_heads:8_ff_hidden_size:1923_dropout_rate:0.44641846320967515_seq_length:512_input_size:691217_num_samples:4546_batch_size:8.out,8,512,512,5,8,42,365484206,"[('Embedding', 2097152, 353903104), ('NonDynamicallyQuantizableLinear', 4096, 262656), ('Linear', 15384, 986499), ('Dropout', 15384, 0), ('Linear', 4096, 985088), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 262656), ('Linear', 15384, 986499), ('Dropout', 15384, 0), ('Linear', 4096, 985088), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 262656), ('Linear', 15384, 986499), ('Dropout', 15384, 0), ('Linear', 4096, 985088), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 262656), ('Linear', 15384, 986499), ('Dropout', 15384, 0), ('Linear', 4096, 985088), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 262656), ('Linear', 15384, 986499), ('Dropout', 15384, 0), ('Linear', 4096, 985088), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('Linear', 6392, 409887)]",2380264,365484206,9169,5,11,10,15,SUCCESSFUL
num_classes:289_embedding_size:256_num_layers:10_num_heads:2_ff_hidden_size:512_dropout_rate:0.1110202235438774_seq_length:128_input_size:203601_num_samples:3873_batch_size:8.out,8,128,256,10,2,82,55483169,"[('Embedding', 262144, 52121856), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 4096, 131584), ('Dropout', 4096, 0), ('Linear', 2048, 131328), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 4096, 131584), ('Dropout', 4096, 0), ('Linear', 2048, 131328), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 4096, 131584), ('Dropout', 4096, 0), ('Linear', 2048, 131328), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 4096, 131584), ('Dropout', 4096, 0), ('Linear', 2048, 131328), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 4096, 131584), ('Dropout', 4096, 0), ('Linear', 2048, 131328), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 4096, 131584), ('Dropout', 4096, 0), ('Linear', 2048, 131328), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 4096, 131584), ('Dropout', 4096, 0), ('Linear', 2048, 131328), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 4096, 131584), ('Dropout', 4096, 0), ('Linear', 2048, 131328), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 4096, 131584), ('Dropout', 4096, 0), ('Linear', 2048, 131328), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 65792), ('Linear', 4096, 131584), ('Dropout', 4096, 0), ('Linear', 2048, 131328), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('Linear', 2312, 74273)]",469256,55483169,2687,10,21,20,30,SUCCESSFUL
num_classes:597_embedding_size:256_num_layers:10_num_heads:4_ff_hidden_size:683_dropout_rate:0.1952963981969109_seq_length:256_input_size:917700_num_samples:1478_batch_size:64.out,64,256,256,10,4,82,239248899,"[('Embedding', 4194304, 234931200), ('NonDynamicallyQuantizableLinear', 16384, 65792), ('Linear', 43712, 175531), ('Dropout', 43712, 0), ('Linear', 16384, 175104), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 65792), ('Linear', 43712, 175531), ('Dropout', 43712, 0), ('Linear', 16384, 175104), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 65792), ('Linear', 43712, 175531), ('Dropout', 43712, 0), ('Linear', 16384, 175104), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 65792), ('Linear', 43712, 175531), ('Dropout', 43712, 0), ('Linear', 16384, 175104), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 65792), ('Linear', 43712, 175531), ('Dropout', 43712, 0), ('Linear', 16384, 175104), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 65792), ('Linear', 43712, 175531), ('Dropout', 43712, 0), ('Linear', 16384, 175104), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 65792), ('Linear', 43712, 175531), ('Dropout', 43712, 0), ('Linear', 16384, 175104), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 65792), ('Linear', 43712, 175531), ('Dropout', 43712, 0), ('Linear', 16384, 175104), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 65792), ('Linear', 43712, 175531), ('Dropout', 43712, 0), ('Linear', 16384, 175104), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 65792), ('Linear', 43712, 175531), ('Dropout', 43712, 0), ('Linear', 16384, 175104), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('Linear', 38208, 153429)]",6089792,239248899,8895,10,21,20,30,SUCCESSFUL
num_classes:326_embedding_size:128_num_layers:8_num_heads:8_ff_hidden_size:353_dropout_rate:0.30892364684947593_seq_length:512_input_size:388171_num_samples:2154_batch_size:32.out,32,512,128,8,8,66,50586830,"[('Embedding', 2097152, 49685888), ('NonDynamicallyQuantizableLinear', 4096, 16512), ('Linear', 11296, 45537), ('Dropout', 11296, 0), ('Linear', 4096, 45312), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 16512), ('Linear', 11296, 45537), ('Dropout', 11296, 0), ('Linear', 4096, 45312), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 16512), ('Linear', 11296, 45537), ('Dropout', 11296, 0), ('Linear', 4096, 45312), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 16512), ('Linear', 11296, 45537), ('Dropout', 11296, 0), ('Linear', 4096, 45312), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 16512), ('Linear', 11296, 45537), ('Dropout', 11296, 0), ('Linear', 4096, 45312), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 16512), ('Linear', 11296, 45537), ('Dropout', 11296, 0), ('Linear', 4096, 45312), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 16512), ('Linear', 11296, 45537), ('Dropout', 11296, 0), ('Linear', 4096, 45312), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('NonDynamicallyQuantizableLinear', 4096, 16512), ('Linear', 11296, 45537), ('Dropout', 11296, 0), ('Linear', 4096, 45312), ('LayerNorm', 4096, 0), ('LayerNorm', 4096, 0), ('Dropout', 4096, 0), ('Dropout', 4096, 0), ('Linear', 10432, 42054)]",2484928,50586830,3617,8,17,16,24,SUCCESSFUL
num_classes:500_embedding_size:768_num_layers:2_num_heads:4_ff_hidden_size:2913_dropout_rate:0.49660383789809714_seq_length:512_input_size:587557_num_samples:3731_batch_size:8.out,8,512,768,2,4,18,461765558,"[('Embedding', 3145728, 451243776), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 23304, 2240097), ('Dropout', 23304, 0), ('Linear', 6144, 2237952), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('NonDynamicallyQuantizableLinear', 6144, 590592), ('Linear', 23304, 2240097), ('Dropout', 23304, 0), ('Linear', 6144, 2237952), ('LayerNorm', 6144, 0), ('LayerNorm', 6144, 0), ('Dropout', 6144, 0), ('Dropout', 6144, 0), ('Linear', 4000, 384500)]",3316672,461765558,11771,2,5,4,6,SUCCESSFUL
num_classes:53_embedding_size:1024_num_layers:9_num_heads:4_ff_hidden_size:4009_dropout_rate:0.4989199044376059_seq_length:256_input_size:900566_num_samples:1158_batch_size:16.out,16,256,1024,9,4,74,1005619494,"[('Embedding', 4194304, 922179584), ('NonDynamicallyQuantizableLinear', 16384, 1049600), ('Linear', 64144, 4109225), ('Dropout', 64144, 0), ('Linear', 16384, 4106240), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 1049600), ('Linear', 64144, 4109225), ('Dropout', 64144, 0), ('Linear', 16384, 4106240), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 1049600), ('Linear', 64144, 4109225), ('Dropout', 64144, 0), ('Linear', 16384, 4106240), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 1049600), ('Linear', 64144, 4109225), ('Dropout', 64144, 0), ('Linear', 16384, 4106240), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 1049600), ('Linear', 64144, 4109225), ('Dropout', 64144, 0), ('Linear', 16384, 4106240), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 1049600), ('Linear', 64144, 4109225), ('Dropout', 64144, 0), ('Linear', 16384, 4106240), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 1049600), ('Linear', 64144, 4109225), ('Dropout', 64144, 0), ('Linear', 16384, 4106240), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 1049600), ('Linear', 64144, 4109225), ('Dropout', 64144, 0), ('Linear', 16384, 4106240), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('NonDynamicallyQuantizableLinear', 16384, 1049600), ('Linear', 64144, 4109225), ('Dropout', 64144, 0), ('Linear', 16384, 4106240), ('LayerNorm', 16384, 0), ('LayerNorm', 16384, 0), ('Dropout', 16384, 0), ('Dropout', 16384, 0), ('Linear', 848, 54325)]",6234480,1005619494,25915,9,19,18,27,SUCCESSFUL
num_classes:48_embedding_size:128_num_layers:4_num_heads:4_ff_hidden_size:406_dropout_rate:0.15327234320940272_seq_length:128_input_size:507702_num_samples:1676_batch_size:16.out,16,128,128,4,4,34,65475976,"[('Embedding', 262144, 64985856), ('NonDynamicallyQuantizableLinear', 2048, 16512), ('Linear', 6496, 52374), ('Dropout', 6496, 0), ('Linear', 2048, 52096), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 16512), ('Linear', 6496, 52374), ('Dropout', 6496, 0), ('Linear', 2048, 52096), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 16512), ('Linear', 6496, 52374), ('Dropout', 6496, 0), ('Linear', 2048, 52096), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('NonDynamicallyQuantizableLinear', 2048, 16512), ('Linear', 6496, 52374), ('Dropout', 6496, 0), ('Linear', 2048, 52096), ('LayerNorm', 2048, 0), ('LayerNorm', 2048, 0), ('Dropout', 2048, 0), ('Dropout', 2048, 0), ('Linear', 768, 6192)]",364032,65475976,2793,4,9,8,12,SUCCESSFUL
num_classes:706_embedding_size:512_num_layers:11_num_heads:2_ff_hidden_size:1635_dropout_rate:0.3732403913995822_seq_length:256_input_size:831863_num_samples:1516_batch_size:64.out,64,256,512,11,2,90,447605507,"[('Embedding', 8388608, 425913856), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 104640, 838755), ('Dropout', 104640, 0), ('Linear', 32768, 837632), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 104640, 838755), ('Dropout', 104640, 0), ('Linear', 32768, 837632), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 104640, 838755), ('Dropout', 104640, 0), ('Linear', 32768, 837632), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 104640, 838755), ('Dropout', 104640, 0), ('Linear', 32768, 837632), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 104640, 838755), ('Dropout', 104640, 0), ('Linear', 32768, 837632), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 104640, 838755), ('Dropout', 104640, 0), ('Linear', 32768, 837632), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 104640, 838755), ('Dropout', 104640, 0), ('Linear', 32768, 837632), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 104640, 838755), ('Dropout', 104640, 0), ('Linear', 32768, 837632), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 104640, 838755), ('Dropout', 104640, 0), ('Linear', 32768, 837632), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 104640, 838755), ('Dropout', 104640, 0), ('Linear', 32768, 837632), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 262656), ('Linear', 104640, 838755), ('Dropout', 104640, 0), ('Linear', 32768, 837632), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('Linear', 45184, 362178)]",12898560,447605507,16097,11,23,22,33,SUCCESSFUL
num_classes:945_embedding_size:768_num_layers:4_num_heads:4_ff_hidden_size:3021_dropout_rate:0.19122449098415248_seq_length:128_input_size:925312_num_samples:4741_batch_size:16.out,16,128,768,4,4,34,732304869,"[('Embedding', 1572864, 710639616), ('NonDynamicallyQuantizableLinear', 12288, 590592), ('Linear', 48336, 2323149), ('Dropout', 48336, 0), ('Linear', 12288, 2320896), ('LayerNorm', 12288, 0), ('LayerNorm', 12288, 0), ('Dropout', 12288, 0), ('Dropout', 12288, 0), ('NonDynamicallyQuantizableLinear', 12288, 590592), ('Linear', 48336, 2323149), ('Dropout', 48336, 0), ('Linear', 12288, 2320896), ('LayerNorm', 12288, 0), ('LayerNorm', 12288, 0), ('Dropout', 12288, 0), ('Dropout', 12288, 0), ('NonDynamicallyQuantizableLinear', 12288, 590592), ('Linear', 48336, 2323149), ('Dropout', 48336, 0), ('Linear', 12288, 2320896), ('LayerNorm', 12288, 0), ('LayerNorm', 12288, 0), ('Dropout', 12288, 0), ('Dropout', 12288, 0), ('NonDynamicallyQuantizableLinear', 12288, 590592), ('Linear', 48336, 2323149), ('Dropout', 48336, 0), ('Linear', 12288, 2320896), ('LayerNorm', 12288, 0), ('LayerNorm', 12288, 0), ('Dropout', 12288, 0), ('Dropout', 12288, 0), ('Linear', 15120, 726705)]",2269584,732304869,18401,4,9,8,12,SUCCESSFUL
num_classes:222_embedding_size:128_num_layers:6_num_heads:16_ff_hidden_size:421_dropout_rate:0.4843503605538516_seq_length:128_input_size:690162_num_samples:2211_batch_size:64.out,64,128,128,6,16,50,89118396,"[('Embedding', 1048576, 88340736), ('NonDynamicallyQuantizableLinear', 8192, 16512), ('Linear', 26944, 54309), ('Dropout', 26944, 0), ('Linear', 8192, 54016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 16512), ('Linear', 26944, 54309), ('Dropout', 26944, 0), ('Linear', 8192, 54016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 16512), ('Linear', 26944, 54309), ('Dropout', 26944, 0), ('Linear', 8192, 54016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 16512), ('Linear', 26944, 54309), ('Dropout', 26944, 0), ('Linear', 8192, 54016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 16512), ('Linear', 26944, 54309), ('Dropout', 26944, 0), ('Linear', 8192, 54016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('NonDynamicallyQuantizableLinear', 8192, 16512), ('Linear', 26944, 54309), ('Dropout', 26944, 0), ('Linear', 8192, 54016), ('LayerNorm', 8192, 0), ('LayerNorm', 8192, 0), ('Dropout', 8192, 0), ('Dropout', 8192, 0), ('Linear', 14208, 28638)]",1681024,89118396,3669,6,13,12,18,SUCCESSFUL
num_classes:146_embedding_size:1024_num_layers:10_num_heads:2_ff_hidden_size:3632_dropout_rate:0.36307007175370243_seq_length:128_input_size:953242_num_samples:1349_batch_size:32.out,32,128,1024,10,2,82,1061195378,"[('Embedding', 4194304, 976119808), ('NonDynamicallyQuantizableLinear', 32768, 1049600), ('Linear', 116224, 3722800), ('Dropout', 116224, 0), ('Linear', 32768, 3720192), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 1049600), ('Linear', 116224, 3722800), ('Dropout', 116224, 0), ('Linear', 32768, 3720192), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 1049600), ('Linear', 116224, 3722800), ('Dropout', 116224, 0), ('Linear', 32768, 3720192), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 1049600), ('Linear', 116224, 3722800), ('Dropout', 116224, 0), ('Linear', 32768, 3720192), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 1049600), ('Linear', 116224, 3722800), ('Dropout', 116224, 0), ('Linear', 32768, 3720192), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 1049600), ('Linear', 116224, 3722800), ('Dropout', 116224, 0), ('Linear', 32768, 3720192), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 1049600), ('Linear', 116224, 3722800), ('Dropout', 116224, 0), ('Linear', 32768, 3720192), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 1049600), ('Linear', 116224, 3722800), ('Dropout', 116224, 0), ('Linear', 32768, 3720192), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 1049600), ('Linear', 116224, 3722800), ('Dropout', 116224, 0), ('Linear', 32768, 3720192), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('NonDynamicallyQuantizableLinear', 32768, 1049600), ('Linear', 116224, 3722800), ('Dropout', 116224, 0), ('Linear', 32768, 3720192), ('LayerNorm', 32768, 0), ('LayerNorm', 32768, 0), ('Dropout', 32768, 0), ('Dropout', 32768, 0), ('Linear', 4672, 149650)]",8489536,1061195378,27459,10,21,20,30,SUCCESSFUL
num_classes:478_embedding_size:1024_num_layers:12_num_heads:4_ff_hidden_size:3967_dropout_rate:0.10246749539027036_seq_length:256_input_size:319468_num_samples:2367_batch_size:64.out,64,256,1024,12,4,98,437773266,"[('Embedding', 16777216, 327135232), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('NonDynamicallyQuantizableLinear', 65536, 1049600), ('Linear', 253888, 4066175), ('Dropout', 253888, 0), ('Linear', 65536, 4063232), ('LayerNorm', 65536, 0), ('LayerNorm', 65536, 0), ('Dropout', 65536, 0), ('Dropout', 65536, 0), ('Linear', 30592, 489950)]",27619712,437773266,23351,12,25,24,36,SUCCESSFUL
