Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A,Conv2d Count,BatchNorm2d Count,Dropout Count,AdaptiveAvgPool2d Count,Linear Count,Status,Input Size (MB),Forward/Backward Pass Size (MB),Params Size (MB),Estimated Total Size (MB),architecture
input_channels:3_num_classes:243_depth:21_arch:dense_base_filters:44_batch:58_input_size:28_act:mish_dropout:0.20403385967785545_dropout:True_batchnorm:True.out,86,"[('conv2d', 1455104, 896), ('batchnorm2d', 1455104, 64), ('Mish', 1455104, 0), ('dropout', 1455104, 0), ('conv2d', 1455104, 10112), ('batchnorm2d', 1455104, 64), ('Mish', 1455104, 0), ('dropout', 1455104, 0), ('conv2d', 1455104, 19328), ('batchnorm2d', 1455104, 64), ('Mish', 1455104, 0), ('dropout', 1455104, 0), ('conv2d', 1455104, 28544), ('batchnorm2d', 1455104, 64), ('Mish', 1455104, 0), ('dropout', 1455104, 0), ('conv2d', 2955680, 8580), ('batchnorm2d', 2955680, 130), ('ReLU', 2955680, 0), ('conv2d', 363776, 18752), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 27968), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 37184), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 46400), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 55616), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 64832), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 74048), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 83264), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 92480), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 101696), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 110912), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 120128), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 129344), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 138560), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 147776), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('conv2d', 363776, 156992), ('batchnorm2d', 363776, 64), ('Mish', 363776, 0), ('dropout', 363776, 0), ('adaptive_avg_pool2d', 33466, 0), ('linear', 14094, 140454), ('softmax', 14094, 0)]",Mish,956759,1615276,58,2391,64.37704918032787,0.6015396825396824,0.3488965517241379,0.14258620689655177,0.035315789473684224,21,21,20,1,1,SUCCESSFUL,0.58,725.0,6.16,731.74,dense
input_channels:1_num_classes:738_depth:10_arch:pyramid_base_filters:39_batch:40_input_size:12_act:tanh_dropout:0.13317368837622057_dropout:True_batchnorm:True.out,43,"[('conv2d', 224640, 390), ('batchnorm2d', 224640, 78), ('Tanh', 224640, 0), ('dropout', 224640, 0), ('conv2d', 328320, 20064), ('batchnorm2d', 328320, 114), ('Tanh', 328320, 0), ('dropout', 328320, 0), ('conv2d', 495360, 44204), ('batchnorm2d', 495360, 172), ('Tanh', 495360, 0), ('dropout', 495360, 0), ('conv2d', 731520, 98425), ('batchnorm2d', 731520, 254), ('Tanh', 731520, 0), ('dropout', 731520, 0), ('conv2d', 1094400, 217360), ('batchnorm2d', 1094400, 380), ('Tanh', 1094400, 0), ('dropout', 1094400, 0), ('conv2d', 1624320, 482502), ('batchnorm2d', 1624320, 564), ('Tanh', 1624320, 0), ('dropout', 1624320, 0), ('conv2d', 2413440, 1063841), ('batchnorm2d', 2413440, 838), ('Tanh', 2413440, 0), ('dropout', 2413440, 0), ('conv2d', 3594240, 2353728), ('batchnorm2d', 3594240, 1248), ('Tanh', 3594240, 0), ('dropout', 3594240, 0), ('conv2d', 5339520, 5206959), ('batchnorm2d', 5339520, 1854), ('Tanh', 5339520, 0), ('dropout', 5339520, 0), ('conv2d', 7937280, 11498032), ('batchnorm2d', 7937280, 2756), ('Tanh', 7937280, 0), ('dropout', 7937280, 0), ('adaptive_avg_pool2d', 55120, 0), ('linear', 29520, 1017702), ('softmax', 29520, 0)]",Tanh,2381158,22011465,40,2845,77.0,0.7469846153846154,0.6563928571428572,0.23623214285714286,0.01887272727272728,10,10,10,1,1,SUCCESSFUL,0.0,908.0,83.97,991.97,pyramid
input_channels:3_num_classes:782_depth:17_arch:pyramid_base_filters:81_batch:60_input_size:56_act:tanh_dropout:0.21178796593642935_dropout:False_batchnorm:False.out,37,"[('conv2d', 15240960, 2268), ('Tanh', 15240960, 0), ('conv2d', 18251520, 70810), ('Tanh', 18251520, 0), ('conv2d', 22202880, 103132), ('Tanh', 22202880, 0), ('conv2d', 26906880, 152009), ('Tanh', 26906880, 0), ('conv2d', 32551680, 222824), ('Tanh', 32551680, 0), ('conv2d', 39325440, 325622), ('Tanh', 39325440, 0), ('conv2d', 47604480, 476146), ('Tanh', 47604480, 0), ('conv2d', 57576960, 697068), ('Tanh', 57576960, 0), ('conv2d', 69619200, 1019350), ('Tanh', 69619200, 0), ('conv2d', 84107520, 1488957), ('Tanh', 84107520, 0), ('conv2d', 101794560, 2176984), ('Tanh', 101794560, 0), ('conv2d', 123056640, 3184980), ('Tanh', 123056640, 0), ('conv2d', 149022720, 4662504), ('Tanh', 149022720, 0), ('conv2d', 180069120, 6822453), ('Tanh', 180069120, 0), ('conv2d', 217889280, 9975012), ('Tanh', 217889280, 0), ('conv2d', 263424000, 14592200), ('Tanh', 263424000, 0), ('conv2d', 318554880, 21333493), ('Tanh', 318554880, 0), ('adaptive_avg_pool2d', 101580, 0), ('linear', 46920, 1324708), ('softmax', 46920, 0)]",Tanh,58909881,68630520,60,30623,95.140625,0.9368281250000006,0.9597592592592596,0.23329629629629633,0.004910714285714289,17,0,0,1,1,SUCCESSFUL,2.4,40449.6,261.8,40713.799999999996,pyramid
input_channels:1_num_classes:799_depth:6_arch:uniform_base_filters:65_batch:16_input_size:12_act:softplus_dropout:0.14571036141112892_dropout:True_batchnorm:True.out,27,"[('conv2d', 149760, 650), ('batchnorm2d', 149760, 130), ('Softplus', 149760, 0), ('dropout', 149760, 0), ('conv2d', 149760, 38090), ('batchnorm2d', 149760, 130), ('Softplus', 149760, 0), ('dropout', 149760, 0), ('conv2d', 149760, 38090), ('batchnorm2d', 149760, 130), ('Softplus', 149760, 0), ('dropout', 149760, 0), ('conv2d', 149760, 38090), ('batchnorm2d', 149760, 130), ('Softplus', 149760, 0), ('dropout', 149760, 0), ('conv2d', 149760, 38090), ('batchnorm2d', 149760, 130), ('Softplus', 149760, 0), ('dropout', 149760, 0), ('conv2d', 149760, 38090), ('batchnorm2d', 149760, 130), ('Softplus', 149760, 0), ('dropout', 149760, 0), ('adaptive_avg_pool2d', 1040, 0), ('linear', 12784, 52734), ('softmax', 12784, 0)]",Softplus,226303,244614,16,1755,-1,-1,-1,-1,-1,6,6,6,1,1,SUCCESSFUL,0.0,34.56,0.93,35.49,uniform
input_channels:1_num_classes:98_depth:21_arch:pyramid_base_filters:70_batch:36_input_size:142_act:prelu_dropout:0.16068069218035053_dropout:False_batchnorm:False.out,45,"[('conv2d', 50813280, 700), ('PReLU', 50813280, 0), ('conv2d', 59524128, 51742), ('PReLU', 59524128, 0), ('conv2d', 69686784, 70944), ('PReLU', 69686784, 0), ('conv2d', 82027152, 97745), ('PReLU', 82027152, 0), ('conv2d', 96545232, 135394), ('PReLU', 96545232, 0), ('conv2d', 113241024, 186888), ('PReLU', 113241024, 0), ('conv2d', 132840432, 257115), ('PReLU', 132840432, 0), ('conv2d', 156069360, 354320), ('PReLU', 156069360, 0), ('conv2d', 183653712, 489808), ('PReLU', 183653712, 0), ('conv2d', 215593488, 676566), ('PReLU', 215593488, 0), ('conv2d', 253340496, 933226), ('PReLU', 253340496, 0), ('conv2d', 297620640, 1288220), ('PReLU', 297620640, 0), ('conv2d', 349159824, 1775371), ('PReLU', 349159824, 0), ('conv2d', 410135760, 2446450), ('PReLU', 410135760, 0), ('conv2d', 482000256, 3377104), ('PReLU', 482000256, 0), ('conv2d', 566205120, 4662060), ('PReLU', 566205120, 0), ('conv2d', 664928064, 6431236), ('PReLU', 664928064, 0), ('conv2d', 781072704, 8871620), ('PReLU', 781072704, 0), ('conv2d', 917542656, 12241840), ('PReLU', 917542656, 0), ('conv2d', 1077241536, 16883468), ('PReLU', 1077241536, 0), ('conv2d', 1265250672, 23281251), ('PReLU', 1265250672, 0), ('adaptive_avg_pool2d', 62748, 0), ('linear', 3528, 170912), ('softmax', 3528, 0)]",PReLU,456918179,84683980,36,38645,-1,-1,-1,-1,-1,21,0,0,1,1,OOM_CRASH,2.88,188244.36000000002,323.04,188570.28,pyramid
input_channels:3_num_classes:350_depth:5_arch:pyramid_base_filters:38_batch:62_input_size:130_act:prelu_dropout:0.19462364983348568_dropout:True_batchnorm:True.out,23,"[('conv2d', 39816400, 1064), ('batchnorm2d', 39816400, 76), ('PReLU', 39816400, 0), ('dropout', 39816400, 0), ('conv2d', 88015200, 28812), ('batchnorm2d', 88015200, 168), ('PReLU', 88015200, 0), ('dropout', 88015200, 0), ('conv2d', 195938600, 141559), ('batchnorm2d', 195938600, 374), ('PReLU', 195938600, 0), ('dropout', 195938600, 0), ('conv2d', 434837000, 698860), ('batchnorm2d', 434837000, 830), ('PReLU', 434837000, 0), ('dropout', 434837000, 0), ('conv2d', 966071600, 3444592), ('batchnorm2d', 966071600, 1844), ('PReLU', 966071600, 0), ('dropout', 966071600, 0), ('adaptive_avg_pool2d', 57164, 0), ('linear', 21700, 323050), ('softmax', 21700, 0)]",PReLU,111271222,4641229,62,40067,-1,-1,-1,-1,-1,5,5,5,1,1,SUCCESSFUL,11.78,65791.92,17.7,65821.40000000001,pyramid
input_channels:1_num_classes:954_depth:27_arch:gradual_base_filters:57_batch:36_input_size:20_act:swish_dropout:0.4928153183283315_dropout:False_batchnorm:True.out,84,"[('conv2d', 820800, 570), ('batchnorm2d', 820800, 114), ('SiLU', 820800, 0), ('conv2d', 864000, 30840), ('batchnorm2d', 864000, 120), ('SiLU', 864000, 0), ('conv2d', 936000, 35165), ('batchnorm2d', 936000, 130), ('SiLU', 936000, 0), ('conv2d', 993600, 40434), ('batchnorm2d', 993600, 138), ('SiLU', 993600, 0), ('conv2d', 1065600, 46028), ('batchnorm2d', 1065600, 148), ('SiLU', 1065600, 0), ('conv2d', 1137600, 52693), ('batchnorm2d', 1137600, 158), ('SiLU', 1137600, 0), ('conv2d', 1209600, 59808), ('batchnorm2d', 1209600, 168), ('SiLU', 1209600, 0), ('conv2d', 1296000, 68130), ('batchnorm2d', 1296000, 180), ('SiLU', 1296000, 0), ('conv2d', 1382400, 77856), ('batchnorm2d', 1382400, 192), ('SiLU', 1382400, 0), ('conv2d', 1483200, 89095), ('batchnorm2d', 1483200, 206), ('SiLU', 1483200, 0), ('conv2d', 1584000, 102080), ('batchnorm2d', 1584000, 220), ('SiLU', 1584000, 0), ('conv2d', 1699200, 116938), ('batchnorm2d', 1699200, 236), ('SiLU', 1699200, 0), ('conv2d', 1814400, 133938), ('batchnorm2d', 1814400, 252), ('SiLU', 1814400, 0), ('conv2d', 1944000, 153225), ('batchnorm2d', 1944000, 270), ('SiLU', 1944000, 0), ('conv2d', 2073600, 175104), ('batchnorm2d', 2073600, 288), ('SiLU', 2073600, 0), ('conv2d', 2217600, 199738), ('batchnorm2d', 2217600, 308), ('SiLU', 2217600, 0), ('conv2d', 2361600, 227468), ('batchnorm2d', 2361600, 328), ('SiLU', 2361600, 0), ('conv2d', 2534400, 259952), ('batchnorm2d', 2534400, 352), ('SiLU', 2534400, 0), ('conv2d', 2707200, 297980), ('batchnorm2d', 2707200, 376), ('SiLU', 2707200, 0), ('conv2d', 2880000, 338600), ('batchnorm2d', 2880000, 400), ('SiLU', 2880000, 0), ('conv2d', 3081600, 385414), ('batchnorm2d', 3081600, 428), ('SiLU', 3081600, 0), ('conv2d', 3297600, 441283), ('batchnorm2d', 3297600, 458), ('SiLU', 3297600, 0), ('conv2d', 3528000, 505190), ('batchnorm2d', 3528000, 490), ('SiLU', 3528000, 0), ('conv2d', 3772800, 577972), ('batchnorm2d', 3772800, 524), ('SiLU', 3772800, 0), ('conv2d', 4032000, 660520), ('batchnorm2d', 4032000, 560), ('SiLU', 4032000, 0), ('conv2d', 4305600, 753779), ('batchnorm2d', 4305600, 598), ('SiLU', 4305600, 0), ('conv2d', 4593600, 858748), ('batchnorm2d', 4593600, 638), ('SiLU', 4593600, 0), ('adaptive_avg_pool2d', 11484, 0), ('linear', 34344, 305280), ('softmax', 34344, 0)]",SiLU,4970227,7002108,36,2869,-1,-1,-1,-1,-1,27,27,0,1,1,SUCCESSFUL,0.0,1819.8,26.71,1846.51,gradual
input_channels:3_num_classes:182_depth:13_arch:uniform_base_filters:44_batch:40_input_size:180_act:relu_dropout:0.3307493113326351_dropout:True_batchnorm:True.out,55,"[('conv2d', 57024000, 1232), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('conv2d', 57024000, 17468), ('batchnorm2d', 57024000, 88), ('ReLU', 57024000, 0), ('dropout', 57024000, 0), ('adaptive_avg_pool2d', 1760, 0), ('linear', 7280, 8190), ('softmax', 7280, 0)]",ReLU,74131608,220182,40,12725,-1,-1,-1,-1,-1,13,13,13,1,1,SUCCESSFUL,14.8,28278.800000000003,0.84,28294.440000000002,uniform
input_channels:1_num_classes:254_depth:21_arch:bottleneck_base_filters:61_batch:42_input_size:132_act:swish_dropout:0.48020347841608857_dropout:False_batchnorm:False.out,45,"[('conv2d', 89280576, 1220), ('SiLU', 89280576, 0), ('conv2d', 44640288, 67039), ('SiLU', 44640288, 0), ('conv2d', 52690176, 39600), ('SiLU', 52690176, 0), ('conv2d', 62935488, 55814), ('SiLU', 62935488, 0), ('conv2d', 75376224, 79825), ('SiLU', 75376224, 0), ('conv2d', 90012384, 114144), ('SiLU', 90012384, 0), ('conv2d', 106843968, 161768), ('SiLU', 106843968, 0), ('conv2d', 128066400, 230125), ('SiLU', 128066400, 0), ('conv2d', 152216064, 327808), ('SiLU', 152216064, 0), ('conv2d', 181488384, 464504), ('SiLU', 181488384, 0), ('conv2d', 216615168, 660968), ('SiLU', 216615168, 0), ('conv2d', 258328224, 940745), ('SiLU', 258328224, 0), ('conv2d', 308091168, 1337938), ('SiLU', 308091168, 0), ('conv2d', 367367616, 1902580), ('SiLU', 367367616, 0), ('conv2d', 437621184, 2702362), ('SiLU', 437621184, 0), ('conv2d', 521779104, 3838079), ('SiLU', 521779104, 0), ('conv2d', 622036800, 5455300), ('SiLU', 622036800, 0), ('conv2d', 742053312, 7758114), ('SiLU', 742053312, 0), ('conv2d', 884755872, 11034543), ('SiLU', 884755872, 0), ('conv2d', 1054535328, 15680962), ('SiLU', 1054535328, 0), ('conv2d', 1257246144, 22282460), ('SiLU', 1257246144, 0), ('adaptive_avg_pool2d', 72156, 0), ('linear', 10668, 436626), ('softmax', 10668, 0)]",SiLU,364477458,75572524,42,38511,15.8,0.12975,0.331,0.127,0,21,0,0,1,1,OOM_CRASH,2.9400000000000004,175186.2,288.29,175477.43000000002,bottleneck
input_channels:1_num_classes:242_depth:26_arch:gradual_base_filters:76_batch:6_input_size:160_act:gelu_dropout:0.4536106492869456_dropout:False_batchnorm:False.out,55,"[('conv2d', 11673600, 760), ('GELU', 11673600, 0), ('conv2d', 12288000, 54800), ('GELU', 12288000, 0), ('conv2d', 13209600, 62006), ('GELU', 13209600, 0), ('conv2d', 13977600, 70525), ('GELU', 13977600, 0), ('conv2d', 14899200, 79540), ('GELU', 14899200, 0), ('conv2d', 15974400, 90896), ('GELU', 15974400, 0), ('conv2d', 17049600, 104007), ('GELU', 17049600, 0), ('conv2d', 18124800, 118000), ('GELU', 18124800, 0), ('conv2d', 19353600, 133938), ('GELU', 19353600, 0), ('conv2d', 20582400, 152090), ('GELU', 20582400, 0), ('conv2d', 21964800, 172601), ('GELU', 21964800, 0), ('conv2d', 23347200, 195776), ('GELU', 23347200, 0), ('conv2d', 24883200, 221778), ('GELU', 24883200, 0), ('conv2d', 26572800, 252407), ('GELU', 26572800, 0), ('conv2d', 28262400, 286672), ('GELU', 28262400, 0), ('conv2d', 30105600, 324772), ('GELU', 30105600, 0), ('conv2d', 32102400, 368885), ('GELU', 32102400, 0), ('conv2d', 34252800, 419686), ('GELU', 34252800, 0), ('conv2d', 36403200, 475896), ('GELU', 36403200, 0), ('conv2d', 38860800, 539902), ('GELU', 38860800, 0), ('conv2d', 41318400, 612782), ('GELU', 41318400, 0), ('conv2d', 44083200, 695114), ('GELU', 44083200, 0), ('conv2d', 47001600, 790704), ('GELU', 47001600, 0), ('conv2d', 50073600, 898130), ('GELU', 50073600, 0), ('conv2d', 53299200, 1018445), ('GELU', 53299200, 0), ('conv2d', 56832000, 1155880), ('GELU', 56832000, 0), ('adaptive_avg_pool2d', 2220, 0), ('linear', 1452, 89782), ('softmax', 1452, 0)]",GELU,248832854,9385774,6,11087,-1,-1,-1,-1,-1,26,0,0,1,1,SUCCESSFUL,0.6000000000000001,17085.96,35.8,17122.359999999997,gradual
input_channels:3_num_classes:663_depth:28_arch:hourglass_base_filters:43_batch:10_input_size:132_act:leaky_relu_dropout:0.23614121112799535_dropout:True_batchnorm:False.out,87,"[('conv2d', 7492320, 1204), ('LeakyReLU', 7492320, 0), ('dropout', 7492320, 0), ('conv2d', 9757440, 21728), ('LeakyReLU', 9757440, 0), ('dropout', 9757440, 0), ('conv2d', 12893760, 37370), ('LeakyReLU', 12893760, 0), ('dropout', 12893760, 0), ('conv2d', 17075520, 65366), ('LeakyReLU', 17075520, 0), ('dropout', 17075520, 0), ('conv2d', 22476960, 113907), ('LeakyReLU', 22476960, 0), ('dropout', 22476960, 0), ('conv2d', 29620800, 197540), ('LeakyReLU', 29620800, 0), ('dropout', 29620800, 0), ('conv2d', 39204000, 344475), ('LeakyReLU', 39204000, 0), ('dropout', 39204000, 0), ('conv2d', 51575040, 599696), ('LeakyReLU', 51575040, 0), ('dropout', 51575040, 0), ('conv2d', 68127840, 1042015), ('LeakyReLU', 68127840, 0), ('dropout', 68127840, 0), ('conv2d', 89733600, 1812800), ('LeakyReLU', 89733600, 0), ('dropout', 89733600, 0), ('conv2d', 118308960, 3147844), ('LeakyReLU', 118308960, 0), ('dropout', 118308960, 0), ('conv2d', 155770560, 5464128), ('LeakyReLU', 155770560, 0), ('dropout', 155770560, 0), ('conv2d', 205428960, 9487413), ('LeakyReLU', 205428960, 0), ('dropout', 205428960, 0), ('conv2d', 270768960, 16491048), ('LeakyReLU', 270768960, 0), ('dropout', 270768960, 0), ('conv2d', 270768960, 21735798), ('LeakyReLU', 270768960, 0), ('dropout', 270768960, 0), ('conv2d', 205428960, 16490673), ('LeakyReLU', 205428960, 0), ('dropout', 205428960, 0), ('conv2d', 155770560, 9487128), ('LeakyReLU', 155770560, 0), ('dropout', 155770560, 0), ('conv2d', 118308960, 5463913), ('LeakyReLU', 118308960, 0), ('dropout', 118308960, 0), ('conv2d', 89733600, 3147680), ('LeakyReLU', 89733600, 0), ('dropout', 89733600, 0), ('conv2d', 68127840, 1812676), ('LeakyReLU', 68127840, 0), ('dropout', 68127840, 0), ('conv2d', 51575040, 1041920), ('LeakyReLU', 51575040, 0), ('dropout', 51575040, 0), ('conv2d', 39204000, 599625), ('LeakyReLU', 39204000, 0), ('dropout', 39204000, 0), ('conv2d', 29620800, 344420), ('LeakyReLU', 29620800, 0), ('dropout', 29620800, 0), ('conv2d', 22476960, 197499), ('LeakyReLU', 22476960, 0), ('dropout', 22476960, 0), ('conv2d', 17075520, 113876), ('LeakyReLU', 17075520, 0), ('dropout', 17075520, 0), ('conv2d', 12893760, 65342), ('LeakyReLU', 12893760, 0), ('dropout', 12893760, 0), ('conv2d', 9757440, 37352), ('LeakyReLU', 9757440, 0), ('dropout', 9757440, 0), ('conv2d', 7492320, 21715), ('LeakyReLU', 7492320, 0), ('dropout', 7492320, 0), ('adaptive_avg_pool2d', 430, 0), ('linear', 6630, 29172), ('softmax', 6630, 0)]",LeakyReLU,658942201,99415323,10,23579,-1,-1,-1,-1,-1,28,0,28,1,1,SUCCESSFUL,2.0,67031.0,379.24,67412.24,hourglass
input_channels:1_num_classes:486_depth:12_arch:gradual_base_filters:88_batch:26_input_size:18_act:swish_dropout:0.41821224876591956_dropout:True_batchnorm:True.out,51,"[('conv2d', 741312, 880), ('batchnorm2d', 741312, 176), ('SiLU', 741312, 0), ('dropout', 741312, 0), ('conv2d', 842400, 79300), ('batchnorm2d', 842400, 200), ('SiLU', 842400, 0), ('dropout', 842400, 0), ('conv2d', 960336, 102714), ('batchnorm2d', 960336, 228), ('SiLU', 960336, 0), ('dropout', 960336, 0), ('conv2d', 1095120, 133510), ('batchnorm2d', 1095120, 260), ('SiLU', 1095120, 0), ('dropout', 1095120, 0), ('conv2d', 1246752, 173308), ('batchnorm2d', 1246752, 296), ('SiLU', 1246752, 0), ('dropout', 1246752, 0), ('conv2d', 1423656, 225277), ('batchnorm2d', 1423656, 338), ('SiLU', 1423656, 0), ('dropout', 1423656, 0), ('conv2d', 1625832, 293746), ('batchnorm2d', 1625832, 386), ('SiLU', 1625832, 0), ('dropout', 1625832, 0), ('conv2d', 1853280, 382360), ('batchnorm2d', 1853280, 440), ('SiLU', 1853280, 0), ('dropout', 1853280, 0), ('conv2d', 2114424, 497231), ('batchnorm2d', 2114424, 502), ('SiLU', 2114424, 0), ('dropout', 2114424, 0), ('conv2d', 2409264, 646360), ('batchnorm2d', 2409264, 572), ('SiLU', 2409264, 0), ('dropout', 2409264, 0), ('conv2d', 2746224, 839450), ('batchnorm2d', 2746224, 652), ('SiLU', 2746224, 0), ('dropout', 2746224, 0), ('conv2d', 3133728, 1091820), ('batchnorm2d', 3133728, 744), ('SiLU', 3133728, 0), ('dropout', 3133728, 0), ('adaptive_avg_pool2d', 9672, 0), ('linear', 12636, 181278), ('softmax', 12636, 0)]",SiLU,3107856,4652028,26,2241,71.52380952380952,0.67615625,0.5200181818181817,0.16587272727272726,0.013945454545454556,12,12,12,1,1,SUCCESSFUL,0.0,770.64,17.75,788.39,gradual
input_channels:1_num_classes:644_depth:18_arch:bottleneck_base_filters:92_batch:12_input_size:32_act:selu_dropout:0.3537374940819218_dropout:True_batchnorm:False.out,57,"[('conv2d', 2260992, 1840), ('SELU', 2260992, 0), ('dropout', 2260992, 0), ('conv2d', 1130496, 152444), ('SELU', 1130496, 0), ('dropout', 1130496, 0), ('conv2d', 1351680, 91190), ('SELU', 1351680, 0), ('dropout', 1351680, 0), ('conv2d', 1622016, 130812), ('SELU', 1622016, 0), ('dropout', 1622016, 0), ('conv2d', 1953792, 189051), ('SELU', 1953792, 0), ('dropout', 1953792, 0), ('conv2d', 2334720, 272080), ('SELU', 2334720, 0), ('dropout', 2334720, 0), ('conv2d', 2813952, 391819), ('SELU', 2813952, 0), ('dropout', 2813952, 0), ('conv2d', 3379200, 567050), ('SELU', 3379200, 0), ('dropout', 3379200, 0), ('conv2d', 4055040, 817080), ('SELU', 4055040, 0), ('dropout', 4055040, 0), ('conv2d', 4866048, 1176516), ('SELU', 4866048, 0), ('dropout', 4866048, 0), ('conv2d', 5836800, 1693375), ('SELU', 5836800, 0), ('dropout', 5836800, 0), ('conv2d', 7004160, 2437320), ('SELU', 7004160, 0), ('dropout', 7004160, 0), ('conv2d', 8417280, 3514735), ('SELU', 8417280, 0), ('dropout', 8417280, 0), ('conv2d', 10100736, 5068452), ('SELU', 10100736, 0), ('dropout', 10100736, 0), ('conv2d', 12115968, 7295414), ('SELU', 12115968, 0), ('dropout', 12115968, 0), ('conv2d', 14548992, 10508000), ('SELU', 14548992, 0), ('dropout', 14548992, 0), ('conv2d', 17461248, 15143597), ('SELU', 17461248, 0), ('dropout', 17461248, 0), ('conv2d', 20963328, 21819740), ('SELU', 20963328, 0), ('dropout', 20963328, 0), ('adaptive_avg_pool2d', 20472, 0), ('linear', 7728, 1099308), ('softmax', 7728, 0)]",SELU,30557106,72369823,12,4629,-1,-1,-1,-1,-1,18,0,18,1,1,SUCCESSFUL,0.0,3730.08,276.07,4006.15,bottleneck
