Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A,Conv2d Count,BatchNorm2d Count,Dropout Count,AdaptiveAvgPool2d Count,Linear Count,Status,Input Size (MB),Forward/Backward Pass Size (MB),Params Size (MB),Estimated Total Size (MB),architecture
input_channels:1_num_classes:387_depth:15_arch:residual_base_filters:68_batch:2_input_size:78_act:gelu_dropout:0.15243320688471612_dropout:False_batchnorm:True.out,59,"[('conv2d', 827424, 136), ('batchnorm2d', 827424, 136), ('conv2d', 827424, 680), ('batchnorm2d', 827424, 136), ('GELU', 827424, 0), ('conv2d', 827424, 41684), ('batchnorm2d', 827424, 136), ('GELU', 827424, 0), ('conv2d', 258570, 5865), ('batchnorm2d', 258570, 170), ('conv2d', 258570, 52105), ('batchnorm2d', 258570, 170), ('GELU', 258570, 0), ('conv2d', 258570, 65110), ('batchnorm2d', 258570, 170), ('GELU', 258570, 0), ('conv2d', 325494, 9202), ('batchnorm2d', 325494, 214), ('conv2d', 325494, 81962), ('batchnorm2d', 325494, 214), ('GELU', 325494, 0), ('conv2d', 325494, 103148), ('batchnorm2d', 325494, 214), ('GELU', 325494, 0), ('conv2d', 107200, 14472), ('batchnorm2d', 107200, 268), ('conv2d', 107200, 129176), ('batchnorm2d', 107200, 268), ('GELU', 107200, 0), ('conv2d', 107200, 161738), ('batchnorm2d', 107200, 268), ('GELU', 107200, 0), ('conv2d', 134400, 22680), ('batchnorm2d', 134400, 336), ('conv2d', 134400, 202776), ('batchnorm2d', 134400, 336), ('GELU', 134400, 0), ('conv2d', 134400, 254184), ('batchnorm2d', 134400, 336), ('GELU', 134400, 0), ('conv2d', 42200, 35659), ('batchnorm2d', 42200, 422), ('conv2d', 42200, 319243), ('batchnorm2d', 42200, 422), ('GELU', 42200, 0), ('conv2d', 42200, 400900), ('batchnorm2d', 42200, 422), ('GELU', 42200, 0), ('conv2d', 53000, 56180), ('batchnorm2d', 53000, 530), ('conv2d', 53000, 503500), ('batchnorm2d', 53000, 530), ('GELU', 53000, 0), ('conv2d', 53000, 632290), ('batchnorm2d', 53000, 530), ('GELU', 53000, 0), ('adaptive_avg_pool2d', 530, 0), ('linear', 774, 102942), ('softmax', 774, 0)]",GELU,6994191,3201860,2,1857,-1,-1,-1,-1,-1,21,21,0,1,1,SUCCESSFUL,0.04,146.74,12.21,158.99,residual
input_channels:1_num_classes:798_depth:13_arch:gradual_base_filters:113_batch:60_input_size:20_act:relu_dropout:0.24301664048682203_dropout:False_batchnorm:False.out,29,"[('conv2d', 2712000, 1130), ('ReLU', 2712000, 0), ('conv2d', 3024000, 128268), ('ReLU', 3024000, 0), ('conv2d', 3384000, 160035), ('ReLU', 3384000, 0), ('conv2d', 3768000, 199390), ('ReLU', 3768000, 0), ('conv2d', 4224000, 248864), ('ReLU', 4224000, 0), ('conv2d', 4728000, 312245), ('ReLU', 4728000, 0), ('conv2d', 5280000, 390280), ('ReLU', 5280000, 0), ('conv2d', 5904000, 487326), ('ReLU', 5904000, 0), ('conv2d', 6600000, 609125), ('ReLU', 6600000, 0), ('conv2d', 7392000, 762608), ('ReLU', 7392000, 0), ('conv2d', 8256000, 953912), ('ReLU', 8256000, 0), ('conv2d', 9216000, 1189248), ('ReLU', 9216000, 0), ('conv2d', 10320000, 1486510), ('ReLU', 10320000, 0), ('adaptive_avg_pool2d', 25800, 0), ('linear', 47880, 343938), ('softmax', 47880, 0)]",ReLU,2495626,7272879,60,2553,78.88524590163935,0.767095238095238,0.6943636363636367,0.23761818181818176,0.0067358490566037784,13,0,0,1,1,SUCCESSFUL,0.0,1713.0,27.74,1740.74,gradual
input_channels:1_num_classes:935_depth:13_arch:pyramid_base_filters:50_batch:32_input_size:158_act:prelu_dropout:0.25992523361899594_dropout:True_batchnorm:True.out,55,"[('conv2d', 39942400, 500), ('batchnorm2d', 39942400, 100), ('PReLU', 39942400, 0), ('dropout', 39942400, 0), ('conv2d', 52723968, 29766), ('batchnorm2d', 52723968, 132), ('PReLU', 52723968, 0), ('dropout', 52723968, 0), ('conv2d', 70298624, 52360), ('batchnorm2d', 70298624, 176), ('PReLU', 70298624, 0), ('dropout', 70298624, 0), ('conv2d', 93465216, 92781), ('batchnorm2d', 93465216, 234), ('PReLU', 93465216, 0), ('dropout', 93465216, 0), ('conv2d', 124620288, 164424), ('batchnorm2d', 124620288, 312), ('PReLU', 124620288, 0), ('dropout', 124620288, 0), ('conv2d', 166160384, 292240), ('batchnorm2d', 166160384, 416), ('PReLU', 166160384, 0), ('dropout', 166160384, 0), ('conv2d', 221280896, 518821), ('batchnorm2d', 221280896, 554), ('PReLU', 221280896, 0), ('dropout', 221280896, 0), ('conv2d', 294774912, 920286), ('batchnorm2d', 294774912, 738), ('PReLU', 294774912, 0), ('dropout', 294774912, 0), ('conv2d', 392234368, 1631102), ('batchnorm2d', 392234368, 982), ('PReLU', 392234368, 0), ('dropout', 392234368, 0), ('conv2d', 521647744, 2886260), ('batchnorm2d', 521647744, 1306), ('PReLU', 521647744, 0), ('dropout', 521647744, 0), ('conv2d', 694198912, 5107982), ('batchnorm2d', 694198912, 1738), ('PReLU', 694198912, 0), ('dropout', 694198912, 0), ('conv2d', 923468288, 9042232), ('batchnorm2d', 923468288, 2312), ('PReLU', 923468288, 0), ('dropout', 923468288, 0), ('conv2d', 1229427072, 16013295), ('batchnorm2d', 1229427072, 3078), ('PReLU', 1229427072, 0), ('dropout', 1229427072, 0), ('adaptive_avg_pool2d', 49248, 0), ('linear', 29920, 1439900), ('softmax', 29920, 0)]",PReLU,603033793,38204027,32,38665,32.0,0.0964,0,0,0.003,13,13,13,1,1,OOM_CRASH,3.2,184031.04,145.74,184179.98,pyramid
input_channels:1_num_classes:939_depth:26_arch:gradual_base_filters:34_batch:58_input_size:32_act:leaky_relu_dropout:0.19926506805091357_dropout:True_batchnorm:False.out,81,"[('conv2d', 2019328, 340), ('LeakyReLU', 2019328, 0), ('dropout', 2019328, 0), ('conv2d', 2138112, 11052), ('LeakyReLU', 2138112, 0), ('dropout', 2138112, 0), ('conv2d', 2316288, 12675), ('LeakyReLU', 2316288, 0), ('dropout', 2316288, 0), ('conv2d', 2553856, 15136), ('LeakyReLU', 2553856, 0), ('dropout', 2553856, 0), ('conv2d', 2732032, 17848), ('LeakyReLU', 2732032, 0), ('dropout', 2732032, 0), ('conv2d', 2969600, 20750), ('LeakyReLU', 2969600, 0), ('dropout', 2969600, 0), ('conv2d', 3207168, 24354), ('LeakyReLU', 3207168, 0), ('dropout', 3207168, 0), ('conv2d', 3504128, 28733), ('LeakyReLU', 3504128, 0), ('dropout', 3504128, 0), ('conv2d', 3741696, 33516), ('LeakyReLU', 3741696, 0), ('dropout', 3741696, 0), ('conv2d', 4098048, 39192), ('LeakyReLU', 4098048, 0), ('dropout', 4098048, 0), ('conv2d', 4395008, 46028), ('LeakyReLU', 4395008, 0), ('dropout', 4395008, 0), ('conv2d', 4751360, 53360), ('LeakyReLU', 4751360, 0), ('dropout', 4751360, 0), ('conv2d', 5167104, 62727), ('LeakyReLU', 5167104, 0), ('dropout', 5167104, 0), ('conv2d', 5582848, 73696), ('LeakyReLU', 5582848, 0), ('dropout', 5582848, 0), ('conv2d', 6057984, 86394), ('LeakyReLU', 6057984, 0), ('dropout', 6057984, 0), ('conv2d', 6533120, 101090), ('LeakyReLU', 6533120, 0), ('dropout', 6533120, 0), ('conv2d', 7067648, 117929), ('LeakyReLU', 7067648, 0), ('dropout', 7067648, 0), ('conv2d', 7661568, 138288), ('LeakyReLU', 7661568, 0), ('dropout', 7661568, 0), ('conv2d', 8314880, 162680), ('LeakyReLU', 8314880, 0), ('dropout', 8314880, 0), ('conv2d', 8968192, 190411), ('LeakyReLU', 8968192, 0), ('dropout', 8968192, 0), ('conv2d', 9740288, 223040), ('LeakyReLU', 9740288, 0), ('dropout', 9740288, 0), ('conv2d', 10512384, 261429), ('LeakyReLU', 10512384, 0), ('dropout', 10512384, 0), ('conv2d', 11403264, 306048), ('LeakyReLU', 11403264, 0), ('dropout', 11403264, 0), ('conv2d', 12353536, 359632), ('LeakyReLU', 12353536, 0), ('dropout', 12353536, 0), ('conv2d', 13363200, 421425), ('LeakyReLU', 13363200, 0), ('dropout', 13363200, 0), ('conv2d', 14432256, 492318), ('LeakyReLU', 14432256, 0), ('dropout', 14432256, 0), ('adaptive_avg_pool2d', 14094, 0), ('linear', 54462, 229116), ('softmax', 54462, 0)]",LeakyReLU,8566857,3529207,58,4109,86.25396825396825,0.8524920634920636,0.7653962264150943,0.31543396226415094,0.03992592592592592,26,0,26,1,1,SUCCESSFUL,0.0,5054.12,13.46,5067.58,gradual
input_channels:1_num_classes:300_depth:27_arch:hourglass_base_filters:122_batch:28_input_size:188_act:leaky_relu_dropout:0.35097002901905217_dropout:True_batchnorm:True.out,111,"[('conv2d', 120735104, 1220), ('batchnorm2d', 120735104, 244), ('LeakyReLU', 120735104, 0), ('dropout', 120735104, 0), ('conv2d', 149434432, 165949), ('batchnorm2d', 149434432, 302), ('LeakyReLU', 149434432, 0), ('dropout', 149434432, 0), ('conv2d', 186050816, 255680), ('batchnorm2d', 186050816, 376), ('LeakyReLU', 186050816, 0), ('dropout', 186050816, 0), ('conv2d', 230584256, 394469), ('batchnorm2d', 230584256, 466), ('LeakyReLU', 230584256, 0), ('dropout', 230584256, 0), ('conv2d', 286993280, 608420), ('batchnorm2d', 286993280, 580), ('LeakyReLU', 286993280, 0), ('dropout', 286993280, 0), ('conv2d', 356267520, 939960), ('batchnorm2d', 356267520, 720), ('LeakyReLU', 356267520, 0), ('dropout', 356267520, 0), ('conv2d', 443355136, 1451968), ('batchnorm2d', 443355136, 896), ('LeakyReLU', 443355136, 0), ('dropout', 443355136, 0), ('conv2d', 551225024, 2246381), ('batchnorm2d', 551225024, 1114), ('LeakyReLU', 551225024, 0), ('dropout', 551225024, 0), ('conv2d', 684825344, 3469688), ('batchnorm2d', 684825344, 1384), ('LeakyReLU', 684825344, 0), ('dropout', 684825344, 0), ('conv2d', 850093888, 5350711), ('batchnorm2d', 850093888, 1718), ('LeakyReLU', 850093888, 0), ('dropout', 850093888, 0), ('conv2d', 1056926976, 8257776), ('batchnorm2d', 1056926976, 2136), ('LeakyReLU', 1056926976, 0), ('dropout', 1056926976, 0), ('conv2d', 1313241664, 12756451), ('batchnorm2d', 1313241664, 2654), ('LeakyReLU', 1313241664, 0), ('dropout', 1313241664, 0), ('conv2d', 1630913536, 19683712), ('batchnorm2d', 1630913536, 3296), ('LeakyReLU', 1630913536, 0), ('dropout', 1630913536, 0), ('conv2d', 1656643968, 24830442), ('batchnorm2d', 1656643968, 3348), ('LeakyReLU', 1656643968, 0), ('dropout', 1656643968, 0), ('conv2d', 1353816576, 20611656), ('batchnorm2d', 1353816576, 2736), ('LeakyReLU', 1353816576, 0), ('dropout', 1353816576, 0), ('conv2d', 1107398208, 13778247), ('batchnorm2d', 1107398208, 2238), ('LeakyReLU', 1107398208, 0), ('dropout', 1107398208, 0), ('conv2d', 904523648, 9205808), ('batchnorm2d', 904523648, 1828), ('LeakyReLU', 904523648, 0), ('dropout', 904523648, 0), ('conv2d', 739255104, 6145569), ('batchnorm2d', 739255104, 1494), ('LeakyReLU', 739255104, 0), ('dropout', 739255104, 0), ('conv2d', 604665152, 4108364), ('batchnorm2d', 604665152, 1222), ('LeakyReLU', 604665152, 0), ('dropout', 604665152, 0), ('conv2d', 493826368, 2744500), ('batchnorm2d', 493826368, 998), ('LeakyReLU', 493826368, 0), ('dropout', 493826368, 0), ('conv2d', 403769856, 1832736), ('batchnorm2d', 403769856, 816), ('LeakyReLU', 403769856, 0), ('dropout', 403769856, 0), ('conv2d', 330537088, 1226782), ('batchnorm2d', 330537088, 668), ('LeakyReLU', 330537088, 0), ('dropout', 330537088, 0), ('conv2d', 270169536, 820911), ('batchnorm2d', 270169536, 546), ('LeakyReLU', 270169536, 0), ('dropout', 270169536, 0), ('conv2d', 220687936, 548134), ('batchnorm2d', 220687936, 446), ('LeakyReLU', 220687936, 0), ('dropout', 220687936, 0), ('conv2d', 180113024, 365456), ('batchnorm2d', 180113024, 364), ('LeakyReLU', 180113024, 0), ('dropout', 180113024, 0), ('conv2d', 147455168, 244211), ('batchnorm2d', 147455168, 298), ('LeakyReLU', 147455168, 0), ('dropout', 147455168, 0), ('conv2d', 120735104, 163724), ('batchnorm2d', 120735104, 244), ('LeakyReLU', 120735104, 0), ('dropout', 120735104, 0), ('adaptive_avg_pool2d', 3416, 0), ('linear', 8400, 36900), ('softmax', 8400, 0)]",LeakyReLU,2342035538,142278957,28,37835,-1,-1,-1,-1,-1,27,27,27,1,1,OOM_CRASH,3.64,625390.9199999999,542.75,625937.31,hourglass
input_channels:3_num_classes:923_depth:5_arch:dense_base_filters:51_batch:52_input_size:80_act:swish_dropout:0.12169761684777597_dropout:True_batchnorm:False.out,15,"[('conv2d', 10649600, 896), ('SiLU', 10649600, 0), ('dropout', 10649600, 0), ('conv2d', 10649600, 10112), ('SiLU', 10649600, 0), ('dropout', 10649600, 0), ('conv2d', 10649600, 19328), ('SiLU', 10649600, 0), ('dropout', 10649600, 0), ('conv2d', 10649600, 28544), ('SiLU', 10649600, 0), ('dropout', 10649600, 0), ('adaptive_avg_pool2d', 6812, 0), ('linear', 47996, 121836), ('softmax', 47996, 0)]",SiLU,2459577,180716,52,3053,89.015625,0.685047619047619,0.6517924528301886,0.36630188679245285,0.09940740740740742,4,0,4,1,1,SUCCESSFUL,3.6400000000000006,1633.32,0.69,1637.65,dense
input_channels:1_num_classes:814_depth:6_arch:bottleneck_base_filters:105_batch:56_input_size:184_act:gelu_dropout:0.4043234507861373_dropout:True_batchnorm:True.out,27,"[('conv2d', 398146560, 2100), ('batchnorm2d', 398146560, 420), ('GELU', 398146560, 0), ('dropout', 398146560, 0), ('conv2d', 199073280, 198555), ('batchnorm2d', 199073280, 210), ('GELU', 199073280, 0), ('dropout', 199073280, 0), ('conv2d', 360227840, 179740), ('batchnorm2d', 360227840, 380), ('GELU', 360227840, 0), ('dropout', 360227840, 0), ('conv2d', 652201984, 588584), ('batchnorm2d', 652201984, 688), ('GELU', 652201984, 0), ('dropout', 652201984, 0), ('conv2d', 1183064064, 1932528), ('batchnorm2d', 1183064064, 1248), ('GELU', 1183064064, 0), ('dropout', 1183064064, 0), ('conv2d', 2142407680, 6347210), ('batchnorm2d', 2142407680, 2260), ('GELU', 2142407680, 0), ('dropout', 2142407680, 0), ('adaptive_avg_pool2d', 63280, 0), ('linear', 45584, 920634), ('softmax', 45584, 0)]",GELU,352511430,10174557,56,38047,21.8,0.0626,0.001,0,0.004333333333333334,6,6,6,1,1,OOM_CRASH,7.28,188261.36,38.81,188307.45,bottleneck
input_channels:3_num_classes:810_depth:4_arch:uniform_base_filters:59_batch:30_input_size:2_act:prelu_dropout:0.4178472899065261_dropout:False_batchnorm:False.out,0,[],None,0,0,30,0,48.5,0.298,0.618,0.123,0.017,0,0,0,0,0,SUCCESSFUL,0.0,0.0,0.0,0.0,uniform
input_channels:1_num_classes:76_depth:10_arch:residual_base_filters:93_batch:2_input_size:2_act:mish_dropout:0.3625645145273898_dropout:False_batchnorm:True.out,0,[],None,0,0,2,0,6.0,0,0,0,0,0,0,0,0,0,SUCCESSFUL,0.0,0.0,0.0,0.0,residual
input_channels:1_num_classes:956_depth:22_arch:uniform_base_filters:72_batch:30_input_size:150_act:prelu_dropout:0.16294183649715593_dropout:False_batchnorm:True.out,69,"[('conv2d', 48600000, 720), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('conv2d', 48600000, 46728), ('batchnorm2d', 48600000, 144), ('PReLU', 48600000, 0), ('adaptive_avg_pool2d', 2160, 0), ('linear', 28680, 69788), ('softmax', 28680, 0)]",PReLU,106921984,1054964,30,16061,-1,-1,-1,-1,-1,22,22,0,1,1,SUCCESSFUL,2.6999999999999997,32629.800000000003,4.02,32636.52,uniform
input_channels:3_num_classes:435_depth:16_arch:residual_base_filters:120_batch:16_input_size:200_act:selu_dropout:0.2594242638726377_dropout:False_batchnorm:True.out,67,"[('conv2d', 76800000, 480), ('batchnorm2d', 76800000, 240), ('conv2d', 76800000, 3360), ('batchnorm2d', 76800000, 240), ('SELU', 76800000, 0), ('conv2d', 76800000, 129720), ('batchnorm2d', 76800000, 240), ('SELU', 76800000, 0), ('conv2d', 22880000, 17303), ('batchnorm2d', 22880000, 286), ('conv2d', 22880000, 154583), ('batchnorm2d', 22880000, 286), ('SELU', 22880000, 0), ('conv2d', 22880000, 184184), ('batchnorm2d', 22880000, 286), ('SELU', 22880000, 0), ('conv2d', 27360000, 24624), ('batchnorm2d', 27360000, 342), ('conv2d', 27360000, 220248), ('batchnorm2d', 27360000, 342), ('SELU', 27360000, 0), ('conv2d', 27360000, 263340), ('batchnorm2d', 27360000, 342), ('SELU', 27360000, 0), ('conv2d', 8160000, 35088), ('batchnorm2d', 8160000, 408), ('conv2d', 8160000, 314160), ('batchnorm2d', 8160000, 408), ('SELU', 8160000, 0), ('conv2d', 8160000, 374748), ('batchnorm2d', 8160000, 408), ('SELU', 8160000, 0), ('conv2d', 9720000, 49815), ('batchnorm2d', 9720000, 486), ('conv2d', 9720000, 446391), ('batchnorm2d', 9720000, 486), ('SELU', 9720000, 0), ('conv2d', 9720000, 531684), ('batchnorm2d', 9720000, 486), ('SELU', 9720000, 0), ('conv2d', 2910000, 71004), ('batchnorm2d', 2910000, 582), ('conv2d', 2910000, 636708), ('batchnorm2d', 2910000, 582), ('SELU', 2910000, 0), ('conv2d', 2910000, 762420), ('batchnorm2d', 2910000, 582), ('SELU', 2910000, 0), ('conv2d', 3470000, 101324), ('batchnorm2d', 3470000, 694), ('conv2d', 3470000, 909140), ('batchnorm2d', 3470000, 694), ('SELU', 3470000, 0), ('conv2d', 3470000, 1084028), ('batchnorm2d', 3470000, 694), ('SELU', 3470000, 0), ('conv2d', 1122160, 144420), ('batchnorm2d', 1122160, 830), ('conv2d', 1122160, 1296460), ('batchnorm2d', 1122160, 830), ('SELU', 1122160, 0), ('conv2d', 1122160, 1550440), ('batchnorm2d', 1122160, 830), ('SELU', 1122160, 0), ('adaptive_avg_pool2d', 6640, 0), ('linear', 6960, 180960), ('softmax', 6960, 0)]",SELU,76212365,9498236,16,8843,-1,-1,-1,-1,-1,24,24,0,1,1,SUCCESSFUL,7.36,12792.0,36.23,12835.59,residual
input_channels:1_num_classes:157_depth:4_arch:pyramid_base_filters:61_batch:32_input_size:102_act:tanh_dropout:0.22763112287659637_dropout:False_batchnorm:False.out,11,"[('conv2d', 20308608, 610), ('Tanh', 20308608, 0), ('conv2d', 48607488, 80300), ('Tanh', 48607488, 0), ('conv2d', 117523584, 464195), ('Tanh', 117523584, 0), ('conv2d', 282988800, 2701300), ('Tanh', 282988800, 0), ('adaptive_avg_pool2d', 27200, 0), ('linear', 5024, 133607), ('softmax', 5024, 0)]",Tanh,29340444,3380012,32,8899,-1,-1,-1,-1,-1,4,0,0,1,1,SUCCESSFUL,1.28,10744.64,12.89,10758.81,pyramid
input_channels:3_num_classes:730_depth:28_arch:dense_base_filters:25_batch:2_input_size:170_act:leaky_relu_dropout:0.2718365616716558_dropout:False_batchnorm:False.out,61,"[('conv2d', 1849600, 896), ('LeakyReLU', 1849600, 0), ('conv2d', 1849600, 10112), ('LeakyReLU', 1849600, 0), ('conv2d', 1849600, 19328), ('LeakyReLU', 1849600, 0), ('conv2d', 1849600, 28544), ('LeakyReLU', 1849600, 0), ('conv2d', 3757000, 8580), ('ReLU', 3757000, 0), ('conv2d', 462400, 18752), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 27968), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 37184), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 46400), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 55616), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 64832), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 74048), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 83264), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 92480), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 101696), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 110912), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 120128), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 129344), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 138560), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 147776), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 156992), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 166208), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 175424), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 184640), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 193856), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 203072), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 212288), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 221504), ('LeakyReLU', 462400, 0), ('conv2d', 462400, 230720), ('LeakyReLU', 462400, 0), ('adaptive_avg_pool2d', 1666, 0), ('linear', 1460, 608820), ('softmax', 1460, 0)]",LeakyReLU,22255293,3669944,2,2857,-1,-1,-1,-1,-1,29,0,0,1,1,SUCCESSFUL,0.66,920.8,14.0,935.4599999999999,dense
input_channels:1_num_classes:816_depth:21_arch:residual_base_filters:60_batch:22_input_size:158_act:selu_dropout:0.4546621145227434_dropout:True_batchnorm:True.out,103,"[('conv2d', 32952480, 120), ('batchnorm2d', 32952480, 120), ('conv2d', 32952480, 600), ('batchnorm2d', 32952480, 120), ('SELU', 32952480, 0), ('dropout', 32952480, 0), ('conv2d', 32952480, 32460), ('batchnorm2d', 32952480, 120), ('SELU', 32952480, 0), ('dropout', 32952480, 0), ('conv2d', 9611140, 4270), ('batchnorm2d', 9611140, 140), ('conv2d', 9611140, 37870), ('batchnorm2d', 9611140, 140), ('SELU', 9611140, 0), ('dropout', 9611140, 0), ('conv2d', 9611140, 44170), ('batchnorm2d', 9611140, 140), ('SELU', 9611140, 0), ('dropout', 9611140, 0), ('conv2d', 11396066, 5893), ('batchnorm2d', 11396066, 166), ('conv2d', 11396066, 52373), ('batchnorm2d', 11396066, 166), ('SELU', 11396066, 0), ('dropout', 11396066, 0), ('conv2d', 11396066, 62084), ('batchnorm2d', 11396066, 166), ('SELU', 11396066, 0), ('dropout', 11396066, 0), ('conv2d', 3484800, 8316), ('batchnorm2d', 3484800, 198), ('conv2d', 3484800, 74052), ('batchnorm2d', 3484800, 198), ('SELU', 3484800, 0), ('dropout', 3484800, 0), ('conv2d', 3484800, 88308), ('batchnorm2d', 3484800, 198), ('SELU', 3484800, 0), ('dropout', 3484800, 0), ('conv2d', 4118400, 11700), ('batchnorm2d', 4118400, 234), ('conv2d', 4118400, 104364), ('batchnorm2d', 4118400, 234), ('SELU', 4118400, 0), ('dropout', 4118400, 0), ('conv2d', 4118400, 123318), ('batchnorm2d', 4118400, 234), ('SELU', 4118400, 0), ('dropout', 4118400, 0), ('conv2d', 1223200, 16402), ('batchnorm2d', 1223200, 278), ('conv2d', 1223200, 146506), ('batchnorm2d', 1223200, 278), ('SELU', 1223200, 0), ('dropout', 1223200, 0), ('conv2d', 1223200, 174028), ('batchnorm2d', 1223200, 278), ('SELU', 1223200, 0), ('dropout', 1223200, 0), ('conv2d', 1443200, 22960), ('batchnorm2d', 1443200, 328), ('conv2d', 1443200, 205328), ('batchnorm2d', 1443200, 328), ('SELU', 1443200, 0), ('dropout', 1443200, 0), ('conv2d', 1443200, 242228), ('batchnorm2d', 1443200, 328), ('SELU', 1443200, 0), ('dropout', 1443200, 0), ('conv2d', 426800, 32010), ('batchnorm2d', 426800, 388), ('conv2d', 426800, 286538), ('batchnorm2d', 426800, 388), ('SELU', 426800, 0), ('dropout', 426800, 0), ('conv2d', 426800, 338918), ('batchnorm2d', 426800, 388), ('SELU', 426800, 0), ('dropout', 426800, 0), ('conv2d', 506000, 44850), ('batchnorm2d', 506000, 460), ('conv2d', 506000, 401810), ('batchnorm2d', 506000, 460), ('SELU', 506000, 0), ('dropout', 506000, 0), ('conv2d', 506000, 476330), ('batchnorm2d', 506000, 460), ('SELU', 506000, 0), ('dropout', 506000, 0), ('conv2d', 149600, 62832), ('batchnorm2d', 149600, 544), ('conv2d', 149600, 563312), ('batchnorm2d', 149600, 544), ('SELU', 149600, 0), ('dropout', 149600, 0), ('conv2d', 149600, 666128), ('batchnorm2d', 149600, 544), ('SELU', 149600, 0), ('dropout', 149600, 0), ('adaptive_avg_pool2d', 5984, 0), ('linear', 17952, 222768), ('softmax', 17952, 0)]",SELU,29689034,4561414,22,4673,92.203125,0.8878281249999996,0.7405714285714284,0.35491071428571425,0.05330909090909088,30,30,20,1,1,SUCCESSFUL,2.2,6478.12,17.4,6497.719999999999,residual
